time,mean,median,upper,lower
2025.595,3517.3996803088403,2713.851783079638,7110324.716616021,4.5287503597038725
2025.5753921568628,3451.1524086537834,2607.6658448378175,3156043.6467140075,4.215549985925862
2025.5557843137256,3476.1179069503496,2690.2512269343847,2178189.571941814,6.456063431932358
2025.5361764705883,3423.033522797399,2529.554216798736,1841290.906227393,12.13519337847848
2025.516568627451,3410.167430646212,2560.1325827704113,1418638.9598255863,18.52944429043682
2025.4969607843138,3406.736261788824,2431.767473704829,1221968.4975378779,33.228271840643714
2025.4773529411766,3369.1604183406107,2378.1505564354657,622134.6640589188,39.02537886458145
2025.4577450980394,3284.9196241809027,2267.4543701390653,349823.2537841676,54.19985376514112
2025.4381372549021,3186.171663531665,2271.2748933189378,244627.66124706017,85.51678903541666
2025.418529411765,3270.645719583638,2324.692200676876,173388.80118879184,127.61695339048913
2025.3989215686277,3371.400238788036,2488.982304772279,121771.6025359803,152.41061865402565
2025.3793137254904,3443.6887886738514,2626.806840180936,85918.46524568583,216.45598263702635
2025.3597058823532,3424.907560163379,2746.362039978723,65255.250494182736,268.3784292386931
2025.340098039216,3176.3403937449298,2641.6478941819632,43055.65803691743,300.87939113332425
2025.3204901960787,2970.0757741456887,2485.261956853352,28171.393743883487,392.79918548194826
2025.3008823529415,2552.99348929198,2201.879322138479,18164.45588118152,474.67232592988756
2025.2812745098042,1578.75394263966,1424.6306264170396,8756.425124287958,350.09979296909876
2025.261666666667,833.0636391648434,766.0909787236094,3239.835690009556,259.67161385932195
2025.2420588235298,379.55121556456703,359.74938111962314,1135.1644626995703,139.6040717628034
2025.2224509803925,578.0281791332858,542.9703702068765,1680.3603052437759,201.73004985689246
2025.2028431372553,445.18147811074186,412.5872364114449,1319.6912947307794,153.44449233486137
2025.183235294118,194.69500156679368,187.5633597589422,478.2507637951421,82.06614328935883
2025.1636274509808,159.20766810002607,149.7393848758037,445.9795040002211,65.33538371592694
2025.1440196078436,76.6642944903995,73.99562280993496,181.78695248417768,32.887285017682885
2025.1244117647063,46.113098537536914,43.906180537039944,121.11899118349822,17.157609255275194
2025.104803921569,18.245449478646922,17.517575108792432,40.43039235621014,9.094932165420785
2025.0851960784319,18.206494016366218,16.72275502045304,55.603988138435916,7.063974406105456
2025.0655882352946,10.477777630812641,9.86619628719156,29.733441486829527,4.236384907648201
2025.0459803921574,4.111153036524781,3.9887215631334065,10.134243678955078,1.678275955746862
2025.0263725490202,3.8022873938217026,3.683529903133162,9.87839753906198,1.4640023424754285
2025.006764705883,6.036564549001417,5.558543246928003,24.54332862003966,1.826867009801914
2024.9871568627457,5.502640662539114,5.084278678059027,25.672811656263193,1.500751790258861
2024.9675490196084,3.5823274956318962,3.410306253662925,17.356511735481316,0.8904329709103224
2024.9479411764712,1.587061309596673,1.525595478972793,6.9699471589149,0.4090077846762847
2024.928333333334,0.8664924100646785,0.8629533991977036,4.609752700887957,0.1733068536711424
2024.9087254901967,0.4558212218351088,0.44682939223691054,2.827544225992852,0.08610503741975735
2024.8891176470595,0.22884187425990155,0.22695914389257396,1.50975239428734,0.03197338635779609
2024.8695098039223,0.1345298615067872,0.12910930396185671,0.9339328726958465,0.019198209347428895
2024.849901960785,0.08356165608857721,0.08168127500894737,0.6605556809567075,0.012320169832320009
2024.8302941176478,0.058830627248800615,0.06118275754947861,0.5683573794298391,0.004665130907662199
2024.8106862745105,0.04180961132221874,0.04638228864336637,0.5919485743002365,0.0019204139128667762
2024.7910784313733,0.030194401229452463,0.03364510988978699,0.663171160650306,0.001123056208906838
2024.771470588236,0.022108921700619365,0.024379597564119296,0.6505385070110112,6.240567317814281E-4
2024.7518627450988,0.0158656504486457,0.01751071279518237,0.46020080929777224,3.131588843003755E-4
2024.7322549019616,0.011620051386715607,0.012757261009001375,0.4172153163829965,2.0399781478195312E-4
2024.7126470588244,0.0087559404770502,0.009648311270981478,0.29425803160501957,1.6941752894437498E-4
2024.6930392156871,0.006912505455465587,0.007691633049819204,0.257799752439132,1.464511070690054E-4
2024.6734313725499,0.005576661192154295,0.006360399254546882,0.19253240896858045,9.858769882065245E-5
2024.6538235294126,0.004706023994600121,0.005527020852764285,0.18441418651465272,8.982922717231686E-5
2024.6342156862754,0.004074222130062049,0.00481250325608275,0.15382910520763565,6.4422773952958E-5
2024.6146078431382,0.003677591250922258,0.004597865881268675,0.1831919083521774,4.34087965052917E-5
2024.595000000001,0.0035059720196259276,0.0044163815306862055,0.23263234441493827,3.0162243197430876E-5
2024.595000000001,0.0035059720196259276,0.0044163815306862055,0.23263234441493827,3.0162243197430876E-5
2024.5753921568637,0.0035059720196259276,0.0044163815306862055,0.23263234441493827,3.0162243197430876E-5
