# BEAST v10.5.0-beta5 Prerelease #fb0d1ded5
# Generated Fri Oct 31 14:33:12 CET 2025 [seed=1761917590214]
# -overwrite Alignment_101025_sa.xml
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	precision	precPrior	randomWalk	coalescent	samplingBetas1	samplingBetas2	samplingModel	skygrid.cutOff	logPop1	logPop2	logPop3	logPop4	logPop5	logPop6	logPop7	logPop8	logPop9	logPop10	logPop11	logPop12	logPop13	logPop14	logPop15	logPop16	logPop17	logPop18	logPop19	logPop20	logPop21	logPop22	logPop23	logPop24	logPop25	logPop26	logPop27	logPop28	logPop29	logPop30	logPop31	logPop32	logPop33	logPop34	logPop35	logPop36	logPop37	logPop38	logPop39	logPop40	logPop41	logPop42	logPop43	logPop44	logPop45	logPop46	logPop47	logPop48	logPop49	logPop50	logPop51	logPop52	effPop1	effPop2	effPop3	effPop4	effPop5	effPop6	effPop7	effPop8	effPop9	effPop10	effPop11	effPop12	effPop13	effPop14	effPop15	effPop16	effPop17	effPop18	effPop19	effPop20	effPop21	effPop22	effPop23	effPop24	effPop25	effPop26	effPop27	effPop28	effPop29	effPop30	effPop31	effPop32	effPop33	effPop34	effPop35	effPop36	effPop37	effPop38	effPop39	effPop40	effPop41	effPop42	effPop43	effPop44	effPop45	effPop46	effPop47	effPop48	effPop49	effPop50	effPop51	effPop52
0	-108434.37952122706	-11494.42210568662	-96939.95741554044	13.692552945040093	2011.9019676029052	262.4638062820355	1.0	1.0	1.0	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	4.0954E-4	4.095400000000016E-4	-96939.95741554044	0.0	1.0	-4.655531579882204	-50.09863881963707	-11436.96778423742	0.0	0.0	-0.9770342091474049	1.0	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645	4.4816890703380645
100000	-60380.152200480064	3882.2258855755827	-64262.37808605565	22.10457029521509	2003.48995025273	2472.363499626808	0.9875724910131579	1.029333792144333	0.9782467682575132	0.9986876853884967	1.0221986691467277	0.9839605940497712	0.2767783858495625	0.23780593702960512	0.23271347234644912	0.2527022047743833	0.12096591113232835	0.0010302985735525015	0.0010302985735524983	-64262.37808605565	0.0	9.428400282584525	-6.9611047592577275	-18.236935718467382	-20460.89239990039	-0.0036980354295021306	0.8936443674168713	24487.413619110237	1.0	6.993460807409634	7.072630464532483	7.207204686734074	7.618555263963104	7.538254187964116	7.624648835152931	7.85125407041125	7.849365068336229	8.054302144630036	8.289026610305548	8.788547873869456	9.198096006147543	9.750956022391625	9.968037336379496	10.080655025421768	10.515634440892477	10.427540107210735	10.37672523928008	10.959542524309942	10.75670220699259	10.713801711638435	10.069830105175836	9.733601518322203	9.453733301573712	9.398691395495751	9.189057936683199	8.873259942648636	9.055364684584099	8.969653370177525	8.841134128041048	8.234988257969544	7.796931565742864	7.976891271428355	7.529579305575054	7.684072164646347	7.532043844658357	7.437153380439351	7.725962517914946	7.382773080454623	7.7675925790652105	7.590315797109002	7.677648696193974	7.529555941014323	7.24972296787672	6.925341143674565	6.410856606659	5.869305352460557	5.72396642755887	5.342062317967469	4.763108410606912	5.140586403976224	4.748499840779526	1089.4854585677356	1179.245922594645	1349.1157903491053	2035.6190721314415	1878.5475697640486	2048.06113165111	2568.9539467240033	2564.1057679395576	3147.306052970246	3979.9582580866117	6558.701195660582	9878.302913978405	17170.63647794335	21333.57360574338	23876.620214212286	36887.73687905336	33777.15979056588	32103.65736653757	57500.132107810525	46943.60220057116	44972.28596745901	23619.551588582737	16875.219419988858	12755.697347639107	12072.57216657908	9789.42437626628	7138.51423003829	8564.359994231538	7860.876319015782	6912.828228572238	3770.59562232486	2433.1246286519745	2912.8616779321383	1862.3218703047096	2173.452431772272	1866.9172958166218	1697.9100314221405	2266.4330203256177	1608.0428227610614	2362.776238933473	1978.9383580912693	2159.5360721427246	1862.2783584805884	1407.7148119575763	1017.7414064519313	608.4146299289149	354.0029875342875	306.1167078860242	208.94317352143136	117.10938477042218	170.81590608439228	115.41101969192644
200000	-55305.78733051787	4837.370143785418	-60143.15747430329	8.584739185259302	2017.009781362686	2229.6061441934135	0.9866784537490031	1.0430678124109831	0.9572676294061065	0.9825377194380585	1.0614455509988514	0.9690028339969972	0.26227734326048263	0.2662722002963338	0.2332559281919539	0.2381945282512297	0.11310337066510708	3.1703926592676745E-4	3.170392659267691E-4	-60143.15747430329	0.0	11.571577204096688	-7.185313683752952	-18.626648470740584	-19798.982977465133	-0.47217218225335095	0.8929184325815764	24665.742510594126	1.0	6.803770894233891	6.897695191054513	7.190635701731066	7.595974878192629	7.6093130548046	7.675583021386712	7.962488195044676	8.147221753432492	8.405024343148959	8.635978589596473	9.139402529443178	9.696961947565663	10.438787882781773	10.633888039413138	10.847461085812279	11.201775953788582	11.04832839077109	10.97138195278881	11.362727929446487	11.226283127777936	11.209354150510109	10.844110263413002	10.442982320245145	10.16609410043687	9.895994622136	9.591598673437302	9.305923610265788	9.225074976712971	9.057191037363634	8.868271637723089	8.201882514941628	7.851718703608945	7.989127558701724	7.579748463777857	7.8482829225403945	7.637627282844043	7.427972674850924	7.555404025417288	7.230256404050583	7.538246390177249	7.157122811037301	7.058018452367949	6.928595520629786	6.655366636646627	6.651762550376977	6.1056316848873315	5.715314813566167	5.570140867995132	5.175127321383878	4.616046639786832	4.847993029817077	4.369116185714783	901.2393703909869	989.9903454936947	1326.946479717598	1990.1690785258347	2016.8921273719432	2155.07977709592	2871.208197894326	3453.7702984214147	4469.466562101872	5630.6411159459585	9315.197912388216	16268.108679364117	34159.2223523274	41518.2363331854	51403.4765241327	73260.43351409285	62838.82480254136	58184.946716914754	86053.79728155753	75078.02069786824	73817.72445429936	51231.5208609322	34302.801981666504	26006.30013244258	19850.701432403002	14641.2574238948	11003.004053460563	10148.43694163148	8580.01582909895	7102.9938113383505	3647.8109062515364	2570.1478453519912	2948.7232490018932	1958.1363612140217	2561.3325324558978	2074.815022367415	1682.3933553111208	1911.0421975951604	1380.576444101694	1878.5329213075934	1283.213568532361	1162.140046817678	1021.0589159166684	776.9427265497125	774.1475979046311	448.37578422420233	303.4797278077849	262.4710704096593	176.81912569908937	101.0935817449147	127.4842757850622	78.9738026712048
300000	-51362.4315642053	5139.0614090263625	-56501.49297323166	4.694132924879641	2020.9003876230656	2099.225437746727	0.9665964047402217	1.047274368745209	0.9515203663251645	0.9464279782112865	1.1001258773088813	0.9880550046692367	0.2628052929617653	0.26891029235212266	0.23515322578723996	0.23313118889887202	0.09435555511527935	2.3268185365020065E-4	2.3268185365019994E-4	-56501.49297323166	0.0	11.847780105344013	-7.211428492913929	-18.519582417075522	-19550.183104853604	-0.7010447902244263	0.8929184325815764	24725.48246851504	1.0	6.992495161661837	7.098601583472794	7.535188771288548	7.9174780377148375	7.957890712048906	8.204742282735495	8.45808762882023	8.487771619735627	8.768623676854434	8.89700676833793	9.380778116230188	9.945491693087314	10.500670878032937	10.670373095142379	11.111513573526175	11.412145204620995	11.3132302399876	11.305938127549865	11.708135376571315	11.465199583374718	11.329547723515972	11.156031603442994	10.790605426903301	10.636996217994412	10.138730192435196	9.709567311655782	9.464658844393462	9.358951849098306	9.249216684883772	8.950159413352466	8.453584564230969	7.997439558215306	8.088468723058712	7.59691180731239	7.697242042567512	7.426631927823357	7.167426514958181	7.356844901034188	7.0231307369272855	7.313929067278868	7.055228616680981	6.949154683284045	6.825208381831938	6.593102742440029	6.605716277747598	6.0859727052424	5.744905552203799	5.4807480222103795	5.1194261822925125	4.61369392880629	4.803633046727573	4.194485546522214	1088.4339093611043	1210.2734241954643	1872.7978558546952	2744.839926619445	2858.0381647267054	3658.25772902326	4713.036299177988	4855.035145521738	6429.317553592602	7310.0600562396085	11858.238252889241	20857.975938353484	36339.87412146603	43061.00435279934	66937.42947040783	90413.16846398606	81898.03197863913	81302.99449788156	121556.61211416477	95339.50944034205	83245.36440886681	69984.67744605432	48562.42811751524	41647.48318318185	25304.314466141484	16474.472022356877	12895.824353124575	11602.221287895092	10396.41885415395	7709.1206999346	4691.860905176853	2973.3351806937394	3256.696845326907	1992.0345996828328	2202.2658531245957	1680.1392028825458	1296.5037727938616	1566.8850783629923	1122.2947329519254	1501.0633970425522	1158.902385413417	1042.2683088695528	920.7682554370721	730.0424932939611	739.3092303545546	439.6472519399437	312.59410261168347	240.02618515677267	167.2393771666455	100.85601733486067	121.9526734252087	66.31960444848359
400000	-48674.606727525046	5436.918849960821	-54111.52557748587	4.052567562993147	2021.541952984952	2049.3443116214726	0.9637897233488387	1.0598779267563239	0.9606497324259392	0.9213277701553053	1.1262481772544315	0.9681066700591612	0.2627047245122783	0.26682970548280177	0.23698835763196102	0.23347721237295888	0.08185090600482463	2.1003946430615486E-4	2.10039464306155E-4	-54111.52557748587	0.0	8.574722335906959	-6.8586092289980085	-18.634553399011676	-19267.170415254168	-0.8820282194603472	0.8929184325815764	24742.678151752956	1.0	7.215978693925732	7.338752240487446	7.810487746397767	8.21086858995811	8.237437379199365	8.467929099225923	8.779509612853237	8.774132871846248	9.054160108010299	9.161742672784394	9.70359175805227	10.258624037831213	10.81079228120403	10.938958570732847	11.315350877652914	11.615004346891773	11.576591870489034	11.537326565775974	11.884104438409954	11.568842291920857	11.462760768361868	11.31535747246106	10.968638843757548	10.855560417325595	10.307603064815265	9.816566340542025	9.514225348509147	9.390416491183954	9.2297346390996	8.975919722332428	8.495686301058898	8.106780406822017	8.155917411353704	7.656162303488354	7.725913278305367	7.427624901267364	7.166528339461547	7.297325255677381	6.973033507614256	7.25883280285719	7.035078074009362	7.007066155724149	6.8785697439354845	6.642430555875438	6.582822108489316	6.048703358370842	5.692160165913644	5.379864310472476	4.995093989832758	4.460151417637556	4.548227461241325	3.9279170287756235	1361.0050238335477	1538.79087434186	2466.3330870461023	3680.7381303828884	3779.841585733614	4759.648496501253	6499.689027740796	6464.83566592812	8554.049777782182	9525.642700002049	16376.32147568108	28527.506405062864	49552.71251288691	56328.65028425789	82071.89231219838	110747.08277094286	106573.6815534434	102470.12439683259	144944.2461877214	105750.97237702471	95107.27731410538	82072.43356236699	58025.55777466098	51821.50089525125	29959.539433976006	18334.98643277605	13551.131773091041	11973.084978275278	10195.83557658803	7910.289998340326	4893.613668482713	3316.881810346943	3483.9340602844945	2113.6303720590295	2266.3214247960423	1681.8083650729577	1295.339807674569	1476.3457942626992	1067.455979888647	1420.597451862803	1135.7835839083311	1104.4095814494674	971.2362493861746	766.9568609209764	722.5756414025453	423.5634638067688	296.5334908179097	216.9928297727113	147.68682579121057	86.5006058221475	94.46481727804277	50.801050259768914
500000	-46210.788811095044	5590.273876833766	-51801.06268792881	5.355840651391707	2020.2386798965535	1983.9764631462472	0.9609573789351518	1.0786949730423137	0.941003997045473	0.8843688148770235	1.151339546971981	0.9836352891280569	0.2634769061380269	0.26581958872306444	0.24184624076233702	0.2288572643765716	0.07911195862597599	1.8213425324933624E-4	1.8213425324933668E-4	-51801.06268792881	0.0	7.127847149316271	-6.6611792051529415	-20.329263473082868	-19127.0540174121	-0.9217247534820465	0.8944553413138284	24761.06091610096	1.0	6.945317689698112	7.094958710317209	7.6096411639801556	8.025370991203893	8.120844328949893	8.29251426386403	8.642934874965901	8.61217246207268	8.942039095392794	9.07370619978166	9.533256117847092	10.179325315598808	10.795795668293678	10.972083242501439	11.373311433242637	11.597785548168558	11.590227920449708	11.53901107827355	11.850889195320539	11.607390869774681	11.514100551923447	11.401227347327168	11.168604902612756	11.004016283288522	10.432599720012238	9.783488027401232	9.433644110575473	9.381695158471903	9.166360560558227	8.998741473783005	8.56210241784813	8.20292128821462	8.195329145967358	7.663121972505286	7.7400850011858155	7.330542262738197	6.990062087346288	7.051501774080636	6.808357629211547	7.044387331778435	6.861953655369279	6.866698723360681	6.708088827756362	6.487589644971058	6.456428086040565	6.031605201231567	5.67528265609826	5.286324788284826	4.903893897754009	4.335749602557226	4.36742171782021	3.752514144203398	1038.2767946579074	1205.8725723668385	2017.5539967618113	3057.55541353929	3363.8597505548014	3993.863207396342	5669.946011901096	5498.18030078081	7646.773670108935	8722.892754413724	13811.489784989428	26352.68155536945	48815.13407711827	58225.765532712045	86969.38448581626	108856.47475447548	108036.87904424105	102642.88206738359	140208.96491826844	109907.11398942783	100117.57776384038	89431.41944305685	70870.17085420113	60115.09677798477	33948.49221299509	17738.41715769645	12502.002501446863	11869.117745994397	9569.732772115476	8092.892398512463	5229.664562684775	3651.6021234925397	3623.9836152245052	2128.391847781903	2298.6677643041594	1526.2091539959742	1085.7888878438691	1154.5913768487621	905.382611244435	1146.4062539322506	955.2314387579596	959.7748477498594	819.0038852660124	656.937999527243	636.782457363455	416.3828715262464	291.57074114703187	197.61580921946506	134.81370975950264	76.38219372314035	78.840097409694	42.62812063079004
600000	-44159.034036544406	5789.051962626931	-49948.08599917134	4.894184770544165	2020.700335777401	1958.6884844129863	0.966575567735951	1.0971068867495108	0.901871294935043	0.8670038026581869	1.1889803280547557	0.9784621198665521	0.2624680537165768	0.2636179338079102	0.24296834328746378	0.23094566918804926	0.09126850313832736	1.744985674332976E-4	1.7449856743329627E-4	-49948.08599917134	0.0	9.913210352245514	-7.015593247600789	-21.115366943570272	-18929.166615109698	-0.9408346442449984	0.8939403746335235	24764.19908013197	1.0	6.827857017295852	6.956304339997761	7.445619468610486	7.951220530618167	7.936569319878325	8.169904007157854	8.508227177174279	8.513942259112326	8.880806910019144	9.066596910243437	9.553492509255552	10.200698243347071	10.77621343734253	10.967064569772917	11.398248279878008	11.579041162688357	11.606970759333297	11.615755370804196	11.915512654694762	11.597964604540556	11.620214230467845	11.447638358667858	11.249758743283016	11.047882836342987	10.460612188033766	9.808840549907357	9.3987002385862	9.289099070292057	9.010910293059364	8.926407864440693	8.57866823046498	8.224901011971626	8.208723922031544	7.719086027807043	7.753179047555193	7.394733182827701	6.950634220808697	7.129892105956495	6.840575187954794	7.145500184241304	6.9509517824540445	6.893099250991212	6.762635780751733	6.493553976029786	6.4313282501932525	6.010640484845166	5.650023889365208	5.234524990206453	4.862966920584062	4.343064010593162	4.343814270653135	3.683124951661158	923.2102674646846	1049.7468722046824	1712.345708087979	2839.0379694521157	2797.7458542416944	3533.0048041721034	4955.370303018768	4983.771731274414	7192.592169553883	8661.099098970166	14093.831653370245	26921.97760475605	47868.52347051448	57934.28151438478	89165.39366357666	106835.03157095105	109860.95056080662	110830.28771887683	149568.93282804778	108875.96794505141	111325.56778988978	93679.84640204743	76861.3742048437	62810.83292231	34912.9181767603	18193.879947748297	12072.678925898734	10819.432158487833	8191.974979868585	7528.174524968004	5317.019763116465	3732.7518871476823	3672.852628282797	2250.9013788730635	2328.96454746525	1627.3906499061757	1043.8115252850655	1248.7422277963597	935.0267962367807	1268.385593058229	1044.1430524278344	985.4508488203924	864.9189306533929	660.867903214848	620.9982414918093	407.7443907621158	284.2982574476969	187.63995435586176	129.4075751058493	76.9429324908009	77.00068136057232	39.77048091930854
700000	-42660.11801397843	5738.490234236637	-48398.60824821506	4.349751814663374	2021.2447687332817	1916.6013343118907	0.9492341364211845	1.1060226336629073	0.8918834348316312	0.8490817347969475	1.2275066417142686	0.97627141857306	0.2637467645671008	0.263105901266256	0.24707529332395034	0.226072040842693	0.06282515127871796	1.606405869432121E-4	1.6064058694321184E-4	-48398.60824821506	0.0	9.339226100747746	-6.950804997202997	-20.87756688670951	-18980.561275408567	-0.9362304148442194	0.893116890235608	24766.728379644974	1.0	6.951280854894057	7.061272252262768	7.533100659809131	8.02731517526393	7.973009251921487	8.249606351155135	8.59899781933263	8.657434032735862	9.037405500542222	9.313392605110737	9.657398451788191	10.2235772410659	10.809648141905859	10.914976487959352	11.361426115742645	11.589849411737195	11.617042527531652	11.63217380483082	11.87944211865378	11.552029440665509	11.52731587593425	11.37574177421253	11.209564119168128	11.057759283362245	10.460700848433099	9.784550890281979	9.333061855791598	9.244499962418107	8.948973705907923	8.820572371778685	8.414320370002285	8.100898188575835	8.088245709114206	7.562623407869869	7.547411952555408	7.225232385368938	6.775607280605993	6.991835139755408	6.718116353855824	7.069497193142425	6.782278483109809	6.81630889323268	6.690952510411246	6.398107016193486	6.315214394714828	5.982351544495209	5.679742590075121	5.1733616712950505	4.798488525470047	4.352308591672922	4.276114708763623	3.5802001695707713	1044.486707670452	1165.9275765701182	1868.8913252084412	3063.505646336601	2901.5758122262423	3826.119377481137	5426.218813905156	5752.754328400521	8411.923987152983	11085.493105691048	15637.051163482682	27545.02564878889	49496.049728410384	54993.84165076182	85941.84415585615	107995.99388243315	110973.03551900726	112664.96755728405	144270.0426626595	103987.86001297728	101449.44513903263	87181.00679708182	73833.22549014998	63434.25431248085	34916.0137072512	17757.28068575266	11305.694951913569	10347.497297183889	7699.985355123264	6772.139697816636	4511.208560052131	3297.4284581645334	3255.970637497616	1924.8886634296905	1895.8298790604886	1373.6577965151073	876.2113076321552	1087.715756161719	827.257782022109	1175.5568076008917	882.0762319990695	912.6102437546479	805.0887424501925	600.7068326033165	552.9205911374119	396.37135797922826	292.87403153636365	176.5072004505498	121.32689634625899	77.65753568300751	71.96030940573083	35.88072235707207
800000	-41255.17330005365	5746.13379516534	-47001.30709521899	4.456106821401331	2021.1384137265438	1891.2561086991514	0.9347244570019463	1.1074600765277125	0.8594709638871267	0.8432172910331763	1.2540640379405479	1.0010631736094895	0.2666227201190798	0.26239315079453057	0.24457079643310198	0.22641333265328784	0.08841859956670899	1.548858198459397E-4	1.5488581984594014E-4	-47001.30709521899	0.0	8.089138720596836	-6.796040007633933	-21.70683051369133	-18972.970868597266	-0.7837885408371011	0.8914464689228986	24768.394238604717	1.0	6.4722340442198085	6.586848541128044	7.019189015270488	7.611690725812468	7.633311843929106	7.906997045774265	8.294321245961013	8.337553804165859	8.739722541746591	9.067574571529663	9.426190211310887	10.019893842920045	10.63987521031558	10.731661068715207	11.196972083718885	11.421448494393394	11.509299339727281	11.529677033440521	11.731870620629124	11.42277896304769	11.448191566724672	11.201170390818318	11.051315669422713	10.87775327687055	10.324192225975834	9.7032232842459	9.19884915951302	9.062577426260969	8.760982973761099	8.583655057267254	8.244379843185433	8.013637955681476	8.069018771742082	7.529675437337117	7.496036788317811	7.173175717279656	6.6073816781141295	6.787364990709059	6.495499062503222	6.88235654035646	6.613791302997864	6.600867777261243	6.459733185010239	6.193237234597998	6.151247048817998	5.878924455993513	5.64044637737619	5.175569002360557	4.819699539476419	4.326376070771264	4.221496682006211	3.494379932665315	646.9273781441216	725.490908674121	1117.8796666953467	2021.6933388980183	2065.880576771221	2716.2215181049255	4001.0865709887867	4177.857374076668	6246.162422493481	8669.570860837412	12409.160282333687	22469.044545147044	41767.55873281676	45782.677073322404	72909.34387991343	91258.23321547173	99638.04412098671	101689.26627424835	124476.30066085058	91379.7302402807	93731.6851853324	73216.08313819917	63026.82254338097	52984.42475883922	30460.688389361305	16370.288341766765	9885.74559345101	8626.355821671337	6380.380242884674	5343.601042812177	3806.1743010145165	3021.8906444076933	3193.9662810149803	1862.5009071930576	1800.8909404006677	1303.9791032975845	740.5415020458153	886.5743496128158	662.154599396118	974.9210958175734	745.3033397789269	735.7333649891998	638.8905682457191	489.4279375060443	469.3022648555371	357.42460900524486	281.58838511033315	176.89724059288505	123.92784975875095	75.66956793043953	68.13538501864744	32.929862888888444
900000	-39904.56303128824	5934.574163498597	-45839.13719478684	4.785050529627366	2020.8094700183178	1910.5314049024807	0.917801644758365	1.1074600765277125	0.8688766585283793	0.8390216731957523	1.2749372959633871	0.9919026510264033	0.2733936422253305	0.256220803998123	0.24169011446442404	0.2286954393121226	0.0969590919857731	1.3813922135520905E-4	1.3813922135520948E-4	-45839.13719478684	0.0	7.304074038073608	-6.687120277352881	-22.061507963340897	-18788.42197366203	-0.8955102612824057	0.8914464689228986	24775.250124756785	1.0	6.6551209919866325	6.749693372401946	7.280805593358812	7.857508935867554	7.887127961470124	8.135528885726053	8.480107046675004	8.579816320611132	9.02036310217272	9.293175374433805	9.545604599043674	10.112051159649397	10.73902857276282	10.829535209436337	11.370349906639936	11.528563395081195	11.65325720701981	11.701677076225996	11.849962284295485	11.547492266870188	11.526373840392802	11.323271885412431	11.213243789616637	11.102784526393018	10.520402967717164	9.829490792339266	9.368144558928668	9.119158296647742	8.901390785464752	8.7123034015939	8.44549835661813	8.22885170950446	8.261136475891613	7.709485160691199	7.63179701324449	7.35198475152367	6.837402086428711	6.829232906633282	6.4725222845283	6.923437468463208	6.6438636144553875	6.576388240343088	6.537127722475639	6.299032964390626	6.280703595359809	6.028507221527653	5.653205251312051	5.122378294687788	4.727488818443841	4.3029835730963635	4.152381407957977	3.4444918142192225	776.7518981567616	853.7969246846072	1452.1574023892463	2585.0727659953263	2662.7853060273364	3413.6210068547216	4817.96561646659	5323.127686665897	8269.779311006356	10863.625466094329	13983.098077145438	24638.145712703674	46121.22673359199	50490.23395016663	86712.2033523953	101576.0842402182	115065.54563472582	120774.09259708805	140079.06389551985	103517.11774678818	101353.92115660905	82724.56591184503	74105.40789176227	66355.6722805259	37064.05710160886	18573.494051192578	11709.368875373379	9128.51488032682	7342.177835731041	6077.224667552469	4654.0745239625885	3747.528029634904	3870.490320847015	2229.3941829137048	2062.7534865868383	1559.2882584104696	932.0645635007752	924.4813768803166	647.1138755679158	1015.805800332141	768.0567429404209	717.9416083642027	690.3009918004268	544.0455442452674	534.164367208627	415.0949218922026	285.2041533327907	167.7338160654735	113.01141354603237	73.92001077479692	63.585242544508276	31.32735928225857
