state	joint	prior	likelihood	rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
1400000	-60852.40094389211	-17598.738883469996	-43253.66206042212	1.8016972595355683	2023.7928232884096	763.812349731991	6162.466984813242	6.7137839776748685	0.7110027380386523	1.2425482931964555	0.7902476283444989	0.9319621077789337	1.320611658742409	1.0036275738990497	0.27231015496275507	0.25825552688305736	0.239312042341096	0.23012227581309164	0.13084478619831327	3.1267600746943735E-4	3.126760074694378E-4	-43253.66206042212	0.0	-17574.161316714904
1500000	-60498.067571621825	-17637.927090707188	-42860.14048091464	1.7399949862893107	2023.854525561656	767.8624755749081	6026.510694260517	6.676015147561856	0.7146082866289073	1.2467863138721968	0.7748099453199367	0.9269212912178596	1.3383251894953212	0.9985489734657774	0.281695942253556	0.25016812841236546	0.24717958755888428	0.22095634177519433	0.1626148117137229	2.938600590732157E-4	2.938600590732149E-4	-42860.14048091464	0.0	-17612.218625233454
1600000	-60087.70003542217	-17638.277011164126	-42449.42302425804	1.6751263350430659	2023.919394212902	773.4377742688176	7179.645300851521	6.9120903714910495	0.7271408948277122	1.2598606347668875	0.7595367898503839	0.9084738201273224	1.348643981736845	0.9963438786908484	0.27188178403865837	0.25949775775188005	0.2427804902975405	0.22583996791192104	0.1253389640048161	2.8208585353624045E-4	2.820858535362417E-4	-42449.42302425804	0.0	-17610.43511719412
1700000	-59841.0829321814	-17566.694577572773	-42274.38835460863	1.544226832643235	2024.050293715302	759.0919340491956	7379.528916806769	7.003984622355457	0.7265820641873373	1.2683841766691633	0.7507984550698351	0.8978749878609102	1.3612687937859114	0.9950915224268421	0.2770033382371977	0.2603186698348585	0.24175435942471843	0.22092363250322541	0.13282076911250768	2.9069490362807176E-4	2.906949036280714E-4	-42274.38835460863	0.0	-17539.259504942816
1800000	-59507.17314162134	-17482.09382904425	-42025.07931257709	1.4682196587580028	2024.1263008891872	742.5269129897208	7284.021510414577	7.169605414669233	0.7061221182064759	1.2917166045106678	0.7739778794780998	0.8376567389119812	1.4005035904180663	0.9900230684747088	0.27597804892482175	0.26152982218937415	0.23706517662764093	0.22542695225816325	0.1534460110011751	2.803403585775163E-4	2.803403585775159E-4	-42025.07931257709	0.0	-17453.937018016546
1900000	-59259.55090421804	-17431.299521946486	-41828.251382271555	1.6297425684049758	2023.9647779795403	732.1600199404127	7291.776949240392	7.214258980718665	0.6710019286083339	1.3043656191035642	0.7844748105418056	0.7967600134715748	1.423622554578671	1.0197750736960507	0.282725948339781	0.25224776978860436	0.23898029179949304	0.2260459900721217	0.16767969731285515	2.9102501392238336E-4	2.910250139223837E-4	-41828.251382271555	0.0	-17403.916351372372
2000000	-59020.291646199155	-17415.43852298722	-41604.853123211935	1.6207727036946515	2023.9737478442505	726.7089520039174	7212.148378230676	7.196556651025794	0.6646176245465663	1.3035112000119047	0.7793942544693849	0.7935197928527368	1.4416162561364954	1.0173408719829125	0.28064350930746684	0.25805162732911463	0.2441739137051759	0.21713094965824278	0.15713712484450187	2.815383309488327E-4	2.8153833094883264E-4	-41604.853123211935	0.0	-17387.45029539988
2100000	-58919.977269644936	-17472.126564927705	-41447.85070471723	1.6450065725792813	2023.949513975366	741.6796632529697	7576.9042912423765	7.274821999131749	0.6478025169164918	1.328938334625961	0.8090751409389472	0.7312950268198307	1.4551660199879182	1.0277229607108516	0.27167449577542563	0.2587544374767999	0.24344909307382748	0.2261219736739472	0.16649105751192772	2.901600036094671E-4	2.901600036094679E-4	-41447.85070471723	0.0	-17444.358636204393
2200000	-58730.10138496154	-17395.351606403932	-41334.749778557605	1.5160610457896024	2024.0784595021555	732.6560233845316	8203.817004879516	7.446292592840751	0.6163117203234902	1.3478289940527866	0.8110533698695238	0.739187749863548	1.461670045604801	1.0239481202858507	0.2684554911819246	0.2659668202349512	0.24276144348717357	0.2228162450959509	0.1629831127498364	2.87502656024177E-4	2.8750265602417755E-4	-41334.749778557605	0.0	-17366.685986695647
2300000	-58579.27166694937	-17400.057290737877	-41179.214376211494	1.5066685690562056	2024.087851978889	727.5955266407228	8067.629496732538	7.438300643818451	0.5920810349984342	1.372719279963015	0.8232151089083133	0.6966701407271968	1.487951301237332	1.0273631341657088	0.28348191487078506	0.2573069598280599	0.2380972185236723	0.22111390677748305	0.16472773270533314	2.823415929439296E-4	2.823415929439309E-4	-41179.214376211494	0.0	-17371.146844122533
2400000	-58539.625159904936	-17415.52908431823	-41124.096075586705	1.5348415925082899	2024.059678955437	734.2225906692522	8373.013601857236	7.438300643818451	0.5945647425506735	1.3846679645876412	0.8110518553913781	0.6826088273948212	1.5143122927902315	1.0127943172852547	0.2806726308161949	0.2625178609115881	0.24274583671319824	0.21406367155901906	0.16547375489543847	2.737648325374899E-4	2.737648325374909E-4	-41124.096075586705	0.0	-17385.58322171446
2500000	-58324.39287727854	-17346.394004017115	-40977.99887326142	1.5219640910566214	2024.0725564568886	723.714263731369	9441.601852615955	7.7346887749972275	0.5814919015081801	1.4041416667519144	0.838423302176493	0.6636400132545203	1.5245391535121329	0.9877639627967598	0.2776655749988713	0.26165776391516077	0.24175029030562928	0.218926370780339	0.1751383119410992	2.853566653924519E-4	2.8535666539245084E-4	-40977.99887326142	0.0	-17316.161039778817
2600000	-58130.13305460862	-17249.462049712776	-40880.67100489584	1.5537110179195994	2024.0408095300256	707.5107424056094	9456.850357503763	7.816966757003727	0.573034023038142	1.4287767317281792	0.8553841858219287	0.6444325067713264	1.5429466417107127	0.9554259109297115	0.2782701107425725	0.26377796975000084	0.24332533312434995	0.21462658638307705	0.17939657054219904	3.0009413364711355E-4	3.0009413364711176E-4	-40880.67100489584	0.0	-17220.258385776713
2700000	-57959.51573777999	-17200.556611912787	-40758.95912586721	1.443690077085949	2024.1508304708593	695.2505052707385	9483.253954698594	7.870563427318528	0.5604949347855853	1.4399438050438584	0.8592417796857781	0.641132102502124	1.5602443253705391	0.9389430526121153	0.27821524810241055	0.2598458340224351	0.2427965065243739	0.21914241135078077	0.17893165124190574	2.945069417116083E-4	2.945069417116074E-4	-40758.95912586721	0.0	-17170.93966961758
2800000	-57884.1621860999	-17152.3431748908	-40731.8190112091	1.4854604608515118	2024.1090600870937	691.5141903033107	9287.896307897607	8.010266342373253	0.5589817253097978	1.4479967550556334	0.8550106296800387	0.6403496327771612	1.5667969690345103	0.9308642881428588	0.2752854698655324	0.2592835330050086	0.2502447419224675	0.2151862552069918	0.18585143967048476	2.851827275967601E-4	2.851827275967592E-4	-40731.8190112091	0.0	-17122.24287877009
2900000	-57784.966037947546	-17086.97821165149	-40697.987826296056	1.4854604608515118	2024.1090600870937	682.7751017524037	8911.179710739867	7.982109460609514	0.5593170829544447	1.4542200610802751	0.8500269341664001	0.6148153334432883	1.5897186028101096	0.9319019855454829	0.27627281002904086	0.25707721479491286	0.24678879937234227	0.21986117580370415	0.20016674057545278	2.8531740852629113E-4	2.853174085262918E-4	-40697.987826296056	0.0	-17057.27791027686
3000000	-57603.01706148307	-17063.31551889823	-40539.701542584844	1.547031671703628	2024.0474888762415	676.3142389331392	9531.579297308406	8.127082926850811	0.545573410609926	1.480672138703445	0.8613659428998847	0.5807550001067026	1.605426743017384	0.9262067646626586	0.27411779540933473	0.26372971567621456	0.250955969979754	0.21119651893469688	0.19300982094343133	2.973277859922245E-4	2.9732778599222406E-4	-40539.701542584844	0.0	-17033.81096081836
3100000	-57433.52027020269	-17023.612912160846	-40409.90735804184	1.5998698588044973	2023.9946506891406	667.2067787403873	9673.583022080096	8.22316603709077	0.5299137365035405	1.4939453328443069	0.8382647819151929	0.5825268259518741	1.625085037051698	0.9302642857333888	0.27553419644120064	0.25595949729566586	0.2511018974230557	0.21740440884007803	0.23220979985167833	3.006836818532792E-4	3.0068368185327886E-4	-40409.90735804184	0.0	-16994.09964389935
3200000	-57356.87619342773	-16967.504242757426	-40389.3719506703	1.4059943472027132	2024.1885262007424	660.7110815092664	10076.453845165057	8.275656490810979	0.5250089031335287	1.5341600434062332	0.8225563927953036	0.5463129604222376	1.660129783949603	0.9118319162930953	0.27544230573446504	0.26555111064611775	0.24226834061480398	0.21673824300461347	0.2062132233280713	3.031973848667809E-4	3.0319738486678217E-4	-40389.3719506703	0.0	-16937.76463982822
3300000	-57183.79784350921	-16914.32391570289	-40269.47392780632	1.3684686362805165	2024.2260519116646	649.7612120185478	9779.728527181866	8.301811995467807	0.5199291523858554	1.543491107715505	0.8137187580591622	0.536949543649963	1.677848245620816	0.9080631925687003	0.2795353383452661	0.2641986562739605	0.24829174239435084	0.20797426298642283	0.20339650206282422	2.986492955417067E-4	2.9864929554170873E-4	-40269.47392780632	0.0	-16884.613394540407
3400000	-57140.456269996415	-16958.30217381668	-40182.15409617974	1.4574260484930694	2024.1370944994521	658.886045857662	10290.552129522577	8.345562761089365	0.5342302992176925	1.5407004909149729	0.8125546064542131	0.5172035689990326	1.7038282763437733	0.8914827580703168	0.26906206148410444	0.2524993741214461	0.24808861325365647	0.23034995114079326	0.20824220763793586	3.001438032687416E-4	3.0014380326874444E-4	-40182.15409617974	0.0	-16928.120760731992
3500000	-57075.10503900198	-16945.88087791862	-40129.22416108336	1.417317602113068	2024.177202945832	648.6786002968487	9556.75334237909	8.33059104206762	0.5428980638948067	1.5622461965995813	0.8041326385912417	0.4699090407107236	1.739694598055679	0.8811194621479692	0.277802035144365	0.25921057885856574	0.24801749236687556	0.21496989363019398	0.23415821594699054	3.1601387827434054E-4	3.160138782743407E-4	-40129.22416108336	0.0	-16917.44271269917
3600000	-57018.767275002305	-16954.38796249291	-40064.379312509394	1.417317602113068	2024.177202945832	659.0457112008776	10381.423574789409	8.380094891136011	0.529232936504312	1.5774117489360044	0.8067990432332582	0.4586059226184651	1.7517321428036925	0.8762182059042694	0.2775487665226261	0.2576166935952776	0.24960742413712922	0.21522711574496736	0.20682481666653604	3.020660207531056E-4	3.0206602075310326E-4	-40064.379312509394	0.0	-16924.237178469317
3700000	-57004.19780054603	-16972.078680422135	-40032.1191201239	1.3836810851863135	2024.210839462759	658.1330255037768	10533.058592550497	8.354960412196755	0.5087190248066852	1.5794542865303423	0.8323373597014061	0.449727436915637	1.7734667552715389	0.8562951367743923	0.2736246347579509	0.26436087457129975	0.24420628010095477	0.21780821056979482	0.266273427267064	2.8292140024577993E-4	2.829214002457819E-4	-40032.1191201239	0.0	-16940.26926847506
3800000	-57007.907629544876	-17003.652056148236	-40004.255573396644	1.3881584959534745	2024.2063620519916	669.6523197731951	11204.105256426436	8.444783629315854	0.5057082807809875	1.6013655926355526	0.8305065104978935	0.4264452956189687	1.8053365874128453	0.8306377330537542	0.275617831991155	0.26004797281660197	0.24708923062019225	0.21724496457205097	0.24054241274078403	2.8775403766598403E-4	2.877540376659823E-4	-40004.255573396644	0.0	-16971.5284652223
3900000	-56946.44148298619	-16991.089625437988	-39955.3518575482	1.4255271447797904	2024.1689934031654	661.8109649863567	10701.39618245654	8.39859940799559	0.494851581621911	1.5937025188520986	0.8433786942723989	0.4092899246543797	1.834155296451769	0.8246219841474448	0.28120188599933954	0.26246315698667544	0.24624357963773638	0.2100913773762489	0.2335497817236745	3.035011707300523E-4	3.035011707300528E-4	-39955.3518575482	0.0	-16960.628843439772
4000000	-56810.29409521862	-16885.756016242387	-39924.53807897623	1.396097664739327	2024.198422883206	641.283311782558	10070.886155338116	8.434491676060151	0.47114554445178786	1.6048312748284697	0.8291414997216922	0.388322353395602	1.8611824548128884	0.8453768727895614	0.2716840300229534	0.25957192282303637	0.2534224438066207	0.2153216033473898	0.18206552707185242	2.8989528180843745E-4	2.8989528180843756E-4	-39924.53807897623	0.0	-16855.147703291863
4100000	-56740.78991412191	-16845.65134110644	-39895.138573015465	1.397539100433279	2024.196981447512	636.857915471259	9298.175571341526	8.398553013072005	0.4513606897636919	1.6318944369755293	0.8128229414954209	0.3822950119837691	1.8707985617693157	0.8508283580122751	0.27560325744610736	0.2619520391598946	0.24897590976159684	0.21346879363240143	0.2170279306725769	3.152492595830231E-4	3.152492595830253E-4	-39895.138573015465	0.0	-16817.488713205035
4200000	-56721.935977581365	-16909.843427898897	-39812.092549682464	1.5262290276685493	2024.0682915202767	646.8013056029891	10148.78366775919	8.388249069080711	0.38733588165779487	1.6381325868724406	0.8248919006128006	0.37687470346435986	1.9060484446271417	0.8667164827654644	0.2777025684960636	0.2551431242135306	0.24715707661417546	0.21999723067623062	0.22182795699869354	2.97348112034347E-4	2.9734811203434574E-4	-39812.092549682464	0.0	-16879.600135091183
4300000	-56602.583342762104	-16815.168730435267	-39787.41461232684	1.3904140081288965	2024.2041065398164	636.439280477618	11251.707840779542	8.650672521043514	0.3716985712354924	1.6478606481976232	0.827098462212435	0.36667307094765783	1.924215879231952	0.8624533681748418	0.27935967817203705	0.2585825277133382	0.25074383708965464	0.21131395702497047	0.27236970295444624	2.914213831038312E-4	2.914213831038308E-4	-39787.41461232684	0.0	-16783.197299034597
4400000	-56569.33907439708	-16780.771785587258	-39788.56728880983	1.3549889650556	2024.2395315828896	633.5879733595502	10897.842637097108	8.702104127009065	0.35557458804233577	1.6543249626806165	0.8299315095382548	0.35465853759124316	1.9379658870323475	0.8675445151152047	0.2695399291267673	0.274069085269723	0.24660601032705112	0.20978497527645892	0.2378813810352202	3.186604157975685E-4	3.1866041579756886E-4	-39788.56728880983	0.0	-16750.99979418128
4500000	-56566.955914112536	-16794.75419672798	-39772.20171738455	1.3476361489115694	2024.2468843990337	635.502022224586	10852.660241358944	8.68162410462161	0.3430937859008755	1.6458057108000632	0.836070200944506	0.3384153413078233	1.966105769282658	0.8705091917640762	0.2747957527477379	0.2629994942636846	0.25176954146298886	0.21043521152558903	0.20813752347323256	3.132625892292528E-4	3.132625892292522E-4	-39772.20171738455	0.0	-16764.781536319864
4600000	-56555.926728886276	-16874.124830569912	-39681.801898316364	1.4208608374877478	2024.1736597104575	647.3737046257719	11811.826908824163	8.7269061659001	0.3321347330540258	1.648227649802874	0.8276565266329126	0.29688159488436366	2.019877215318978	0.8752222803068481	0.2686852117952979	0.2595437990806599	0.2578743207808998	0.21389666834314278	0.21251279196700823	2.998168731275846E-4	2.99816873127584E-4	-39681.801898316364	0.0	-16842.25009028576
4700000	-56528.796840427036	-16859.619310825856	-39669.17752960118	1.3055192677818173	2024.2890012801633	643.3363345222414	12027.524221268837	8.785879676689971	0.3191705981058202	1.6584266437636896	0.8205680987631532	0.2864312031076736	2.0467890976099854	0.86861435864968	0.2734328583695076	0.2632664690805774	0.24724670810814875	0.21605396444176664	0.2419507092075935	3.0970854092908474E-4	3.097085409290849E-4	-39669.17752960118	0.0	-16828.08677003814
4800000	-56512.46700277867	-16858.519136831535	-39653.947865947135	1.3502871632555578	2024.2442333846896	643.2924413556888	12114.430873045752	8.813106770629455	0.32816743436668533	1.6669917963948546	0.8212470350524401	0.260778092604044	2.05442573068293	0.8683899108990482	0.2722380471390516	0.2703420792023753	0.24786488966948084	0.2095549839890927	0.27332981256910877	2.943452469471367E-4	2.94345246947135E-4	-39653.947865947135	0.0	-16825.816758849243
4900000	-56343.39697652131	-16782.455776768587	-39560.94119975273	1.3068044392004394	2024.2877161087447	634.1241340023653	12997.31539540067	9.017769782771877	0.33343267583368724	1.6787310188496716	0.8253817923625906	0.21855005319238968	2.071883862904269	0.8720205968573942	0.2708445309596626	0.26892863244569803	0.24660065893169728	0.2136261776629425	0.2170105345701213	3.0658554425795485E-4	3.0658554425795317E-4	-39560.94119975273	0.0	-16749.729397515996
5000000	-56321.95429578495	-16824.734746169543	-39497.21954961541	1.3568612308231136	2024.237659317122	642.4934207611661	14450.902194878368	9.097131855159727	0.365503188393401	1.7157034331935053	0.8190723718064704	0.15690182067740568	2.088337868363191	0.8544813175660286	0.26805985269464866	0.26588976865877134	0.254928044001608	0.21112233464497232	0.2411313769874117	3.0791863821828217E-4	3.0791863821828173E-4	-39497.21954961541	0.0	-16790.483440097763
5100000	-56293.075719293556	-16753.759612657985	-39539.316106635575	1.3132903573837438	2024.2812301905615	631.4441105374611	13802.198679175954	9.150135874753436	0.36869750054647976	1.7241514692269975	0.8000908803672594	0.14825408044291627	2.1061315246309777	0.8526745447853714	0.27853255293709567	0.25311133729708024	0.2550856796558972	0.21327043010992727	0.2533921375567783	3.1593594906746084E-4	3.1593594906745965E-4	-39539.316106635575	0.0	-16720.65765608494
5200000	-56275.9909242856	-16821.28316614325	-39454.70775814235	1.278386958741133	2024.3161335892041	642.71431288076	14896.79280056261	9.169142545162964	0.35129861846810306	1.732007488392276	0.8199117018858312	0.13722393201914262	2.1208731295122245	0.8386851297224248	0.2724382138360119	0.259642533176564	0.2505506459614585	0.21736860702596597	0.2730609671351053	2.9315420869803813E-4	2.931542086980391E-4	-39454.70775814235	0.0	-16785.50430737127
5300000	-56096.805712428744	-16682.952198145184	-39413.85351428356	1.278386958741133	2024.3161335892041	618.4523910848862	14381.991566195466	9.2642302376414	0.33507694582304487	1.775323653064453	0.7867461933783464	0.10107668204618042	2.1433891090655606	0.8583874166224168	0.27474772551498605	0.26545374285725776	0.24829124502394337	0.2115072866038132	0.2070680847295863	3.0938107533701447E-4	3.093810753370163E-4	-39413.85351428356	0.0	-16648.931495131357
5400000	-55982.19545648448	-16619.127605299884	-39363.0678511846	1.2867794251156752	2024.3077411228296	614.2992592315447	14778.276580788632	9.436623874852637	0.33067243886046527	1.765576444283374	0.7864613711292304	0.07528079912606168	2.1839712316202076	0.8580377149806628	0.2723797801969599	0.26483307420256735	0.25147289761784364	0.21131424798262954	0.29532508332913804	3.1064123306462414E-4	3.1064123306462425E-4	-39363.0678511846	0.0	-16584.582122548778
5500000	-55923.94804333674	-16587.02376775089	-39336.92427558585	1.2308309368918378	2024.3636896110534	607.4076241714257	14838.621412391558	9.51221407132764	0.3264226367976051	1.769555316881543	0.776408918139681	0.05743968718786253	2.2081766864276346	0.8619967545656761	0.2839766021932028	0.2609101734040813	0.2470543105406876	0.20805891386202874	0.20303205310079672	3.1485337408205876E-4	3.1485337408205995E-4	-39336.92427558585	0.0	-16552.847667019898
5600000	-55801.02634209271	-16503.935179539632	-39297.09116255308	1.288408472006946	2024.3061120759382	595.4295779374964	15100.623081377413	9.689557036409045	0.32942516917757775	1.7961220990251723	0.7608076044242723	0.048558308303106076	2.2474322564734397	0.8176545625964341	0.27555565566943335	0.26447386675963347	0.25309483758495455	0.20687563998597905	0.23099846896611975	3.1412051655134226E-4	3.141205165513439E-4	-39297.09116255308	0.0	-16469.379176263697
5700000	-55831.51128989126	-16483.128277032094	-39348.383012859165	1.2176598258973073	2024.376860722048	589.9826928630924	14731.864962266962	9.615156694758568	0.3010781924024355	1.8259116004674472	0.7692847983493432	0.051495720625508994	2.246902201249466	0.8053274869058011	0.27320594140876586	0.2617815163689056	0.25198661957611274	0.2130259226462162	0.21468322561101819	3.310624364872564E-4	3.3106243648725847E-4	-39348.383012859165	0.0	-16449.902261613308
5800000	-55787.32847200557	-16508.5293009376	-39278.79917106796	1.2273355846659224	2024.3671849632792	597.3371318428108	13645.551036519977	9.46436681661155	0.2865173828033985	1.8308546089106075	0.7643989404978777	0.06692043835299165	2.257317955975797	0.7939906734593292	0.27484456583886935	0.26344154261042246	0.2510293019880095	0.21068458956269923	0.23988518499877676	3.261769030326914E-4	3.261769030326913E-4	-39278.79917106796	0.0	-16476.17483988356
5900000	-55784.37166671641	-16525.198681630118	-39259.1729850863	1.3207621990920067	2024.273758348853	596.670268511903	14181.501608242997	9.509789861336786	0.29843884752908134	1.8095239990857	0.7707185724370319	0.05562507715156414	2.2987988884278527	0.7668946153687713	0.2838758553394707	0.26334400191254664	0.24605492270129786	0.20672522004668528	0.24031414069151133	3.115402006088835E-4	3.1154020060888607E-4	-39259.1729850863	0.0	-16491.45470463581
6000000	-55721.58286959236	-16498.378501095758	-39223.204368496605	1.2354746720334104	2024.3590458759118	590.0520484854296	13696.536689831166	9.53380672433288	0.28564001939962097	1.8434437075217192	0.764197397161623	0.03888003326648023	2.328062046421075	0.7397767962294824	0.28332060178090246	0.261132434312925	0.24929902097403475	0.2062479429321383	0.2605355678409381	3.3278497633140453E-4	3.3278497633140367E-4	-39223.204368496605	0.0	-16466.251690771882
6100000	-55544.9708298879	-16352.23735601139	-39192.733473876506	1.290830563723173	2024.303689984222	568.9681406368907	12437.819234407416	9.58375199593419	0.2854639643443387	1.860217157345803	0.7633778200089856	0.0448561111575216	2.324852636125652	0.7212323110176999	0.27588528156948766	0.2654538270735163	0.25694984492634687	0.2017110464306496	0.26265594087740674	3.273092816735542E-4	3.2730928167355207E-4	-39192.733473876506	0.0	-16321.193954111235
6200000	-55525.86877574354	-16309.55889908152	-39216.30987666202	1.2761276229608345	2024.3183929249844	567.9046460322317	12590.501290770067	9.545697153759525	0.2891172660194922	1.8560859630542754	0.7533382061535079	0.03583855355419234	2.3446013970526085	0.7210186141659247	0.2665849287405641	0.27277490152395134	0.25022283134215034	0.2104173383933346	0.25008788342268623	3.4042724496022623E-4	3.404272449602242E-4	-39216.30987666202	0.0	-16278.98475217888
