# BEAST v10.5.0-beta5 Prerelease #fb0d1ded5
# Generated Sat Oct 25 12:50:15 CEST 2025 [seed=1761389413498]
# -overwrite Alignment_101025_skg.xml
# keywords: skygrid
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50	skygrid.logPopSize51	skygrid.logPopSize52	skygrid.cutOff	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	skygrid
0	-210945.52478649802	-117491.02948414347	-93454.49530235455	167.88371478349728	1857.710805764448	1790.1012448303445	0.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	4.0954E-4	4.0953999999999866E-4	-93454.49530235455	0.0	-117491.1355104226
100000	-86607.73623007853	-20587.656248346077	-66020.07998173246	188.87523382131266	1836.7192867266326	3072.267521735009	3.263411304144057	10.122319540318449	10.126912316431731	10.82005039900772	10.725651209656519	9.98008507178065	10.478969944087789	9.984945614374793	10.806224563128158	11.360612708326089	11.69155024832716	11.991080028268362	12.294662891322695	11.52638152815074	11.77929765593144	11.409305704475868	10.822715226434488	10.880447021584542	10.941899176976166	11.160272430039145	11.68863425247499	10.9420367165116	10.32960764254668	10.471596652292277	9.521441393781938	9.609566508971822	10.21932589247439	9.505441461231626	9.236798808208565	8.692553323810786	8.443870333009656	8.591125782633132	8.490837683573751	8.077722735883095	7.819036834425393	8.535358927408158	7.431130053438315	7.135880588057669	7.502769417765149	7.293787967719799	7.040502764945484	6.1825771681958415	6.825543234149183	6.328321639207273	6.515237488926518	5.879441231817731	5.641403607413579	5.769569710069856	5.7266108179045885	6.4654599062811435	5.799051362292363	6.121739947570745	4.665673568380515	1.0	1.0045206711898764	1.0181807345742	0.9804084781434671	0.9833852674800373	1.0284253100990342	0.9850795385133853	0.26501298592528827	0.257375637361102	0.2333877552553529	0.24422362145825668	0.1473184034723703	7.725783595435447E-4	7.725783595435426E-4	-66020.07998173246	0.0	-20544.579625691633
200000	-80890.55295834661	-20010.186181228088	-60880.36677711853	178.7684547832083	1846.826065764737	3040.8638113886714	8.30829353607357	11.118925719533799	11.594022648120566	11.706489545503167	11.75805164368637	12.093180839805179	12.114656036875465	12.188858318112732	11.722831054856073	12.194445304637638	11.82800519274199	11.932941833312203	12.132288498597779	12.268491181062478	12.053690118151133	12.004619904735636	12.214940192011586	11.846972035158322	12.099076563101537	12.03993004733772	11.980204687920544	12.145335750989199	11.63396553502073	11.652344782162995	11.725108886467222	10.974886327839645	10.833522146235413	10.359583685231316	9.833023341716656	9.822075649950387	10.058718737085783	9.881718935174208	9.612710434789628	9.518169768732157	8.558514017381313	8.469383560925198	8.083647188641487	7.7107294525316386	8.039875886037166	7.642296387294598	7.55981830163073	7.387158484991369	7.497313663909373	7.201495806487854	6.505614923334823	6.368562715034131	6.341784464868501	6.323587933088183	6.961597606574424	6.466109091152381	5.597266578128149	5.827598265839563	4.592851159798321	1.0	1.0188983872970723	1.0383124395716234	0.9688834405274495	0.9554418625906091	1.0432370692281978	0.9752268007850483	0.25934443821507847	0.2682943657716931	0.22965935078650487	0.24270184522672353	0.120606844815381	2.451298192429792E-4	2.451298192429798E-4	-60880.36677711853	0.0	-19998.34096904005
300000	-76930.88308959457	-19768.592868139433	-57162.290221455136	164.90300766084923	1860.691512887096	2933.0040977161757	6.303016869620346	10.779202395002997	10.778010188177534	11.082780843690577	10.986564114092479	10.639074304730173	11.33959744735877	11.104094708000172	11.159523842401684	11.432237110428067	11.540535187071782	11.830917841549777	11.835126632226068	12.135116061561154	11.680679044742083	11.057451325272025	11.097524391558961	10.706987477174472	10.63150637796049	10.93646895140508	11.488793219000108	11.178367835726451	11.106473978072689	11.235275258357348	10.729836968401179	9.74177787269902	9.90876535938806	10.525547278541945	10.418562717652314	10.067914738997716	10.27984642727315	10.214419036258215	9.75159389880187	9.193824173632754	8.73711610694244	8.747499987289457	8.705032724844177	8.208509854712862	7.4936498160330505	7.662174787518718	7.640527646033083	7.728451278505625	7.344609751723142	7.077760337816744	6.690825400593905	6.6562042515131115	6.517161137123621	7.068125474789864	6.755362317863239	6.518794834607171	5.810429453112508	5.766805317502808	4.465273235188018	1.0	1.0138138026075123	1.0476321852365846	0.938707205192172	0.928025527469032	1.0685231439433263	1.003298135551373	0.26241102808603983	0.2670365093434095	0.23763634280227486	0.23291611976827567	0.08492328135813694	1.6971723065385862E-4	1.697172306538591E-4	-57162.290221455136	0.0	-19747.751879506155
400000	-73980.77844281933	-19572.126595732458	-54408.65184708687	154.67324666849055	1870.9212738794547	2829.3761763285715	2.310237906060391	10.690546778408773	11.367675077423192	12.353327812064142	11.452022366588357	11.779527665348924	12.044495554107524	11.22952200463714	9.948382256641644	10.029594691465649	10.509427429309579	10.176940429807516	10.744866844828568	11.250635794135324	10.709861229218216	10.743430180514292	10.418463313527472	10.601971739870228	10.15710964112387	10.809830443537507	11.724984751183468	11.449337673153872	10.746469113705562	10.818123311456247	10.99607218399022	11.429125387600696	11.377982209290158	10.23691972814957	9.775859684118968	8.966303603013271	8.915498292960626	9.521913381404339	8.718944648930528	8.523969222685183	9.550941161789211	9.887951754161232	8.910678983669655	8.226683331813543	7.700568058840398	7.608875172027849	7.76218674584719	7.764740618075763	7.451525321882349	7.556124185127879	7.381822154048741	6.820030783179944	7.010898637333001	6.737513139368414	6.929772229186588	6.720735343306781	5.602192637241324	5.486854799964747	4.384336218682707	1.0	0.9773124789116142	1.0730970766532453	0.9206190998894943	0.9110750509699309	1.1402331966867962	0.9776630968889195	0.26181021717347563	0.25637395222192827	0.2417238099620157	0.24009202064258023	0.09117337282018642	1.583927507161611E-4	1.5839275071616134E-4	-54408.65184708687	0.0	-19550.57533450791
500000	-71955.46448359554	-19678.009863107967	-52277.45462048757	143.15823951263718	1882.436281035308	2701.7949921570826	3.4119890842972382	13.790382471422777	12.707610324656219	13.414699419037428	13.50029466337773	13.210559548911464	13.43442893270495	13.491905613748626	13.871853558135154	13.630462172928771	12.06963459737307	12.497791397636714	12.469425200139955	12.937098409286172	12.819656460034695	12.737703744570744	12.852801533637658	12.61851482481278	11.743775938619711	12.255064498552626	12.303911042912546	12.234444856981485	11.384379243637612	10.916284395791255	10.391104944691433	9.035286482238496	9.851613419573354	10.149340963162699	9.99868069087966	9.732482233914963	8.923677691169265	8.779645330547602	9.108517115210715	9.130825545242203	8.869483471249826	7.800015644586248	8.123885881632237	7.929240760481512	8.003286372761442	8.410069257260112	7.786194632056669	7.662522696891924	7.360578590837536	7.0896676424000145	7.067652047198482	6.706109967988342	6.295602478661469	6.843377423096429	6.776742458698495	6.27237956955765	5.435482396551606	5.446741751774386	4.362819014406621	1.0	0.9428243804491523	1.115149199702049	0.8802318938221061	0.8946930616139022	1.1847874526571822	0.9823140117556084	0.259332966865838	0.2701889796356924	0.23650930315337818	0.23396875034509132	0.0763304927593674	1.4266511596635584E-4	1.4266511596635549E-4	-52277.45462048757	0.0	-19653.600047204745
600000	-70101.81336724975	-19514.92908451877	-50586.88428273098	139.61428832982853	1885.9802322181167	2586.9913466890434	2.085056031134085	17.50825309478669	16.870348737033698	17.58644031679262	19.115292296020712	18.33056959020199	18.55198696089294	19.014496465858215	18.76851566619325	17.98852973583135	17.513975453300922	16.62707206312301	16.765633661206174	15.197015003935196	15.819815878279048	15.846594247431856	16.007612852824135	15.881220527494293	14.813088536937354	14.782552129751046	13.698549043521762	12.696345065939008	12.870501900106163	10.854168047921831	10.199099103422801	9.639497392863278	9.633068721516524	9.572004199307413	8.567284555148277	8.608696987957961	8.116113412204665	8.647770916758661	8.871378480208737	8.184991142797715	8.016460769669106	7.944985043753691	7.792996353169498	8.076930060509865	7.877721314931022	8.416759150631833	7.855581148961886	8.015643068992325	7.243317481719508	7.224582450113643	7.255230847509287	6.8746167518534875	6.082640783942666	6.866508854696678	6.648907056366886	6.838813501647503	5.423927533350917	5.4527518921681875	4.180874015720229	1.0	0.9243706498874987	1.130302594159053	0.894785289506233	0.8732943695081264	1.1945536918032258	0.9826934051358632	0.26060646612578087	0.26615626673915055	0.24439667116220068	0.22884059597286785	0.08054317372364664	1.3497058833429674E-4	1.349705883342968E-4	-50586.88428273098	0.0	-19489.727021034167
700000	-68349.15981566234	-19208.394674567007	-49140.765141095326	129.05843982392952	1896.5360807240156	2524.210958857162	3.0727035885328853	12.075276788206107	11.603522811776108	11.59917363931682	11.898712480940942	10.850286275426612	10.135221362899628	10.192639980516486	10.770358873025518	11.411349850226038	11.185901353907665	11.434974269198953	11.94696150112851	12.369010061711949	12.192816399461384	11.400284297992057	11.479926732632947	11.476415691951171	10.886436436193263	11.016019879460536	10.565952036056396	10.790875809828714	10.805054519455881	10.566974162535782	10.57908311238123	10.579147144190607	10.933716695513558	9.928042897818958	8.933475585353674	9.460257719779285	8.938611881235078	9.00271551490217	8.707113228320976	8.135670418489394	8.223992582210702	8.65395433451716	8.449146989884635	8.448816827655854	8.001835827907685	7.943021950441306	8.177743860008931	7.842248410264064	7.148497748833325	7.359663578358195	6.948994698104464	6.918346812996864	6.533828808632414	7.131316092648149	6.484434844058635	6.694648812962671	5.472018166431288	5.135217439460868	4.100806577221124	1.0	0.9161262622202907	1.1285320713935492	0.8955158653029118	0.8723492042153179	1.2219617086164225	0.9655148882515084	0.2707966061013046	0.260459056679175	0.23881233219433787	0.2299320050251824	0.07932988260296742	1.2576295442577847E-4	1.25762954425779E-4	-49140.765141095326	0.0	-19181.230661468635
800000	-66902.66746595249	-18928.97524328535	-47973.69222266713	121.64925440323705	1903.945266144708	2466.0098763283163	2.864690607510319	8.78921609864219	8.611885688549398	7.791012052576961	8.11626025840643	8.865515910427826	8.802498300562304	9.14781976755855	10.629566482286023	10.517203815580912	10.186927876390909	9.57025594674667	9.607034221412897	11.266320782390862	12.002341816095473	12.099976484599075	11.533404901863138	11.465610025081553	11.16334770489254	10.24852232544749	10.626869121361205	10.527431992797672	9.880951544913886	9.94100314191988	9.748024257304742	8.962299861587354	9.16945141794516	8.948346371339236	8.404874085747888	8.811903824702085	8.585423238384296	8.966341316335175	8.697188561214455	8.785150707150894	9.180397983319468	9.593055505242278	9.125426709852155	8.973957735978145	8.449021501587117	8.177775404150278	7.726323396471534	7.4964083791328955	7.408611354638944	7.768990009242161	7.042462125442	6.689674289471442	6.753468221976841	7.271384583959717	6.5674470165193695	6.4244927348300855	5.247845522701285	5.331947803746904	3.9433735170974695	1.0	0.8953621557174485	1.154042683687078	0.8527152949314284	0.8357647590338287	1.2734336630879508	0.9886814435422662	0.2672443497752139	0.26371727551273483	0.24299942729355054	0.22603894741850072	0.06755845939075779	1.2243688237952962E-4	1.2243688237953008E-4	-47973.69222266713	0.0	-18901.322925401313
900000	-65851.44692142706	-18799.57399304561	-47051.87292838146	113.26824383040808	1912.3262767175372	2437.4694732057974	1.7666115985730426	10.299596779980245	9.480437688154023	8.988278057533355	8.510515732925457	8.7034242967665	9.270334686065347	8.621971509618731	8.49686015887498	7.6379571117807	7.608920072094177	7.2076212500571755	7.358431932566099	6.980022398391183	8.381839855238223	9.007580332539256	9.525404103318621	9.67835292612207	9.936061133797393	9.489866113436847	9.739518033581712	10.698001590888651	9.799732295195206	9.78263513942337	8.639236372673132	8.462948338108347	9.494426362525942	9.67421089119227	8.262950937935852	8.922455101103544	8.53724391807426	8.620170664712443	8.224102494263324	9.348057966598423	9.590958632609786	8.518318864662145	8.739933207374653	8.710270323815227	8.220291800919908	8.039484768286519	8.16555077660328	8.502259384210875	7.358875835706158	7.5264252854658915	7.844329532649624	7.378965828114875	6.502692803231276	7.270904504112354	6.657485166306251	6.037427827458074	5.566015188909345	5.345278256786349	3.947862200894423	1.0	0.8672530513325314	1.1972836874105963	0.8604019610350746	0.809981455329193	1.2838450811297522	0.9812347637628536	0.26625890956036474	0.2589637705061994	0.2522196827443441	0.22255763718909174	0.044448280156500736	1.144979374544956E-4	1.1449793745449555E-4	-47051.87292838146	0.0	-18771.035127194657
