,REU.1.1_1,REU.1.2_1,REU.1.3_1,REU.1.4_1,REU.1.5_1,REU.1.6_1,REU.2.1_1,REU.2.2_1,REU.2.3_1,REU.2.4_1,REU.2.5_1,REU.3.1_1,REU.3.2_1,REU.3.3_1,REU.3.4_1,REU.3.5_1,REU.4.1_1,REU.4.2_1,REU.4.3_1,REU.4.4_1,REU.4.5_1,REU.4.6_1,REU.4.7_1,REU.4.8_1
REU.2.5_1,9.47357319157559,23.7302548985133,5.70933548841059,17.4608169466736,31.4490797633521,15.650818204869,28.1240261498874,32.1970482106685,15.1222898698951,7.40832475631818,0,44.9492124192999,44.2029731120754,38.5076662244854,42.7199389655634,36.0770616467101,28.2200199277609,37.9193147367178,37.9994970615356,47.0057444764838,48.6197119588489,42.7299266283415,50.4770146462586,45.3373131691718
REU.3.1_1,43.8110094809019,30.2014326368097,45.4500812728185,42.8664749722357,47.095501591077,29.3545728862731,34.4002498072527,35.8021517474024,41.4670513127157,42.044449628632,44.9492124192999,0,3.50104058317678,18.3202232783262,10.0779294058763,26.3509332868914,16.9274753303518,11.7983929428407,16.6660024297379,22.8336222013242,29.9724075401189,6.27184087556318,41.6837603829492,13.7660690609335
REU.3.2_1,43.8085219136183,31.2754307946227,45.1400789006684,43.5089245313833,48.6987073439471,28.5529906647225,31.6657345868894,32.8250689926316,39.6092814465193,40.775705523925,44.2029731120754,3.50104058317678,0,15.018669381036,6.59444694934847,23.1453821584407,16.8288783876857,13.999850229704,19.1357473979709,26.0749850816204,33.1453772268411,9.25842195976605,44.6502465675048,17.0687696985563
REU.3.3_1,41.3506014269679,34.5519639474271,41.2637067616765,43.8285836132636,52.8146236931448,24.3757703451709,18.1417199938667,18.379993502051,29.3885658649155,33.0526174784109,38.5076662244854,18.3202232783262,15.018669381036,0,8.78805173758911,8.22258401034209,18.9547145460315,24.2372801833572,29.2257904407103,38.538414204011,45.0026978132402,22.3986773006458,55.1115315629164,30.2667286919564
REU.3.4_1,43.747016143342,33.4714082483647,44.4749855018701,44.6539966018056,51.5328600818467,27.3685830404319,26.4169967027906,27.0666118381484,36.0248735101514,38.3377030263348,42.7199389655634,10.0779294058763,6.59444694934847,8.78805173758911,0,17.0106292485519,17.7771449238845,18.7708483709065,24.0261431299301,32.0559425149679,38.9567517581831,15.2437848539035,50.01389614451,23.2336141967569
REU.3.5_1,40.7156392954276,37.4368637014187,39.7970708547185,44.6230648521974,55.2531967957062,24.2582527067924,11.1253257825545,10.4030515799361,24.4290140361315,29.6396016325735,36.0770616467101,26.3509332868914,23.1453821584407,8.22258401034209,17.0106292485519,0,23.2188464732533,30.7703698295189,35.390434761546,45.3053978220552,51.3730722943068,29.8875171390171,60.6410022415326,37.5173673827256
REU.4.1_1,26.9979269087117,15.8924638023666,28.5229133758546,26.9800333761056,34.1510510784893,12.9132207581654,25.6115415458536,28.7302830660516,27.3937080374554,26.1827998851926,28.2200199277609,16.9274753303518,16.8288783876857,18.9547145460315,17.7771449238845,23.2188464732533,0,10.9798022113359,13.7457181825214,24.3212097230662,29.2823612633749,14.6656800234569,37.5544057580417,19.037411877648
REU.4.2_1,34.8034235808509,19.316815122719,37.1779191245285,32.482840501094,35.4226276546863,23.4171705059981,35.5481237172399,38.1580691593466,38.3715556476973,36.7931368940211,37.9193147367178,11.7983929428407,13.999850229704,24.2372801833572,18.7708483709065,30.7703698295189,10.9798022113359,0,5.25709917692004,14.547258156294,20.7676385427977,6.17123622127897,31.2805195554805,8.05923523718613
REU.4.3_1,33.6219370097132,16.887589296233,36.4727807878966,30.1613803652336,31.3381559793094,24.7238983000594,39.246635853727,42.1542537183333,40.4523626914588,37.8975525512286,37.9994970615356,16.6660024297379,19.1357473979709,29.2257904407103,24.0261431299301,35.390434761546,13.7457181825214,5.25709917692004,0,10.5768250082104,15.9886927248726,10.5533969307008,26.0612922817067,7.78397465724982
REU.4.4_1,41.3294025867683,23.961179046826,44.6828913548203,36.3157132418598,33.3404813837781,34.8491548549801,49.7599176075896,52.5631361741153,50.7919853970621,47.7310945743884,47.0057444764838,22.8336222013242,26.0749850816204,38.538414204011,32.0559425149679,45.3053978220552,24.3212097230662,14.547258156294,10.5768250082104,0,7.234507017879,16.8614370777886,19.5336339884422,9.09181346591589
REU.4.5_1,41.8024808712623,24.901669783139,45.5258617545242,35.6989623546304,29.9846870177007,38.2189992222715,54.8872874084977,57.9719709166944,54.3386307087475,50.3872207458832,48.6197119588489,29.9724075401189,33.1453772268411,45.0026978132402,38.9567517581831,51.3730722943068,29.2823612633749,20.7676385427977,15.9886927248726,7.234507017879,0,23.8916429994851,12.4715094415603,16.2922425281428
REU.4.6_1,40.3792825556477,25.4164985932601,42.4882139583415,38.4937348188324,41.5287405183839,27.5786474044732,36.4502733939282,38.4735825998592,41.4071161335527,40.8160770372254,42.7299266283415,6.27184087556318,9.25842195976605,22.3986773006458,15.2437848539035,29.8875171390171,14.6656800234569,6.17123622127897,10.5533969307008,16.8614370777886,23.8916429994851,0,35.4480612332807,8.00079366278697
REU.4.7_1,42.1371885373008,27.8684232690959,46.250073994541,34.6642974147894,24.5016674332269,43.5200338683165,62.4193154839798,65.9346232720411,59.1990104543246,53.9054704087127,50.4770146462586,41.6837603829492,44.6502465675048,55.1115315629164,50.01389614451,60.6410022415326,37.5544057580417,31.2805195554805,26.0612922817067,19.5336339884422,12.4715094415603,35.4480612332807,0,28.3392807071407
REU.4.8_1,41.3463886326617,24.6625460484158,44.094793080106,37.9190848909664,38.1908346771638,31.2990637234403,43.2255234198591,45.6000398172982,46.4248070016253,44.6545883067664,45.3373131691718,13.7660690609335,17.0687696985563,30.2667286919564,23.2336141967569,37.5173673827256,19.037411877648,8.05923523718613,7.78397465724982,9.09181346591589,16.2922425281428,8.00079366278697,28.3392807071407,0
