node1,node2,startLoc,endLoc,length,endNodeL,startNodeL,startYear,endYear,tipLabel,endLon,endLat
3115,3116,REU.3.5_1,REU.3.5_1,0.00656840746289356,0.00656840746289356,0,2024.58611037912,2024.59267878659,NA,NA,NA
3116,3118,REU.3.5_1,REU.3.5_1,0.000256901770723905,0.00682530923361746,0.00656840746289356,2024.59267878659,2024.59293568836,NA,NA,NA
3116,3117,REU.3.5_1,REU.3.5_1,0.0247903866551359,0.0313587941180294,0.00656840746289356,2024.59267878659,2024.61746917324,NA,NA,NA
3118,1,REU.3.5_1,REU.3.5_1,0.024550650441292,0.0313759596749095,0.00682530923361746,2024.59293568836,2024.6174863388,CHIKV_RUN_S06b01_2024,55.222994,-21.03531
3115,3119,REU.3.5_1,REU.3.5_1,0.0544063195139066,0.0544063195139066,0,2024.58611037912,2024.64051669864,NA,NA,NA
3119,3120,REU.3.5_1,REU.3.5_1,0.00339527721058286,0.0578015967244895,0.0544063195139066,2024.64051669864,2024.64391197585,NA,NA,NA
3120,2,REU.3.5_1,REU.3.5_1,0.00909348863351489,0.0668950853580044,0.0578015967244895,2024.64391197585,2024.65300546448,CHIKV_RUN_S2b92_2024,55.222994,-21.03531
3117,2588,REU.3.5_1,REU.3.5_1,0.0546619743000855,0.0860207684181149,0.0313587941180294,2024.61746917324,2024.67213114754,CHIKV_RUN_S2b93_2024,55.223179,-21.035738
3120,3121,REU.3.5_1,REU.3.5_1,0.0392440505641488,0.0970456472886383,0.0578015967244895,2024.64391197585,2024.68315602641,NA,NA,NA
3118,3114,REU.3.5_1,REU.3.5_1,0.10378562311886,0.110610932352478,0.00682530923361746,2024.59293568836,2024.69672131148,CHIKV_RUN_S3b83_2024,55.222489,-21.036097
3121,3219,REU.3.5_1,REU.3.5_1,0.0143866298165963,0.111432277105235,0.0970456472886383,2024.68315602641,2024.69754265623,NA,NA,NA
3219,4299,REU.3.5_1,REU.3.5_1,0.00416577200307033,0.115598049108305,0.111432277105235,2024.69754265623,2024.70170842823,NA,NA,NA
4299,4300,REU.3.5_1,REU.3.5_1,0.00150445201907157,0.117102501127377,0.115598049108305,2024.70170842823,2024.70321288025,NA,NA,NA
3117,1769,REU.3.5_1,REU.3.4_1,0.0901810999831804,0.12153989410121,0.0313587941180294,2024.61746917324,2024.70765027322,CHIKV_RUN_S3b82_2024,55.288681,-21.171711
3219,3220,REU.3.5_1,REU.3.1_1,0.0111044375049208,0.122536714610155,0.111432277105235,2024.69754265623,2024.70864709373,NA,NA,NA
3220,3437,REU.3.1_1,REU.3.1_1,0.0112559790082825,0.133792693618438,0.122536714610155,2024.70864709373,2024.71990307274,NA,NA,NA
4300,4301,REU.3.5_1,REU.4.3_1,0.0301117531877798,0.147214254315156,0.117102501127377,2024.70321288025,2024.73332463344,NA,NA,NA
3437,3438,REU.3.1_1,REU.3.1_1,0.0136422739726596,0.147434967591098,0.133792693618438,2024.71990307274,2024.73354534671,NA,NA,NA
4299,2399,REU.3.5_1,REU.3.5_1,0.0332642493643939,0.148862298472699,0.115598049108305,2024.70170842823,2024.7349726776,CHIKV_RUN_S12b41_2024,55.224204,-21.078267
3119,6007,REU.3.5_1,REU.3.1_1,0.106245306099995,0.160651625613902,0.0544063195139066,2024.64051669864,2024.74676200474,NA,NA,NA
3438,3647,REU.3.1_1,REU.3.1_1,0.0182677575303849,0.165702725121482,0.147434967591098,2024.73354534671,2024.75181310424,NA,NA,NA
4301,4302,REU.4.3_1,REU.4.3_1,0.0241034228427789,0.171317677157935,0.147214254315156,2024.73332463344,2024.75742805628,NA,NA,NA
4302,4303,REU.4.3_1,REU.4.3_1,0.0198387442929842,0.191156421450919,0.171317677157935,2024.75742805628,2024.77726680057,NA,NA,NA
6007,6008,REU.3.1_1,REU.3.1_1,0.0322292167820275,0.192880842395929,0.160651625613902,2024.74676200474,2024.77899122152,NA,NA,NA
4300,5781,REU.3.5_1,REU.3.5_1,0.0810293996596285,0.198131900787005,0.117102501127377,2024.70321288025,2024.78424227991,NA,NA,NA
6008,6009,REU.3.1_1,REU.3.1_1,0.00629535594926844,0.199176198345198,0.192880842395929,2024.77899122152,2024.78528657747,NA,NA,NA
4302,4647,REU.4.3_1,REU.4.3_1,0.0278900655830112,0.199207742740946,0.171317677157935,2024.75742805628,2024.78531812186,NA,NA,NA
4647,4648,REU.4.3_1,REU.4.3_1,0.0115742932953611,0.210782036036308,0.199207742740946,2024.78531812186,2024.79689241516,NA,NA,NA
3438,3439,REU.3.1_1,REU.3.1_1,0.0640123339942639,0.211447301585361,0.147434967591098,2024.73354534671,2024.79755768071,NA,NA,NA
4647,4933,REU.4.3_1,REU.4.3_1,0.0145402738513039,0.21374801659225,0.199207742740946,2024.78531812186,2024.79985839572,NA,NA,NA
3220,3221,REU.3.1_1,REU.3.1_1,0.0969261560627284,0.219462870672884,0.122536714610155,2024.70864709373,2024.8055732498,NA,NA,NA
3439,3440,REU.3.1_1,REU.3.1_1,0.0124464768921003,0.223893778477462,0.211447301585361,2024.79755768071,2024.8100041576,NA,NA,NA
3440,3441,REU.3.1_1,REU.3.1_1,0.00295645246866583,0.226850230946128,0.223893778477462,2024.8100041576,2024.81296061007,NA,NA,NA
3647,2587,REU.3.1_1,REU.3.5_1,0.0623945460287847,0.228097271150267,0.165702725121482,2024.75181310424,2024.81420765027,CHIKV_RUN_S4b3_2024,55.231193,-21.051375
4933,4934,REU.4.3_1,REU.4.3_1,0.0162116224828952,0.229959639075145,0.21374801659225,2024.79985839572,2024.8160700182,NA,NA,NA
