node1,node2,startLoc,endLoc,length,endNodeL,startNodeL,startYear,endYear,tipLabel,endLon,endLat
3115,3116,REU.3.5_1,REU.3.5_1,0.0982567869568122,0.0982567869568122,0,2024.55050698316,2024.64876377012,NA,NA,NA
3115,3117,REU.3.5_1,REU.3.5_1,0.0191163340178142,0.0191163340178142,0,2024.55050698316,2024.56962331718,NA,NA,NA
3117,1,REU.3.5_1,REU.3.5_1,0.0478630216215123,0.0669793556393266,0.0191163340178142,2024.56962331718,2024.6174863388,CHIKV_RUN_S06b01_2024,55.222994,-21.03531
3117,3118,REU.3.5_1,REU.3.5_1,0.0517053383989889,0.0708216724168031,0.0191163340178142,2024.56962331718,2024.62132865558,NA,NA,NA
3118,3459,REU.3.5_1,REU.3.5_1,0.0198385010389662,0.0906601734557694,0.0708216724168031,2024.62132865558,2024.64116715661,NA,NA,NA
3459,3460,REU.3.5_1,REU.3.5_1,0.0070986307377795,0.0977588041935489,0.0906601734557694,2024.64116715661,2024.64826578735,NA,NA,NA
3459,3537,REU.3.5_1,REU.3.5_1,0.0083648135771115,0.0990249870328809,0.0906601734557694,2024.64116715661,2024.64953197019,NA,NA,NA
3116,2,REU.3.5_1,REU.3.5_1,0.00424169436560928,0.102498481322421,0.0982567869568122,2024.64876377012,2024.65300546448,CHIKV_RUN_S2b92_2024,55.222994,-21.03531
3537,5999,REU.3.5_1,REU.3.5_1,0.0195114532222908,0.118536440255172,0.0990249870328809,2024.64953197019,2024.66904342341,NA,NA,NA
3116,2588,REU.3.5_1,REU.3.5_1,0.0233673774257198,0.121624164382532,0.0982567869568122,2024.64876377012,2024.67213114754,CHIKV_RUN_S2b93_2024,55.223179,-21.035738
3118,3119,REU.3.5_1,REU.3.1_1,0.0550025545822963,0.125824226999099,0.0708216724168031,2024.62132865558,2024.67633121016,NA,NA,NA
3119,3120,REU.3.1_1,REU.3.1_1,0.0025363065909294,0.128360533590029,0.125824226999099,2024.67633121016,2024.67886751675,NA,NA,NA
5999,3114,REU.3.5_1,REU.3.5_1,0.0276778880617232,0.146214328316895,0.118536440255172,2024.66904342341,2024.69672131148,CHIKV_RUN_S3b83_2024,55.222489,-21.036097
3537,3538,REU.3.5_1,REU.3.1_1,0.0540941613647703,0.153119148397651,0.0990249870328809,2024.64953197019,2024.70362613156,NA,NA,NA
3460,1769,REU.3.5_1,REU.3.4_1,0.059384485872078,0.157143290065627,0.0977588041935489,2024.64826578735,2024.70765027322,CHIKV_RUN_S3b82_2024,55.288681,-21.171711
3120,3124,REU.3.1_1,REU.3.1_1,0.0296093425633976,0.157969876153427,0.128360533590029,2024.67886751675,2024.70847685931,NA,NA,NA
5999,6000,REU.3.5_1,REU.3.5_1,0.0456777039603902,0.164214144215562,0.118536440255172,2024.66904342341,2024.71472112737,NA,NA,NA
3538,4286,REU.3.1_1,REU.4.3_1,0.0243768507123528,0.177495999110004,0.153119148397651,2024.70362613156,2024.72800298227,NA,NA,NA
3538,3539,REU.3.1_1,REU.3.1_1,0.0251391382213014,0.178258286618953,0.153119148397651,2024.70362613156,2024.72876526978,NA,NA,NA
3460,3461,REU.3.5_1,REU.3.5_1,0.0807838494413802,0.178542653634929,0.0977588041935489,2024.64826578735,2024.72904963679,NA,NA,NA
3461,3470,REU.3.5_1,REU.3.5_1,0.00242058538445744,0.180963239019386,0.178542653634929,2024.72904963679,2024.73147022218,NA,NA,NA
3539,3808,REU.3.1_1,REU.3.1_1,0.00372191773975084,0.181980204358703,0.178258286618953,2024.72876526978,2024.73248718752,NA,NA,NA
6000,6080,REU.3.5_1,REU.3.1_1,0.017912527793837,0.182126672009399,0.164214144215562,2024.71472112737,2024.73263365517,NA,NA,NA
3470,2399,REU.3.5_1,REU.3.5_1,0.00350245541772942,0.184465694437116,0.180963239019386,2024.73147022218,2024.7349726776,CHIKV_RUN_S12b41_2024,55.224204,-21.078267
4286,4288,REU.4.3_1,REU.4.3_1,0.0098633443828392,0.187359343492843,0.177495999110004,2024.72800298227,2024.73786632665,NA,NA,NA
3808,4248,REU.3.1_1,REU.3.1_1,0.0120653932617566,0.19404559762046,0.181980204358703,2024.73248718752,2024.74455258078,NA,NA,NA
6080,6081,REU.3.1_1,REU.3.1_1,0.013787013007408,0.195913685016807,0.182126672009399,2024.73263365517,2024.74642066818,NA,NA,NA
4248,4255,REU.3.1_1,REU.3.1_1,0.00332594681878362,0.197371544439244,0.19404559762046,2024.74455258078,2024.7478785276,NA,NA,NA
3119,3283,REU.3.1_1,REU.3.1_1,0.079197813781763,0.205022040780863,0.125824226999099,2024.67633121016,2024.75552902394,NA,NA,NA
3539,3540,REU.3.1_1,REU.3.1_1,0.040463722574584,0.218722009193537,0.178258286618953,2024.72876526978,2024.76922899235,NA,NA,NA
3540,3541,REU.3.1_1,REU.3.1_1,0.00982778971641784,0.228549798909954,0.218722009193537,2024.76922899235,2024.77905678207,NA,NA,NA
3541,3542,REU.3.1_1,REU.3.1_1,0.001188781265692,0.229738580175646,0.228549798909954,2024.77905678207,2024.78024556333,NA,NA,NA
4288,4529,REU.4.3_1,REU.4.3_1,0.0457955043517527,0.233154847844596,0.187359343492843,2024.73786632665,2024.783661831,NA,NA,NA
4529,4670,REU.4.3_1,REU.4.3_1,0.00216940735285165,0.235324255197448,0.233154847844596,2024.783661831,2024.78583123836,NA,NA,NA
3808,3809,REU.3.1_1,REU.3.1_1,0.0537365676751411,0.235716772033845,0.181980204358703,2024.73248718752,2024.78622375519,NA,NA,NA
6081,6082,REU.3.1_1,REU.3.1_1,0.0445423095724741,0.240455994589281,0.195913685016807,2024.74642066818,2024.79096297775,NA,NA,NA
4670,4671,REU.4.3_1,REU.4.3_1,0.0132862944096903,0.248610549607138,0.235324255197448,2024.78583123836,2024.79911753277,NA,NA,NA
3124,3158,REU.3.1_1,REU.3.1_1,0.0926931973618571,0.250663073515284,0.157969876153427,2024.70847685931,2024.80117005667,NA,NA,NA
3158,3166,REU.3.1_1,REU.3.1_1,0.00162342653537728,0.252286500050661,0.250663073515284,2024.80117005667,2024.80279348321,NA,NA,NA
6082,6089,REU.3.1_1,REU.3.1_1,0.0208171241682255,0.261273118757506,0.240455994589281,2024.79096297775,2024.81178010192,NA,NA,NA
4671,5017,REU.4.3_1,REU.4.3_1,0.0140520506836345,0.262662600290772,0.248610549607138,2024.79911753277,2024.81316958345,NA,NA,NA
5017,5018,REU.4.3_1,REU.4.3_1,0.000262695502543986,0.262925295793316,0.262662600290772,2024.81316958345,2024.81343227895,NA,NA,NA
3540,2587,REU.3.1_1,REU.3.5_1,0.0449786579211476,0.263700667114684,0.218722009193537,2024.76922899235,2024.81420765027,CHIKV_RUN_S4b3_2024,55.231193,-21.051375
5018,5051,REU.4.3_1,REU.4.3_1,0.00277763259115016,0.265702928384467,0.262925295793316,2024.81343227895,2024.81620991154,NA,NA,NA
3542,3594,REU.3.1_1,REU.3.1_1,0.0371905533823594,0.266929133558006,0.229738580175646,2024.78024556333,2024.81743611672,NA,NA,NA
3283,3284,REU.3.1_1,REU.3.1_1,0.064469640551957,0.26949168133282,0.205022040780863,2024.75552902394,2024.81999866449,NA,NA,NA
6081,6140,REU.3.1_1,REU.3.4_1,0.0738425433883252,0.269756228405132,0.195913685016807,2024.74642066818,2024.82026321156,NA,NA,NA
3541,3803,REU.3.1_1,REU.3.1_1,0.041315325796216,0.26986512470617,0.228549798909954,2024.77905678207,2024.82037210786,NA,NA,NA
4671,4672,REU.4.3_1,REU.4.3_1,0.022764762349041,0.271375311956179,0.248610549607138,2024.79911753277,2024.82188229511,NA,NA,NA
3120,3121,REU.3.1_1,REU.3.1_1,0.143902162895056,0.272262696485084,0.128360533590029,2024.67886751675,2024.82276967964,NA,NA,NA
