node1,node2,startLoc,endLoc,length,endNodeL,startNodeL,startYear,endYear,tipLabel,endLon,endLat
3115,1,REU.3.5_1,REU.3.5_1,0.028992124756928,0.028992124756928,0,2024.58849421404,2024.6174863388,CHIKV_RUN_S06b01_2024,55.222994,-21.03531
3115,3116,REU.3.5_1,REU.3.5_1,0.0283529255943025,0.0283529255943025,0,2024.58849421404,2024.61684713964,NA,NA,NA
3116,6226,REU.3.5_1,REU.3.5_1,0.028881873044433,0.0572347986387355,0.0283529255943025,2024.61684713964,2024.64572901268,NA,NA,NA
6226,2,REU.3.5_1,REU.3.5_1,0.00727645180128744,0.0645112504400229,0.0572347986387355,2024.64572901268,2024.65300546448,CHIKV_RUN_S2b92_2024,55.222994,-21.03531
3116,3117,REU.3.5_1,REU.3.1_1,0.0491422526247195,0.077495178219022,0.0283529255943025,2024.61684713964,2024.66598939226,NA,NA,NA
3117,4428,REU.3.1_1,REU.3.1_1,0.000710843931665761,0.0782060221506877,0.077495178219022,2024.66598939226,2024.66670023619,NA,NA,NA
3117,3118,REU.3.1_1,REU.3.1_1,0.0025374832336803,0.0800326614527023,0.077495178219022,2024.66598939226,2024.66852687549,NA,NA,NA
6226,6227,REU.3.5_1,REU.3.5_1,0.0256256364300622,0.0828604350687977,0.0572347986387355,2024.64572901268,2024.67135464911,NA,NA,NA
6227,2588,REU.3.5_1,REU.3.5_1,0.000776498431335759,0.0836369335001335,0.0828604350687977,2024.67135464911,2024.67213114754,CHIKV_RUN_S2b93_2024,55.223179,-21.035738
6227,3114,REU.3.5_1,REU.3.5_1,0.0253666623656986,0.108227097434496,0.0828604350687977,2024.67135464911,2024.69672131148,CHIKV_RUN_S3b83_2024,55.222489,-21.036097
3118,3119,REU.3.1_1,REU.3.4_1,0.0331154038194081,0.11314806527211,0.0800326614527023,2024.66852687549,2024.70164227931,NA,NA,NA
3119,1769,REU.3.4_1,REU.3.4_1,0.00600799391111795,0.119156059183228,0.11314806527211,2024.70164227931,2024.70765027322,CHIKV_RUN_S3b82_2024,55.288681,-21.171711
4428,4515,REU.3.1_1,REU.4.3_1,0.0470795634334996,0.125285585584187,0.0782060221506877,2024.66670023619,2024.71377979962,NA,NA,NA
3119,3120,REU.3.4_1,REU.3.5_1,0.0149619188283198,0.12810998410043,0.11314806527211,2024.70164227931,2024.71660419814,NA,NA,NA
4515,5713,REU.4.3_1,REU.4.3_1,0.00896006942604821,0.134245655010236,0.125285585584187,2024.71377979962,2024.72273986905,NA,NA,NA
3120,4345,REU.3.5_1,REU.3.5_1,0.015030906429691,0.143140890530121,0.12810998410043,2024.71660419814,2024.73163510457,NA,NA,NA
4345,2399,REU.3.5_1,REU.3.5_1,0.00333757302459625,0.146478463554717,0.143140890530121,2024.73163510457,2024.7349726776,CHIKV_RUN_S12b41_2024,55.224204,-21.078267
4428,4429,REU.3.1_1,REU.3.1_1,0.0981602763711721,0.17636629852186,0.0782060221506877,2024.66670023619,2024.76486051256,NA,NA,NA
4515,4516,REU.4.3_1,REU.4.3_1,0.0623479323717544,0.187633517955942,0.125285585584187,2024.71377979962,2024.776127732,NA,NA,NA
4345,4346,REU.3.5_1,REU.3.5_1,0.0448071226496193,0.18794801317974,0.143140890530121,2024.73163510457,2024.77644222722,NA,NA,NA
3120,3121,REU.3.5_1,REU.3.1_1,0.0648375768945817,0.192947560995012,0.12810998410043,2024.71660419814,2024.78144177504,NA,NA,NA
3121,3122,REU.3.1_1,REU.3.1_1,0.00804744094222631,0.200995001937238,0.192947560995012,2024.78144177504,2024.78948921598,NA,NA,NA
4516,4517,REU.4.3_1,REU.4.3_1,0.0142996103635195,0.201933128319461,0.187633517955942,2024.776127732,2024.79042734236,NA,NA,NA
3121,3844,REU.3.1_1,REU.3.1_1,0.0100821276125881,0.2030296886076,0.192947560995012,2024.78144177504,2024.79152390265,NA,NA,NA
3844,3845,REU.3.1_1,REU.3.1_1,0.00109734822456198,0.204127036832162,0.2030296886076,2024.79152390265,2024.79262125087,NA,NA,NA
5713,5795,REU.4.3_1,REU.4.3_1,0.0753762630244126,0.209621918034648,0.134245655010236,2024.72273986905,2024.79811613208,NA,NA,NA
5713,5714,REU.4.3_1,REU.4.3_1,0.0817159649480612,0.215961619958297,0.134245655010236,2024.72273986905,2024.804455834,NA,NA,NA
4517,4728,REU.4.3_1,REU.4.3_1,0.0150465217134433,0.216979650032905,0.201933128319461,2024.79042734236,2024.80547386407,NA,NA,NA
5795,5796,REU.4.3_1,REU.4.3_1,0.0147418432214077,0.224363761256056,0.209621918034648,2024.79811613208,2024.8128579753,NA,NA,NA
3122,2587,REU.3.1_1,REU.3.5_1,0.0247184342950475,0.225713436232286,0.200995001937238,2024.78948921598,2024.81420765027,CHIKV_RUN_S4b3_2024,55.231193,-21.051375
5795,6177,REU.4.3_1,REU.4.3_1,0.0195960521752773,0.229217970209925,0.209621918034648,2024.79811613208,2024.81771218425,NA,NA,NA
3844,4313,REU.3.1_1,REU.3.1_1,0.0380654840616865,0.241095172669286,0.2030296886076,2024.79152390265,2024.82958938671,NA,NA,NA
4517,4518,REU.4.3_1,REU.4.3_1,0.0403257547315824,0.242258883051044,0.201933128319461,2024.79042734236,2024.83075309709,NA,NA,NA
3122,3123,REU.3.1_1,REU.3.1_1,0.0420280534383696,0.243023055375608,0.200995001937238,2024.78948921598,2024.83151726942,NA,NA,NA
4516,5091,REU.4.3_1,REU.4.3_1,0.0560302248672045,0.243663742823146,0.187633517955942,2024.776127732,2024.83215795686,NA,NA,NA
4728,4774,REU.4.3_1,REU.4.3_1,0.0274869670950472,0.244466617127952,0.216979650032905,2024.80547386407,2024.83296083117,NA,NA,NA
3123,3396,REU.3.1_1,REU.3.1_1,0.00172315375023513,0.244746209125843,0.243023055375608,2024.83151726942,2024.83324042317,NA,NA,NA
3123,3124,REU.3.1_1,REU.3.1_1,0.00259099973716004,0.245614055112768,0.243023055375608,2024.83151726942,2024.83410826915,NA,NA,NA
3396,3744,REU.3.1_1,REU.3.1_1,0.00544814119332826,0.250194350319171,0.244746209125843,2024.83324042317,2024.83868856436,NA,NA,NA
5091,637,REU.4.3_1,REU.3.5_1,0.012104338217982,0.255768081041128,0.243663742823146,2024.83215795686,2024.84426229508,CHIKV_RUN_S5b01_2024,55.223821,-21.079274
3396,3397,REU.3.1_1,REU.3.1_1,0.0169117051818608,0.261657914307704,0.244746209125843,2024.83324042317,2024.85015212835,NA,NA,NA
4774,4775,REU.4.3_1,REU.4.3_1,0.0172001374166587,0.26166675454461,0.244466617127952,2024.83296083117,2024.85016096859,NA,NA,NA
4346,4350,REU.3.5_1,REU.3.1_1,0.0746076746000796,0.26255568777982,0.18794801317974,2024.77644222722,2024.85104990182,NA,NA,NA
3397,3398,REU.3.1_1,REU.3.1_1,0.000979910002882001,0.262637824310586,0.261657914307704,2024.85015212835,2024.85113203835,NA,NA,NA
