node1,node2,startLoc,endLoc,length,endNodeL,startNodeL,startYear,endYear,tipLabel,endLon,endLat
3115,3116,REU.3.5_1,REU.3.5_1,0.0631814084049442,0.0631814084049442,0,2024.55661768374,2024.61979909214,NA,NA,NA
3115,6226,REU.3.5_1,REU.3.5_1,0.0283276314344365,0.0283276314344365,0,2024.55661768374,2024.58494531517,NA,NA,NA
6226,1,REU.3.5_1,REU.3.5_1,0.0325410236246984,0.0608686550591349,0.0283276314344365,2024.58494531517,2024.6174863388,CHIKV_RUN_S06b01_2024,55.222994,-21.03531
6226,6227,REU.3.5_1,REU.3.5_1,0.0616434368215586,0.0899710682559951,0.0283276314344365,2024.58494531517,2024.64658875199,NA,NA,NA
6227,2,REU.3.5_1,REU.3.5_1,0.00641671248623465,0.0963877807422298,0.0899710682559951,2024.64658875199,2024.65300546448,CHIKV_RUN_S2b92_2024,55.222994,-21.03531
3116,3117,REU.3.5_1,REU.3.5_1,0.0479874100478626,0.111168818452807,0.0631814084049442,2024.61979909214,2024.66778650219,NA,NA,NA
6227,2588,REU.3.5_1,REU.3.5_1,0.0255423955463452,0.11551346380234,0.0899710682559951,2024.64658875199,2024.67213114754,CHIKV_RUN_S2b93_2024,55.223179,-21.035738
3117,3118,REU.3.5_1,REU.3.1_1,0.02100071595486,0.132169534407667,0.111168818452807,2024.66778650219,2024.68878721815,NA,NA,NA
3117,3114,REU.3.5_1,REU.3.5_1,0.0289348092838964,0.140103627736703,0.111168818452807,2024.66778650219,2024.69672131148,CHIKV_RUN_S3b83_2024,55.222489,-21.036097
3118,1769,REU.3.1_1,REU.3.4_1,0.0188630550777684,0.151032589485435,0.132169534407667,2024.68878721815,2024.70765027322,CHIKV_RUN_S3b82_2024,55.288681,-21.171711
3118,3119,REU.3.1_1,REU.3.1_1,0.0267411799949102,0.158910714402577,0.132169534407667,2024.68878721815,2024.71552839814,NA,NA,NA
3116,4518,REU.3.5_1,REU.3.1_1,0.0973859913796136,0.160567399784558,0.0631814084049442,2024.61979909214,2024.71718508352,NA,NA,NA
3119,2399,REU.3.1_1,REU.3.5_1,0.0194442794543472,0.178354993856924,0.158910714402577,2024.71552839814,2024.7349726776,CHIKV_RUN_S12b41_2024,55.224204,-21.078267
3119,3120,REU.3.1_1,REU.3.1_1,0.0276815167993417,0.186592231201919,0.158910714402577,2024.71552839814,2024.74320991494,NA,NA,NA
3120,3121,REU.3.1_1,REU.3.1_1,0.00914989197498839,0.195742123176907,0.186592231201919,2024.74320991494,2024.75235980692,NA,NA,NA
