# BEAST v10.5.0
# Generated Mon May 18 09:51:12 CEST 2026 [seed=1779090670435]
# Alignment_101025_sa_cov1_lag0.xml
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	precision	precPrior	randomWalk	coalescent	samplingBetas1	samplingBetas2	samplingModel	skygrid.cutOff	logPop1	logPop2	logPop3	logPop4	logPop5	logPop6	logPop7	logPop8	logPop9	logPop10	logPop11	logPop12	effPop1	effPop2	effPop3	effPop4	effPop5	effPop6	effPop7	effPop8	effPop9	effPop10	effPop11	effPop12	skygrid.coefficients1	skygrid.coefficients2	skygrid.coefficients3	skygrid.indicators1	skygrid.indicators2	skygrid.indicators3
0	-123105.2259855191	-26332.299849246207	-96772.92613627289	11.129700751544828	2014.4648197964004	248.2282293775775	1.0	1.0	1.0	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	4.0954E-4	4.095400000000016E-4	-96772.92613627289	0.0	1.0	-4.655531579882204	-13.330302038370647	-26308.85194897866	0.0	0.0	-0.9770342091474047	1.0	0.17728395	0.17408666	0.18201490000000003	0.18168744	0.19019383	0.19452474	0.17761984000000003	0.17152361000000002	0.17914617000000002	0.17471508	0.1700868	0.16718906	1.193970072800394	1.190158700504458	1.199632068264521	1.1992393010587314	1.2094840092240284	1.2147335350209534	1.1943711827687893	1.1871121701197598	1.1961955792975727	1.1909068550880595	1.1854077402467749	1.1819777088912171	0.1	0.01	0.01	1.0	1.0	1.0
100000	-63995.22058472504	424.46829311151686	-64419.688877836554	16.378461006159213	2009.216059541786	2563.141757639261	1.0069050180166847	1.0317791219738917	0.9867985650799681	0.9736422888244755	1.0227673890690339	0.9781076170359464	0.25367248712749824	0.26811683147126303	0.23297794272312242	0.24523273867811637	0.13728553012475697	9.177350619828594E-4	9.177350619828574E-4	-64419.688877836554	0.0	7.755322004952918	-6.7509803247558136	-10.659049072393195	-22567.287617938193	1.3061968684101462	0.9909382192408903	23093.142982710826	1.0	6.61774898268987	6.4665766196443375	6.9807334460984825	7.020740581819053	7.531811591745144	7.798468038248496	6.801926365489933	6.418937020090461	6.8422454265522195	6.53335338475326	6.243480328703177	6.041913294318314	748.2588563072825	643.2777687257203	1075.7070508714323	1119.6154776563972	1866.4837491841229	2436.8659312149125	899.5785406620864	613.3507879170925	936.5898190286166	687.700473431734	514.64653679316	420.6971828852096	0.7780743724870345	1.0639427969842974	0.5811211833175525	1.0	1.0	1.0
200000	-59563.30918017304	613.4005558947221	-60176.709736067765	8.86455455846341	2016.7299659894818	2561.7835699675347	0.9741799758671663	1.0696484146127536	0.9773786529873696	0.9493978129156485	1.0648538417849223	0.9645413018321397	0.2652690752350715	0.26643160154687084	0.23489289830439988	0.23340642491365787	0.12435030252649737	2.902380739966347E-4	2.902380739966353E-4	-60176.709736067765	0.0	5.859298689014024	-6.454474186368825	-10.347679258734637	-22478.664002001267	1.2785483797555222	0.9960174131172002	23117.91005511909	1.0	6.517839611743581	6.362751932906831	6.883731783572866	6.92218840018899	7.441420629734158	7.7120985938855915	6.698941921678546	6.310450143851459	6.741789843192733	6.429530428371869	6.135461388767764	5.9316832293225055	677.1139749817323	579.8398431488198	976.2627717950627	1014.5377816200124	1705.1709177944604	2235.2281757294277	811.5466907716027	550.2926038997987	847.0755121798053	619.8828002849265	461.95218440549866	376.7882013032576	0.6288013022490091	1.0639427969842974	0.5911232417903056	1.0	1.0	1.0
300000	-56472.15081651153	753.4529435420853	-57225.603760053615	6.220049385546043	2019.3744711623992	2528.9921521230353	0.9742839679950208	1.0748009614646037	0.9731872627605199	0.9375637232880076	1.078342341248667	0.961821743243181	0.2632310930291598	0.267439645562522	0.23116325642498903	0.23816600498332918	0.0996663359600946	2.133322074750187E-4	2.133322074750189E-4	-57225.603760053615	0.0	5.893199034282122	-6.4605245604064	-10.394082008950077	-22340.219026077728	1.2558680673640104	0.9987570391894575	23126.933080731058	1.0	6.508099824833424	6.355878158508364	6.881280064841676	6.9246227528703965	7.445240995688589	7.717158599561971	6.702829820065771	6.311960700804285	6.741673707675664	6.425160908429428	6.129360960624821	5.922837268126377	670.5510418185697	575.8678219081453	973.872181795501	1017.0105329423516	1711.6977542287714	2246.5671063200343	814.708043368458	551.1244803589127	846.9771423394286	617.1801190370335	459.14265667317534	373.46984615450754	0.5074515427828901	1.1039028163882243	0.5911232417903056	1.0	1.0	1.0
400000	-53897.75252962538	871.2030441289481	-54768.95557375433	7.700294385150687	2017.8942261627944	2440.314435800518	0.9601626677089313	1.0828293897477623	0.9538391040087014	0.9339011133053002	1.0808352544498685	0.9884324707794363	0.25768239052185377	0.2692754047792314	0.23672882720489644	0.23631337749401846	0.09763270551544126	1.845183725209212E-4	1.8451837252092014E-4	-54768.95557375433	0.0	4.802484084787421	-6.246998389424769	-10.29496894355984	-22224.787619296778	1.3134680927522	1.0054043579463312	23132.610766938073	1.0	6.407998460016325	6.256182617360247	6.782210681063082	6.826245230491389	7.347059730998417	7.619152866254906	6.6046581178808355	6.213452370143585	6.642935039462792	6.325819966476974	6.029774924307381	5.822862467875628	606.6781744013891	521.2254206434054	882.0164274526287	921.7234478778144	1551.62761163891	2036.8359263153936	738.5273367550369	499.4224696590545	767.3438756826088	558.8158361102102	415.6214725628934	337.9380071544753	0.3915463500435534	1.1095611035104815	0.5911232417903056	1.0	1.0	1.0
500000	-51693.26474866575	1127.3796045649156	-52820.644353230666	6.406842593653646	2019.1876779542915	2308.136160616902	0.9401624422515559	1.0880793874453079	0.9396882701282029	0.9140203772378704	1.1023166760299254	1.0157328469071374	0.26341604468890745	0.26633503884618737	0.24000701858123905	0.23024189788366628	0.028701260421160335	1.6316147171935736E-4	1.631614717193578E-4	-52820.644353230666	0.0	7.475594743745546	-6.711814771007084	-11.235418562416687	-21975.193680245542	1.35004298864385	1.006281075974944	23143.514111092452	1.0	6.366074590422452	6.207422743911652	6.742240129747211	6.782323297777792	7.314945693944202	7.592672634827317	6.5535916397201195	6.154903405264381	6.596997977924097	6.276232037736873	5.974453892247842	5.765128445032069	581.7696566407292	496.4201992154635	847.4570247821185	882.1157628383161	1502.5901940781337	1983.6078951649067	701.7601224505314	471.0213420813053	732.8917263329522	531.7811527718709	393.25328377290344	318.9800128030475	0.3124416627563513	1.0963064433640919	0.606157953975746	1.0	1.0	1.0
600000	-50088.22001365534	1296.4907315892863	-51384.71074524462	6.289280949397147	2019.305239598548	2241.3172416211146	0.9044154215026631	1.094990449956438	0.9188730628941625	0.9042596310993263	1.1439753375585253	1.0334860969888848	0.26612777632060985	0.2650205458591912	0.236480450063851	0.23237122775634814	0.011812234479888651	1.6032004435989733E-4	1.6032004435989709E-4	-51384.71074524462	0.0	4.007308453138036	-6.059843273604269	-10.574049616670369	-21811.748314590648	1.3038194483709884	1.0228813572339939	23148.232039750925	1.0	6.240746924223272	6.0823569916790685	6.616296716980871	6.656315806062514	7.188063017748341	7.465333801359237	6.427960755429577	6.029927130106238	6.471294233901316	6.151054088310112	5.849771460152201	5.640789147236251	513.2417204841919	438.0604837862925	747.1729743142549	777.6805269170294	1323.5370533321202	1746.4384144525684	618.9105502828128	415.6847373756605	646.3196747265271	469.21171678854006	347.15503265368477	281.6849216656578	0.19702532570056275	1.0945188804267603	0.6051613501719775	1.0	1.0	1.0
700000	-48539.00543594419	1516.3912744721383	-50055.39671041633	6.592042634257801	2019.0024779136875	2144.0309761319954	0.8651050864339794	1.1160031242354203	0.9116167485732387	0.8943095553917703	1.1619175085523252	1.051047976813266	0.2682682075790482	0.26332616424098476	0.2388283563189388	0.22957727186102853	0.007252028346505407	1.5145581613546348E-4	1.514558161354627E-4	-50055.39671041633	0.0	4.974207923687532	-6.283497144268919	-10.727843576373136	-21614.51209497239	1.2737522934604524	1.0367652227684236	23172.639022630236	1.0	6.229591762859597	6.066523753425743	6.608646865139998	6.6468257745894626	7.188348468252707	7.470438053142496	6.413169070201654	6.008539878438878	6.459516949507244	6.135231202294472	5.828919271709509	5.6172806437477165	507.5482411540761	431.17918813016684	741.4790184880837	770.3352229503695	1323.914911578889	1755.3754649184186	609.823194578953	406.8887792488846	638.7524323578157	461.8458614988577	339.99104251175976	275.1401608784955	0.12640115782706052	1.0946510126536346	0.617136166118867	1.0	1.0	1.0
800000	-47430.49682493476	1551.2248081115888	-48981.72163304635	6.313751632587656	2019.2807689153576	2135.9613558002907	0.8586174747252991	1.120868982046929	0.9315947096042079	0.8573329996835595	1.2000393060918495	1.031546527848155	0.2704573328539097	0.2602415819715793	0.23993588058284354	0.2293652045916677	0.004778416577718811	1.3874174168255565E-4	1.3874174168255544E-4	-48981.72163304635	0.0	5.175973616695392	-6.324878501397153	-10.939539179827811	-21588.65752903918	1.218551089057423	1.0461718172926318	23183.925600192928	1.0	6.183223966468441	6.016229622421426	6.565194960295237	6.601818987034648	7.151525868330443	7.437648288572751	6.363717546808117	5.953570437194221	6.4126014035044525	6.084938806515988	5.774419083675451	5.560563107912968	484.5516190237481	410.02971079290904	709.9502948244555	736.4335347079449	1276.0515570887628	1698.75054887878	580.4000149732085	385.12595521801416	609.4771164980035	439.192936104844	321.95735010300075	259.9691858194666	0.030530738531860058	1.0946510126536346	0.6271663732537647	1.0	1.0	1.0
900000	-46345.299194096704	1657.3047867996095	-48002.60398089631	6.801969789841792	2018.7925507581035	2069.869881015839	0.8355986993072396	1.1202643806164012	0.9242518495189267	0.8438402685736933	1.2176421559664548	1.0584026460172846	0.2677063484360094	0.2715924937675248	0.23682555148644968	0.22387560631001652	0.005119467177276596	1.339118640408603E-4	1.339118640408604E-4	-48002.60398089631	0.0	1.156398834454491	-4.800953184245183	-14.193138095581341	-21490.12314626192	1.2510794235070497	1.0461718172926318	23194.035239456854	1.0	6.184905031183142	6.01701085443873	6.571830707871484	6.609805895434546	7.164738724697976	7.453689677022945	6.3698706061425945	5.955543276498798	6.418355645792879	6.0868609563645055	5.773190844711622	5.556840159679725	485.36686670300435	410.35016428899394	714.6770110762124	742.338913359124	1293.0237215000673	1726.220606182169	583.9822602850288	385.8864968061747	612.99430516859	440.0379425948285	321.56215228927164	259.00313339582226	-0.04638672720642889	1.1128409244871778	0.632797856003638	1.0	1.0	1.0
