# BEAST v10.5.0
# Generated Mon May 18 09:51:25 CEST 2026 [seed=1779090682528]
# Alignment_101025_sa_cov2_lag0.xml
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	precision	precPrior	randomWalk	coalescent	samplingBetas1	samplingBetas2	samplingModel	skygrid.cutOff	logPop1	logPop2	logPop3	logPop4	logPop5	logPop6	logPop7	logPop8	logPop9	logPop10	logPop11	logPop12	effPop1	effPop2	effPop3	effPop4	effPop5	effPop6	effPop7	effPop8	effPop9	effPop10	effPop11	effPop12	skygrid.coefficients1	skygrid.coefficients2	skygrid.coefficients3	skygrid.indicators1	skygrid.indicators2	skygrid.indicators3
0	-123719.44362344011	-27276.42168641615	-96443.02193702396	16.86841661795662	2008.7261039299885	254.78629800913956	1.0	1.0	1.0	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	4.0954E-4	4.095400000000019E-4	-96443.02193702396	0.0	1.0	-4.655531579882204	-13.330234778693317	-27252.973853408283	0.0	0.0	-0.9770342091474047	1.0	0.14935354	0.14543903000000002	0.15226065	0.15071045	0.15886999000000002	0.16289068	0.1462791	0.1407778	0.14880744	0.14544076	0.14124564	0.13903497	1.1610834060828066	1.1565472177486391	1.1644637143467795	1.1626599611471238	1.1721855409316202	1.1769080230705957	1.1575192065820203	1.1511688298504092	1.1604495115354045	1.1565492185770565	1.151707518676031	1.149164285576023	0.1	0.01	0.01	1.0	0.0	1.0
100000	-60600.45262833421	3222.8301855570426	-63823.28281389125	11.030522048639748	2014.5639984993054	1337.3419537009154	0.9917432847284391	1.0340434967301095	1.0012897973627137	0.9856883987978983	1.0171811057999687	0.9700539165808708	0.25220751484004955	0.2656915524230924	0.23244981070617848	0.24965112203067955	0.1319504435566649	7.834326637553348E-4	7.834326637553277E-4	-63823.28281389125	0.0	3.3251815999926095	-5.868292442146095	-13.563531320232514	-19911.775932790722	0.7199362579968205	1.2151434206549891	23203.379818926416	1.0	5.8366841732254615	5.502775671514888	6.084661249387696	5.952428873087282	6.64843929994722	6.991404977322597	5.574433813921472	5.105171801444718	5.790101731800061	5.502923240867874	5.14507864890207	4.956508046840377	342.6413157121482	245.37206015968	439.0710518904312	384.68656009745285	771.5791816761639	1087.247962326722	263.6002665770013	164.87239341399817	327.0462936918293	245.40827222766865	171.5849791106125	142.0967334054203	1.6268171412053947	-1.4463234119415194	0.8530020403845533	1.0	0.0	1.0
200000	-55352.520626569654	3082.675496602554	-58435.19612317221	3.6201405905952244	2021.97437995735	1396.6073899334142	0.9736889593296922	1.0335694582520696	1.0015670743209915	0.961301972060222	1.0330583855317195	0.9968141505053051	0.2566252485690831	0.27243018683159353	0.23401946764657972	0.2369250969527436	0.11754961375714547	4.5799566619553943E-4	4.5799566619553845E-4	-58435.19612317221	0.0	3.3747683915212794	-5.883442694060338	-13.650244972857683	-20101.643335087065	0.6796096691319584	1.2171033303606578	23210.52909311024	1.0	5.891441221821552	5.555923484172891	6.140613396703158	6.007743740755682	6.707108514649159	7.051727078041918	5.62792697525262	5.1564034052204635	5.844634281353924	5.556071764720426	5.196502579416353	5.007023181717084	361.9265250760625	258.7658203533896	464.33830710894085	406.5649686748587	818.2013984308837	1154.8515401664408	278.08504251918725	173.5391817356866	345.37620816197307	258.8041931358132	180.6393639703895	149.45916051766255	1.6612851906062358	0.9846768922802673	0.8571129915331941	1.0	0.0	1.0
300000	-51804.209623697665	3154.656523054513	-54958.86614675218	4.03400481306866	2021.5605157348766	1394.3680158250245	0.9488134494185946	1.053693561390657	0.975270960386706	0.9407471494156361	1.0703243071682085	1.0111505722201972	0.2720585265836164	0.26868652652657077	0.23219772857296084	0.22705721831685188	0.07948432163133415	3.0544443690225264E-4	3.054444369022513E-4	-54958.86614675218	0.0	3.680130568742863	-5.972251635435817	-13.850812911281709	-20030.254910506945	0.6725496405464854	1.2222365061058522	23213.666233818025	1.0	5.881492558787271	5.5446505892234	6.131648174212658	5.998254104145672	6.700379152832532	7.046357867564584	5.616938265936838	5.1435536719105786	5.834500879221034	5.544799455009243	5.183811110783072	4.993583869862556	358.3436917865944	255.86516057797047	460.19401587946976	402.72506333319996	812.7139095391615	1148.6675156979957	275.0459751170067	171.32351537914133	341.89404503451885	255.90325298142727	178.3612718939392	147.46396927863398	1.6346408152614273	-0.7142231344843974	0.8604958719325593	1.0	0.0	1.0
400000	-49550.471575164476	3115.1545009036045	-52665.62607606808	4.188071135626136	2021.406449412319	1418.2092395997201	0.9208709027985168	1.068438976738414	0.9819113997526051	0.9300897175593938	1.0837985992984975	1.0148904038525721	0.2629057518863981	0.2680451075932625	0.24199192220348745	0.22705721831685188	0.08954164595456186	2.77289523379124E-4	2.77289523379123E-4	-52665.62607606808	0.0	2.627096776429248	-5.628023103322898	-13.572900500178772	-20070.693681680765	0.5988223266857549	1.2300535641496402	23215.80306715746	1.0	5.893842154401975	5.556447931847516	6.144407900390692	6.010795130515555	6.714071314431807	7.060617261863921	5.628854124331715	5.154693415446352	5.846773431895968	5.556597041699073	5.195016856459373	5.004477737648981	362.79653025580046	258.9015650785377	466.1035875910985	407.807451542685	823.9182505018794	1165.1641552458264	278.3429883689198	173.24268508487933	346.11581064336326	258.9401727307935	180.37118319090598	149.0792043678167	1.6400276901113264	-0.12325935298524127	0.8619066564000573	1.0	0.0	1.0
500000	-47609.13551985296	3144.8244004079547	-50753.95992026092	4.361837309476398	2021.2326832384688	1413.8273683965217	0.892875983945524	1.0858055295909643	0.9683842591477222	0.896984520382709	1.1214811962475635	1.0344685106855165	0.2673934334269019	0.2703803782680724	0.23798264430915408	0.22424354399587154	0.07205348321177583	2.490608143624942E-4	2.4906081436249395E-4	-50753.95992026092	0.0	4.664763413139526	-6.216815960552687	-14.64124699781503	-20041.153693752647	0.5750701953424995	1.2460039044141162	23220.08674903088	1.0	5.8556169333647805	5.517266774685213	6.106892605108868	5.972901271331445	6.678170041561248	7.0256978546212085	5.589878115006721	5.114373970696475	5.808414851455444	5.5174163070084195	5.15481165976526	4.9637326881217705	349.1902607380648	248.95365998948225	448.9415069080094	392.6431842482775	794.8632136599604	1125.1794967986013	267.7029887480908	166.39657923544024	333.09070872339515	248.99088939206135	173.26317125934597	143.12704867918592	1.5897501734386776	0.41243264490451725	0.8643486890557601	1.0	0.0	1.0
600000	-45876.50580670491	3378.894348015653	-49255.40015472056	4.134901773524992	2021.4596187744203	1352.0695045956004	0.8513962566497304	1.084673079178009	0.993492163825469	0.8991306694757856	1.1302178026688636	1.0410900282021418	0.26750307488772046	0.26936027240021115	0.23912642645195128	0.224010226260117	0.041528845789649896	2.2537423203094608E-4	2.2537423203094752E-4	-49255.40015472056	0.0	2.420855855679085	-5.545020064086204	-13.623237422771604	-19805.920713069256	0.5796910635352105	1.249322522290726	23220.79127231381	1.0	5.808683404068079	5.470333245388513	6.059959075812168	5.925967742034743	6.6312365122645485	6.978764325324509	5.5429445857100195	5.067440441399774	5.761481322158744	5.470482777711719	5.10787813046856	4.91679915882507	333.1801731158777	237.53933846209736	428.3579063011607	374.64081565190673	758.419385955686	1073.5909378956194	255.42902584454558	158.7674322828284	317.8187723826562	237.57486092704247	165.3191966831454	136.5647906551065	1.5428166441419768	-1.596468122601615	0.8643486890557601	1.0	0.0	1.0
700000	-44542.83037962124	3377.8018493352047	-47920.63222895645	4.184855700850376	2021.4096648470947	1340.3916952644408	0.8454186913801949	1.089534703703503	0.9662597259620176	0.8645979650457253	1.1858739281568067	1.048314985751752	0.2726661248287725	0.2618737342877232	0.24036092240710133	0.22509921847640288	0.08131953969118266	2.182907400770416E-4	2.18290740077042E-4	-47920.63222895645	0.0	3.923597520918575	-6.038106433282049	-14.175569574948316	-19808.52267766271	0.6041875401790384	1.249322522290726	23222.923789843127	1.0	5.805158823501184	5.464461641000091	6.058177511975796	5.92325672436427	6.633417712203098	6.983356211455959	5.5375766623191565	5.0587741020770665	5.757629316266857	5.464612210579866	5.099492294101435	4.907087870446957	332.0079198165805	236.14868810962247	427.5954387402575	373.62653327053897	760.0754557267878	1078.532081135582	254.06157586890657	157.39744480389885	316.5968874636946	236.18424759537677	163.93865354607104	135.24498944824373	1.5097011482225435	0.06925863420811784	0.8703443917657459	1.0	0.0	1.0
800000	-43492.93585651556	3515.14945026043	-47008.085306775996	3.668376766604032	2021.9261437813411	1307.096526800745	0.8426058270825394	1.1061854920162955	0.96865751615292	0.8279536690629185	1.216142455605014	1.038455040080312	0.27168558236625423	0.26640068714181436	0.24148210814001522	0.22043162235191605	0.08379971357720528	2.1703683422872995E-4	2.1703683422872954E-4	-47008.085306775996	0.0	2.083965273205036	-5.393300968235053	-13.75479185250487	-19670.011018547088	0.6290439924281196	1.2565306562721286	23222.36174204311	1.0	5.760548767275012	5.422032368344626	6.0119478973052125	5.877890730093508	6.583506017250381	6.931204579781942	5.494679384509982	5.018941612621358	5.713323493752686	5.42218197413696	5.059399169780644	4.8682263160586094	317.52252708829656	226.33865889575108	408.27782949535026	357.05532083387556	723.0699862383465	1023.7263973213462	243.3934779304087	151.25113675547084	302.8760039159836	226.37252300322115	157.495859618028	130.08997364964117	1.4925860758355187	1.759433096245502	0.8647733660927857	1.0	0.0	1.0
900000	-42727.59962277156	3564.692033879176	-46292.291656650734	4.337133381894354	2021.2573871660509	1291.784924115273	0.8325761507033046	1.1316854300607606	0.9625096174059703	0.7843455041300404	1.240340618290368	1.048542679409555	0.2707811271309824	0.26827068046771724	0.2462902238998389	0.21465796850146132	0.07600717877715063	2.0133154194149706E-4	2.01331541941497E-4	-46292.291656650734	0.0	2.0346339807662353	-5.369090700969116	-13.782236450873425	-19618.145878044546	0.6432982401553325	1.2545981613682893	23220.348729175923	1.0	5.715481340816666	5.37696494188628	5.966880470846867	5.832823303635163	6.538438590792035	6.886137153323595	5.449611958051635	4.9738741861630125	5.66825606729434	5.377114547678613	5.014331743322297	4.823158889600263	303.53026966062015	216.36459875537037	390.2862603783559	341.32097275204706	691.2064788568373	978.6138712332531	232.66786349716023	144.58595661496798	289.52917446636843	216.39697057404544	150.55549342802277	124.35730196565936	1.4475186493771726	0.11525707897195492	0.8647733660927857	1.0	0.0	1.0
