# BEAST v10.5.0-beta5 Prerelease #fb0d1ded5
# Generated Mon May 18 09:49:41 CEST 2026 [seed=1779090576971]
# -beagle_gpu -beagle_double -beagle_order 1 -overwrite Alignment_101025_sa_cov3_lag0.xml
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	precision	precPrior	randomWalk	coalescent	samplingBetas1	samplingBetas2	samplingModel	skygrid.cutOff	logPop1	logPop2	logPop3	logPop4	logPop5	logPop6	logPop7	logPop8	logPop9	logPop10	logPop11	logPop12	effPop1	effPop2	effPop3	effPop4	effPop5	effPop6	effPop7	effPop8	effPop9	effPop10	effPop11	effPop12	skygrid.coefficients1	skygrid.coefficients2	skygrid.indicators1	skygrid.indicators2
0	-124755.52667132071	-28019.388507938576	-96736.13816338213	18.10349515233817	2007.491025395607	271.75175407130786	1.0	1.0	1.0	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	4.0954E-4	4.095399999999992E-4	-96736.13816338213	0.0	1.0	-4.655531579882204	-13.329932246899483	-27996.859965995707	0.0	0.0	-0.9770342091474047	1.0	0.12793041	0.12864763	0.12975425000000002	0.13097699000000002	0.13132384	0.13163406	0.13134074	0.13074581000000002	0.13033873	0.12927432	0.12884116	0.12815409	1.13647391272557	1.1372893069188132	1.13854855063527	1.1399415509551238	1.140337008260291	1.14069081848366	1.1403562801185774	1.1396780497266545	1.1392142040037356	1.13800225813093	1.137509427817693	1.1367281476429416	0.1	0.01	1.0	1.0
100000	-66779.29859598931	-1526.3429953940824	-65252.955600595225	32.040732578805354	1993.5537879691399	3246.0774920743006	0.9695357392796522	1.0082457490274375	0.973260502722387	0.9792486482692517	1.0287400500787092	1.0409693106225624	0.2628282247469692	0.2705833810208295	0.2274133426052557	0.2391750516269455	0.23923418319700668	2.800299950574608E-4	2.800299950574596E-4	-65252.955600595225	0.0	173.62507606088906	-11.487111597249681	7.686450212825119	-23830.817376446765	2.0254309054041726	0.8903310073582152	22322.47672655274	1.0	6.563833493769751	6.648830247415809	6.779974258346626	6.92487949042769	6.9659842058596855	7.002747950479301	6.96798700156619	6.897482667266184	6.849240177550006	6.72309841554058	6.671765220970816	6.590341502268608	708.9843789435633	771.8808875757926	880.0460699753403	1017.2716712628941	1059.9576207259809	1099.650796302594	1062.0826265638145	989.7799713506075	943.1639971650285	831.389515049621	789.7885259623539	728.0294511600646	3.253839101528318	1.1850862168659295	1.0	1.0
200000	-62417.33187235408	-1448.6006387422274	-60968.731233611856	28.42224892425022	1997.172271623695	3327.7187532467974	0.9607057527733388	1.020600432376805	0.9524794731716766	0.9694855278006538	1.0363048885470365	1.0604239253304895	0.26664368846977454	0.26792321573366246	0.22656511767894705	0.2388679781176158	0.1318988584458372	2.1945070887280577E-4	2.1945070887280564E-4	-60968.731233611856	0.0	141.39820464168406	-10.961577882099476	7.493073626519582	-23760.191320229907	1.9913675480583122	0.8973694386295933	22334.592524866435	1.0	6.536365926133286	6.6241671494461745	6.7596382597644995	6.909324643013157	6.951785609391779	6.989762374535145	6.953854487384568	6.881023861097603	6.831189609422788	6.700885797333788	6.647858862934007	6.563748566927779	689.7753232813496	753.0767509108726	862.3301998323274	1001.5705961272025	1045.0140501119981	1085.46351176611	1047.1782946894589	973.6227040562061	926.2920830985396	813.1257708973595	771.1314585106135	708.9241696959788	3.1171581995911506	1.2241881614133607	1.0	1.0
300000	-59412.343865239935	-1367.535136114421	-58044.808729125514	23.462663620282118	2002.131856927663	3295.2903380569355	0.9549840207287087	1.0665756879009798	0.9294327702732313	0.9302904114445654	1.0463495348701815	1.0723675747823331	0.2694288647507029	0.2577134916483774	0.23621464339240544	0.23664300020851417	0.10763796071281835	1.6873456998505205E-4	1.6873456998505216E-4	-58044.808729125514	0.0	72.74383305338343	-9.617044602514557	6.768665848958978	-23678.12675309029	1.9776912492563754	0.8999756426713964	22339.35456202807	1.0	6.485707022848519	6.574618876100249	6.711803610275856	6.863383431592915	6.906381502338798	6.944838649540147	6.9084765503295875	6.834724662686951	6.784260039249632	6.6523079663575295	6.59861027477821	6.513436036728984	655.7023969674957	716.6724313032838	822.051964553032	956.5981827933969	998.6271665558291	1037.779537490768	1000.7215315261782	929.5723695280552	883.8258484815221	774.5699455429406	734.0743184463169	674.1388082920552	3.023248481284357	1.2396733673312215	1.0	1.0
400000	-57003.68564736436	-1182.7646145865028	-55820.92103277786	8.447347845466503	2017.1471727024787	3163.0315227088126	0.9430502211999158	1.0835873471283823	0.9214131722769332	0.9113049409576888	1.0794707746861474	1.0611735437509326	0.258284674984902	0.2664988208153762	0.2410100505906512	0.23420645360907053	0.09171755913415237	1.5181998728258487E-4	1.5181998728258533E-4	-55820.92103277786	0.0	125.95906121708016	-10.692719565802115	7.406452804780566	-23493.057448138505	2.016362600474842	0.9072862033939406	22341.870716015732	1.0	6.42505295216159	6.513917863917495	6.651030170667615	6.802529964594745	6.8455053342756464	6.883942177817262	6.847599276174471	6.7738863262414775	6.723448345876186	6.591565937797628	6.537896596206222	6.452767326358574	617.113494171149	674.4637049644602	773.5808354798577	900.1216893694843	939.6479973947179	976.4681934722774	941.6176271320563	874.7046847445104	831.6804943699177	728.9214222553481	690.8319501930405	634.4556114277693	2.9644224343898182	1.239018875044001	1.0	1.0
500000	-55003.52524925587	-970.6702302761266	-54032.855018979746	8.984185649043658	2016.6103348989016	3030.9716273216404	0.9221252115131395	1.112357165536858	0.9388967131060496	0.8608627540334853	1.1120821149182845	1.0536760408921835	0.26609783961101974	0.2719039395071449	0.233674403553348	0.22832381732848728	0.06935661079515346	1.3396534143180722E-4	1.3396534143180654E-4	-54032.855018979746	0.0	64.46867913925009	-9.414736087285595	6.487085718309951	-23278.858315912592	2.0606830003638135	0.9075317229808553	22342.11903474303	1.0	6.3693058691445925	6.458168153342372	6.595276405955165	6.74677172033568	6.78974581932065	6.828181526361496	6.791839699305791	6.718128928917645	6.667692439902794	6.535813931323894	6.482146176627831	6.39701942388283	583.6525570030525	637.8914662911394	731.6310859335803	851.3060676161208	888.6876458905575	923.5099061810829	890.5504006772335	827.2681849052684	786.5784316490441	689.3946759505923	653.3716936660821	600.0538636176068	2.9087776753121384	1.238982239728115	1.0	1.0
600000	-53623.73714111279	-965.1390798715877	-52658.5980612412	8.229298722529391	2017.3652218254158	3063.809262970704	0.9004384683553225	1.127209592737729	0.9205935341610075	0.8393915782118457	1.1331989161797422	1.0791679103543534	0.2623700042527748	0.2730281183987577	0.2316407262656576	0.2329611510828099	0.06966142620164442	1.2536897307509692E-4	1.2536897307509757E-4	-52658.5980612412	0.0	88.41916192375929	-9.966991022016966	7.21844347710725	-23269.495322884257	2.0651002189165566	0.9075317229808553	22339.60398640574	1.0	6.350986205310361	6.439085082797488	6.575015452565211	6.725209286338126	6.767814199274756	6.805919709123976	6.769890090953087	6.696812562184485	6.646809367840406	6.516063813915428	6.462857113360055	6.3784616757606	573.0575828584531	625.8339515488958	716.9567030866492	833.1463244448208	869.4094597494885	903.178049154539	871.2161341934706	809.8204546616133	770.3225843573567	675.9126244490823	640.8895372966871	589.0209052231919	2.9201870519749162	1.228338271201692	1.0	1.0
700000	-52116.74383876292	-805.5558251470884	-51311.188013615836	8.921822567028139	2016.672697980917	2976.685969188666	0.8900006991489184	1.1330369357077665	0.9238687630439739	0.8102689884314962	1.179707834299419	1.0631167793684264	0.26379207288187656	0.26632165076365955	0.2406411907184785	0.22924508563598545	0.05818696151180296	1.2046861417359268E-4	1.2046861417359248E-4	-51311.188013615836	0.0	120.26915327167578	-10.590057965917163	7.4105534223411516	-23110.68157843153	2.1388325648559245	0.9075317229808553	22341.421135567307	1.0	6.300136013120557	6.389042595397763	6.526219196830519	6.677790032018649	6.720785553703556	6.75924042104417	6.722880477493307	6.649132962094715	6.598671330359117	6.466727080001235	6.413032571790095	6.327863383137798	544.6459840881943	595.2863768573123	682.8117482965773	794.5612154384456	829.4688479435765	861.9871997230113	831.2083433850044	772.1145826205043	734.119139148522	643.3745638101157	609.7399603623592	559.9588971773218	2.837882736997347	1.2395998755919482	1.0	1.0
800000	-50480.95562165689	-534.8110607142384	-49946.14456094265	8.054610124196651	2017.5399104237486	2767.3095109403343	0.874041896784397	1.130740524898631	0.9375456740841582	0.7876934561191395	1.200075699152993	1.0699027489606812	0.2591370634562835	0.26885814689785686	0.24983981810567138	0.22216497154018836	0.05488326653092652	1.1826040915401223E-4	1.1826040915401195E-4	-49946.14456094265	0.0	114.43953400057792	-10.482573050102097	7.104959885965539	-22850.381419540525	2.183472952541512	0.916159932537506	22351.936605035182	1.0	6.195445348090296	6.286915388283493	6.428047224928589	6.583988326607056	6.62822354514671	6.667787187918432	6.630378872214089	6.554504982735073	6.5025883825819175	6.366839762239426	6.311597071558624	6.223972185867288	490.5098439849121	537.4928127494534	618.9640694818846	723.4188137728694	756.137732284079	786.6529619253284	757.7692139618688	702.4013629482329	666.8655041183177	582.2149807389585	550.9241118119941	504.7040338415048	2.6333643613463598	1.2753414599871378	1.0	1.0
900000	-49260.10054884511	-379.3584984353849	-48880.742050409724	7.630493865786272	2017.9640266821589	2695.568118765639	0.8595251834179113	1.1327354353960966	0.9441667611806555	0.7842643577753591	1.2218514403137737	1.0574568219162042	0.26568616245279725	0.2675011320134764	0.23750042809323388	0.22931227744049257	0.06673431783238754	1.1496938485897027E-4	1.1496938485897023E-4	-48880.742050409724	0.0	78.3729609193084	-9.747125380895044	6.635311426750764	-22707.672645900035	2.075241067242322	0.9338575633752608	22364.789542169914	1.0	6.144849331791429	6.237613371289632	6.380741757823056	6.5388889116336495	6.583749912581688	6.623873250376413	6.58593573041655	6.508988475712739	6.4563374269425875	6.318668411462982	6.262644218957137	6.17377973021166	466.3093857702047	511.63596755513055	590.3654534812855	691.5178136351338	723.2463611398308	752.855454875263	724.828974957646	671.1471924371612	636.7247298570641	554.8336901556486	524.6042763071102	479.9969406384168	2.5323766505485352	1.293383334237805	1.0	1.0
