# BEAST v10.5.0-beta5 Prerelease #fb0d1ded5
# Generated Fri May 29 13:23:23 CEST 2026 [seed=1780053797065]
# -beagle_gpu -beagle_double -beagle_order 1 -overwrite Alignment_101025_sa_cov1_lag1.xml
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	precision	precPrior	randomWalk	coalescent	samplingBetas1	samplingBetas2	samplingModel	skygrid.cutOff	logPop1	logPop2	logPop3	logPop4	logPop5	logPop6	logPop7	logPop8	logPop9	logPop10	logPop11	logPop12	effPop1	effPop2	effPop3	effPop4	effPop5	effPop6	effPop7	effPop8	effPop9	effPop10	effPop11	effPop12	skygrid.coefficients1	skygrid.coefficients2	skygrid.coefficients3	skygrid.indicators1	skygrid.indicators2	skygrid.indicators3
0	-122775.4085961159	-26274.52415287765	-96500.88444323825	19.50506368003341	2006.0894568679118	259.03835554711463	1.0	1.0	1.0	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	4.0954E-4	4.0953999999999833E-4	-96500.88444323825	0.0	1.0	-4.655531579882204	-13.33030760364184	-26251.07624704483	0.0	0.0	-0.9770342091474047	1.0	0.17408666	0.18201490000000003	0.18168744	0.19019383	0.19452474	0.17761984000000003	0.17152361000000002	0.17914617000000002	0.17471508	0.1700868	0.16718906	0.16148051000000002	1.190158700504458	1.199632068264521	1.1992393010587314	1.2094840092240284	1.2147335350209534	1.1943711827687893	1.1871121701197598	1.1961955792975727	1.1909068550880595	1.1854077402467749	1.1819777088912171	1.175249552321384	0.1	0.01	0.01	1.0	1.0	1.0
100000	-64487.776267334586	-132.99544207566947	-64354.78082525892	27.158024957035522	1998.4364955909098	2557.827084914969	0.9884730285732709	1.0262600965802067	0.9980897687112891	1.0003106051019395	1.0229339451030843	0.9639325559302089	0.2646182900640064	0.2616398494185078	0.22970766775396878	0.24403419276351704	0.1154757173897989	0.0010454864172567393	0.0010454864172567352	-64354.78082525892	0.0	51.54873486463594	-9.064121320099709	-0.035916743668222506	-22856.79532162955	0.728592359459535	1.104161462318211	22865.822811022685	1.0	6.4395482997582425	6.664825225913014	6.7403543042471865	6.925848594863227	7.029227343755834	6.687074455804335	6.530973030198266	6.649181536872625	6.4934512011318235	6.376176581199578	6.274938161967437	6.164221941533587	626.1239156028181	784.3263730755167	845.8603746895247	1018.257991598174	1129.1578222052742	801.9726105138382	686.0654492180118	772.1520888257967	660.7999860736766	587.6764734182543	531.0935389630083	475.43108580948893	3.1100650782299937	0.8595939616158399	0.1907941796441892	1.0	1.0	1.0
200000	-60128.26356641052	-5.431095038185617	-60122.832471372334	14.486750109341465	2011.1077704386037	2748.753475825767	0.9651968244059308	1.0390757222471638	0.9772864695217158	0.9998338436292147	1.0368605537154545	0.9817465864805195	0.2628355877036734	0.2690067171602158	0.2309169170764138	0.2372407780596971	0.11456381899572506	2.670641498370155E-4	2.6706414983701765E-4	-60122.832471372334	0.0	21.930194572004638	-7.921819316057092	-2.399883957936603	-23017.45031224131	0.4998989464850297	1.114451910878103	23037.037808120847	1.0	6.6102803053511066	6.885112123152968	6.949379947850715	7.194148299553431	7.326734898970773	6.8639090554769	6.667844054441808	6.844382978255371	6.664195774115212	6.516446176531538	6.399148593593786	6.2471588107174565	742.6911698514505	977.6112764225942	1042.503121434986	1331.6157047866805	1520.409368514238	957.1011258135022	786.6976974163408	938.5939694158714	783.8328327761307	676.1711175843346	601.3328412259831	516.5431409960742	2.9507103583531205	0.8595939616158399	0.26343805550811883	1.0	1.0	1.0
300000	-57119.788180968506	160.37642578265195	-57280.16460675116	7.186579140054628	2018.4079414078906	2766.0573739920255	0.9385146799067701	1.044058212657021	0.9778108601229868	1.0011588638743583	1.0629661882517478	0.9754911951871152	0.2643253216993207	0.2634542850651882	0.2319164189306798	0.24030397430481143	0.10657943942473858	1.8883580396851613E-4	1.8883580396851474E-4	-57280.16460675116	0.0	9.73680913826614	-6.996053996770261	-4.076396252695804	-22907.37928639824	0.42547902898994167	1.1202112685117709	23101.837103022604	1.0	6.596425675706284	6.8894102177343015	6.9495528708312575	7.21603422903863	7.3593201164211255	6.852289900549325	6.641585622951574	6.839491881878398	6.650345748100159	6.491432694261867	6.368252390963696	6.201143462994991	732.4724107716124	981.8221851117887	1042.6834097695184	1361.0806095000116	1570.768260291761	946.044776656249	766.3091075106287	934.0144244800674	773.051560442855	659.4675020286388	583.0380155288782	493.31280364694567	2.815939849387252	0.8595939616158399	0.29004863221300137	1.0	1.0	1.0
400000	-54716.367008468835	283.16505529057355	-54999.532063759405	7.687813181085344	2017.9067073668598	2843.490365432295	0.8991367508104052	1.0704965828623079	0.9673173620159934	1.0008236140068276	1.0801990671444475	0.9820266231600174	0.2628121745009277	0.2748605796842561	0.23565878216871466	0.2266684636461017	0.09710155304836558	1.545139569455212E-4	1.5451395694552074E-4	-54999.532063759405	0.0	14.377773648700055	-7.428335998739592	-4.5737367568051495	-22901.431738093142	0.12350145972721814	1.1514940619780518	23223.881616815495	1.0	6.6163184036036995	6.9412353425851405	7.000533722775694	7.300961591570986	7.461580872607257	6.887236322239476	6.652074176673687	6.8801312171248155	6.672971224483717	6.49549659553012	6.360539383141129	6.170726328908471	747.1891781484389	1034.046828352698	1097.2186127429466	1481.724056122705	1739.8964389756936	979.6901245649077	774.3888802466821	972.7539934000104	790.7415882818519	662.1529658805467	578.5583368607226	478.5335526467075	2.5305853481636404	0.9030902828942433	0.32980312901597975	1.0	1.0	1.0
500000	-53040.85746054026	481.16815409763194	-53522.025614637896	8.259589395083674	2017.3349311528616	2796.757149348428	0.8888831187434544	1.0830332384528845	0.9691677802162554	1.000765508260071	1.0853078128694436	0.9728425414578904	0.2606914395661507	0.270906237097962	0.23965366590111878	0.22874865743476866	0.0824895650482262	1.4035046553673985E-4	1.4035046553673963E-4	-53522.025614637896	0.0	17.89357330322827	-7.680064511803697	-6.232874883854878	-22793.76067036021	-0.03204624879803969	1.1769159011349575	23318.057080307884	1.0	6.634412274216786	6.984413178255375	7.036671542766527	7.367990780656159	7.543705475774422	6.90609565036025	6.6504341596097944	6.909570913293311	6.690502190871046	6.497376756276294	6.3545891160087065	6.1430708415490916	760.8317739429316	1079.6726564063583	1137.5948622886872	1584.4470810003654	1888.816035985963	998.3417478001389	773.1199101197442	1001.8172835731508	804.7262768766624	663.3990909856238	575.1259820457975	465.4807961154144	2.4009295975255576	0.8940025250039727	0.3680486403766261	1.0	1.0	1.0
600000	-51715.27859828256	543.98027021347	-52259.25886849603	6.976936575794978	2018.6175839721502	2779.252689604134	0.8573165191943435	1.0845485986731378	0.9596414273842636	1.0106529926170162	1.1089257600525162	0.9789147020787222	0.2669732920860319	0.26748761401185556	0.2363311662167812	0.22920792768533146	0.08784113163179698	1.370609637124438E-4	1.370609637124435E-4	-52259.25886849603	0.0	13.772439348301601	-7.3796987254286215	-6.153499210649341	-22773.650235071756	-0.09660737573368677	1.18326949746981	23360.561711093425	1.0	6.625491483784591	6.988067476532553	7.043530510675924	7.385874302084752	7.567594310814885	6.909237763416935	6.64465849345572	6.911566656148835	6.68416053477989	6.484319042509533	6.3361055524285534	6.117793166224019	754.0747369993296	1083.6253200419167	1145.4244095543897	1613.0374606817343	1934.480919490565	1001.4835838580732	768.6674978224048	1003.8186497011736	799.6391271073336	654.7929262420287	564.5932455099377	453.86199053562996	2.2207520924719617	0.9351249189927611	0.37981183203166324	1.0	1.0	1.0
700000	-50129.573918529444	778.7163533969468	-50908.29027192639	8.301041550394178	2017.2934789975511	2665.351978084089	0.8361905149131257	1.0980475581255398	0.9728219526593986	0.9849192014456472	1.137252872877425	0.9707678999788631	0.2688429998106873	0.2665763907164687	0.23658661965608657	0.2279939898167575	0.07455779582145401	1.328597530328487E-4	1.328597530328487E-4	-50908.29027192639	0.0	9.71113587275938	-6.993183461206813	-6.474964937155098	-22580.453938165738	-0.07344590327225062	1.1864893109808528	23402.33588754235	1.0	6.538136216032087	6.914695463479548	6.967181494759288	7.326118107997118	7.5160333474409455	6.823952534024521	6.548136954149459	6.8312719102403765	6.596894077705231	6.388486917970162	6.235697192629384	6.005860145435001	690.9975070592092	1006.964323388314	1061.2274562476196	1519.4718828855362	1837.2650288251955	919.6126364350199	697.9426626233119	926.3683208314752	732.8155826779209	594.9556815432046	510.6565203299117	405.7998855819819	2.0373578537856973	0.9364860807884245	0.40008945789307115	1.0	1.0	1.0
800000	-48739.339566469294	971.7766217490688	-49711.116188218366	6.6503259017774345	2018.9441946461677	2586.0611180261167	0.8409446148232439	1.1155056315720397	0.9349098207716949	0.9867871023965219	1.1544476516783984	0.9674051787581003	0.2739516971174808	0.2588891805640452	0.243291533938892	0.2238675883795821	0.02253517140494348	1.1832066360240491E-4	1.1832066360240547E-4	-49711.116188218366	0.0	8.616030497711847	-6.8637801195722155	-7.130121098819078	-22436.63654316373	-0.03452445561571638	1.187964953199857	23454.24572048406	1.0	6.51269871470039	6.908199322713814	6.956380966304214	7.337973897131178	7.539053249940153	6.800847626529867	6.509756773789778	6.815187358551725	6.571461380005777	6.351405773048864	6.192477755401806	5.9468647191560855	673.6419340990254	1000.4441423336884	1049.8273135121308	1537.5936326811186	1880.0492455833466	898.6086534642415	671.6630316682915	911.5872934604239	714.4131096771116	573.2980697792735	489.05636828687983	382.5520487436808	1.8857513411344635	0.9364860807884245	0.4278561182552172	1.0	1.0	1.0
900000	-47715.30530206848	1222.319650237516	-48937.624952305996	6.8235251663755765	2018.7709953815697	2513.404092300204	0.8095863003545339	1.1373346821837211	0.9007875324079225	0.9826059860171459	1.1737411537258766	0.995944345310799	0.27054458780762797	0.2675366163072742	0.23934607937620683	0.22257271650889107	0.010394952504243257	1.209424818476864E-4	1.2094248184768605E-4	-48937.624952305996	0.0	4.815815453763461	-6.249876068412167	-8.498967401749445	-22300.74597028416	-0.4596598341453807	1.232217337174326	23568.81220092854	1.0	6.538728780563401	6.964705533414421	7.008901456397787	7.424999816302128	7.64335985215196	6.835729677967077	6.52065460941587	6.858548800216498	6.598748377536791	6.36044406651893	6.190984696629995	5.921772885000385	691.4070890130035	1058.60314827106	1106.4383662438556	1677.3992648826584	2086.7432001715883	930.5070735806661	679.0227345616167	951.9845448101811	734.1757031352893	578.5031932624007	488.3267232233253	373.07254263128607	1.6663488481544866	0.9564283556183328	0.46929685054515313	1.0	1.0	1.0
