# BEAST v10.5.0-beta5 Prerelease #fb0d1ded5
# Generated Mon May 18 09:49:37 CEST 2026 [seed=1779090572319]
# -beagle_gpu -beagle_double -beagle_order 1 -overwrite Alignment_101025_sa_cov1_lag0.xml
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	precision	precPrior	randomWalk	coalescent	samplingBetas1	samplingBetas2	samplingModel	skygrid.cutOff	logPop1	logPop2	logPop3	logPop4	logPop5	logPop6	logPop7	logPop8	logPop9	logPop10	logPop11	logPop12	effPop1	effPop2	effPop3	effPop4	effPop5	effPop6	effPop7	effPop8	effPop9	effPop10	effPop11	effPop12	skygrid.coefficients1	skygrid.coefficients2	skygrid.coefficients3	skygrid.indicators1	skygrid.indicators2	skygrid.indicators3
0	-123983.63791262168	-27007.36836752773	-96976.26954509395	35.1009748075169	1990.4935457404283	311.66044142409555	1.0	1.0	1.0	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	4.0954E-4	4.095400000000004E-4	-96976.26954509395	0.0	1.0	-4.655531579882204	-13.330302038370647	-26983.920467260185	0.0	0.0	-0.9770342091474047	1.0	0.17728395	0.17408666	0.18201490000000003	0.18168744	0.19019383	0.19452474	0.17761984000000003	0.17152361000000002	0.17914617000000002	0.17471508	0.1700868	0.16718906	1.1939700728003937	1.190158700504458	1.199632068264521	1.1992393010587314	1.2094840092240284	1.2147335350209534	1.1943711827687893	1.1871121701197598	1.1961955792975727	1.1909068550880595	1.1854077402467749	1.1819777088912171	0.1	0.01	0.01	1.0	1.0	1.0
100000	-65494.980102857655	-436.8985774725227	-65058.08152538513	70.87699750006547	1954.7175230478797	3245.2835726107473	0.987714850394905	1.0317227015069135	0.9832604345469224	0.9705536084650085	1.0279177879814327	0.9988306171048177	0.2649045926841607	0.2659588555488444	0.22833467110489847	0.24080188066209637	0.11230813226773516	0.0010715358489526033	0.0010715358489526005	-65058.08152538513	0.0	2.265959001310486	-5.478009258664207	-14.041208783537826	-23320.48541891487	0.6203046240178	1.023765039823717	23051.990869554524	1.0	7.284557379623802	6.884711228120352	7.4362451320012575	7.220036688078452	7.939954969026153	8.286114366645457	6.795023867475723	6.331900269399728	7.086490676360157	6.846238090845478	6.49180987544897	6.333321518690567	1457.6158195908004	977.2194354668413	1696.3686073920246	1366.5391954857791	2807.2340929692896	3968.3845108479823	893.3905823250913	562.2239563737244	1195.7043158087668	940.3367829633943	659.7162876795938	563.0235848741316	4.522441990942867	-0.6164181451189228	0.9085055582926849	1.0	1.0	1.0
200000	-62075.671710044066	-511.66793406368635	-61564.00377598038	58.50901967842007	1967.085500869525	3460.9883227857545	0.9902961668310699	1.049397966335441	0.9799325706410651	0.9508466382670961	1.0534922911491207	0.976034366776207	0.2639154289516634	0.26333687211007123	0.2287771605750447	0.24397053836322063	0.12000649108797434	5.605804374263345E-4	5.605804374263355E-4	-61564.00377598038	0.0	4.132059212788598	-6.091440294647622	-15.301053824147358	-23536.818843430334	0.4415864358864384	1.0278369581894853	23068.217463043078	1.0	7.427144901971543	7.018219283969319	7.585895655728001	7.366219145322544	8.10531320253715	8.460940569407809	6.930867194350469	6.454765909437716	7.228125139815767	6.979835340696775	6.6155135326629395	6.45174929448245	1681.0012919547773	1116.7961492369195	1970.2104742147544	1581.64250364515	3312.0188355035434	4726.501510317252	1023.381065207364	635.724891635715	1377.637204164002	1074.7413862576013	746.5880292477904	633.8100440511893	4.54553406682588	-0.6150596056299471	0.931948859415948	1.0	1.0	1.0
300000	-59125.284369834146	-366.6373132148187	-58758.647056619324	54.30933823844971	1971.2851823094954	3423.998895986853	0.979415489306452	1.0679711465506778	0.9915779241198445	0.9141329800740491	1.0686160603817676	0.9782863995672088	0.26578144538612525	0.26461248469574394	0.2358487773776337	0.23375729254049707	0.11139016658619072	1.814986597277028E-4	1.81498659727704E-4	-58758.647056619324	0.0	4.35766505590683	-6.146325242951936	-15.935198770826679	-23394.511447759272	0.5072837701666081	1.0242316575880377	23079.76284193341	1.0	7.370142858678944	6.954931321007626	7.536436702124776	7.315416085527164	8.069859741437238	8.433220717741632	6.872401521699406	6.385510771208182	7.173062194538701	6.917315089166075	6.544790598710973	6.376144117912693	1587.8606065108067	1048.3065388431137	1875.1364369392663	1503.2971661218821	3196.6534396157695	4597.282825036934	965.2638867221631	593.1876384010234	1303.8310804177713	1009.6056511297814	695.6110018571796	587.6573958179645	4.364173934568188	-0.6028598465969253	0.9502421088557536	1.0	1.0	1.0
400000	-56639.23567661417	-216.2054144083489	-56423.030262205815	46.4016380898291	1979.1928824581162	3276.9875459956716	0.9648680587717822	1.1028889721766346	0.9526043686548661	0.8994702385631919	1.0984625563879828	0.9817058054455424	0.263984701048116	0.2748423017438961	0.2311607270035125	0.23001227020447534	0.08963619327721936	1.522009503388802E-4	1.5220095033887965E-4	-56423.030262205815	0.0	1.7189264555342927	-5.1990037872167205	-14.697319909870663	-23240.12579002871	0.5350069452053395	1.0253477273413631	23077.885919398777	1.0	7.338222699921667	6.924631922861488	7.503312885852189	7.282934112831267	8.03399939928079	8.395695652291181	6.841754301637729	6.357141305028871	7.141368142591661	6.887014974732111	6.516227428429663	6.348496251682269	1537.9762378622127	1017.0198589626386	1814.042185381785	1455.2516396011526	3084.0513940471333	4427.966163401911	936.1299493698004	576.5956869469778	1263.1553841220978	979.4732965958957	676.0232226122823	571.6324710183992	4.3526880763114395	-0.6028598465969253	0.9461017167986632	1.0	1.0	1.0
500000	-54718.40629339677	-72.8288820971192	-54645.57741129965	37.8849011436455	1987.7096194042997	3184.033687381027	0.9452598381144148	1.1055228746254668	0.9444899604207047	0.9053939153563257	1.1310192678147784	0.9683141436683097	0.2620733765013412	0.2673641221006332	0.23374946976516986	0.2368130316328557	0.08467391368122612	1.351444559533235E-4	1.3514445595332308E-4	-54645.57741129965	0.0	3.15303949879511	-5.813945213645283	-14.737118419730965	-23092.525872946902	0.6097517789379329	1.0253477273413631	23076.845767287406	1.0	7.273149246361257	6.859975579727015	7.437680375212942	7.217367478342416	7.967368478041411	8.32852555666453	6.776707260476476	6.2928500220932495	7.076108689748173	6.82229211678976	6.452078717895167	6.284698632353658	1441.0816354835777	953.3437862914087	1698.8050569509019	1362.8964795097527	2885.2547541483405	4140.308399445176	877.1756527156961	540.6921197362752	1183.3547470641552	918.0869627421482	634.0188703131558	536.3026420159384	4.296784826148944	-0.6039177370312949	0.9448423396514087	1.0	1.0	1.0
600000	-52914.49714948771	312.7016727046337	-53227.198822192346	35.396702623264204	1990.197817924681	2959.408854771239	0.9489511746417468	1.1164264838021918	0.9610334032507015	0.8654984623425244	1.1513847559522716	0.956705720010564	0.2661041459132756	0.26362625517228616	0.23758293873203917	0.23268666018239906	0.05638269072846501	1.2549324700352211E-4	1.254932470035225E-4	-53227.198822192346	0.0	2.5604641753513464	-5.601922896582078	-14.703936165423965	-22717.985655939185	0.6185590483189882	1.0344292251244955	23088.319238009117	1.0	7.149269662446864	6.729187553359271	7.318931344583778	7.095882609130342	7.860283805159353	8.228536715824735	6.647401814368275	6.153835719839933	6.9512653324818725	6.69150714357693	6.31389007344254	6.142608532424267	1273.1757674645698	836.4674046830222	1508.5909441491635	1206.9871914235648	2592.25596664304	3746.3477678882327	770.7790945133742	470.51870783513874	1044.470494843086	805.5353952208449	552.1888312861993	465.2656498318168	4.085804662351211	-0.6039177370312949	0.9624906339547838	1.0	1.0	1.0
700000	-51508.97922401337	412.7028602973625	-51921.682084310734	26.125165936179588	1999.4693546117655	2900.011414288383	0.9251584503787001	1.147134570896154	0.9318926839549604	0.8721462142893767	1.1864994972479657	0.9371685832328435	0.2666837365026814	0.26200078969054785	0.24035960908219306	0.23095586472457771	0.026870396387317433	1.242761658954698E-4	1.242761658954696E-4	-51921.682084310734	0.0	2.015574759065236	-5.359582678479566	-14.679570193160124	-22620.31626209083	0.6696913390816097	1.0354136703804928	23090.227160839546	1.0	7.09307244613309	6.673492774874557	7.264011792320298	7.041819629231138	7.806463805881171	8.174934036564581	6.5935936541343345	6.099610790221922	6.896755229010018	6.636251383473039	6.258330869527773	6.086568011815581	1203.6001220176038	791.1541074316845	1427.973795613291	1143.4663996247161	2456.428650206525	3550.8206918871656	730.4009676736928	445.68427164460314	989.0602293499318	762.2323141793407	522.3463478691547	439.90905475764185	4.010041211736725	-0.5969123854089196	0.9624906339547838	1.0	1.0	1.0
800000	-49985.987916526494	701.6875927924265	-50687.67550931892	8.676616497432406	2016.9179040505128	2641.405449141409	0.8795455561781799	1.1705471265448613	0.9535264023731672	0.8659307786448478	1.209852421356569	0.9205977149023752	0.265790826898843	0.2707615021730141	0.2395893841922529	0.22385828673589012	0.02718179515116103	1.2573984345534556E-4	1.2573984345534572E-4	-50687.67550931892	0.0	2.7884651428487683	-5.688652634592377	-14.791262615274999	-22335.51399034099	0.779538747641902	1.036450927748158	23094.08376044048	1.0	6.995517588706393	6.576727086752332	7.168463736912884	6.947616975339786	7.712642796915024	8.081454367914702	6.4997912405242095	6.0051537650640014	6.801850286838539	6.5401752529641275	6.161778125739916	5.98925927327852	1091.7285979147646	718.1849215208106	1297.8492326209705	1040.666836225121	2236.4449247233483	3233.9331467239253	665.0027929183212	405.51333772605824	899.5101045431861	692.4079139432463	474.2706383506384	399.118862400158	3.8817540514833775	-0.5859092161655568	0.9624906339547838	1.0	1.0	1.0
900000	-48949.918158740824	896.3070315987455	-49846.225190339566	8.247268201793743	2017.3472523461514	2545.072504290314	0.8699511356777636	1.1791646342894446	0.9541380294026545	0.8643850180853778	1.2209419207712586	0.9114192617735011	0.2667277410378648	0.2594903971869905	0.24507024402792804	0.22871161774721668	0.02147028298153133	1.268935624673272E-4	1.2689356246732735E-4	-49846.225190339566	0.0	2.367854055856648	-5.5225743629128665	-14.653046589051993	-22144.699763413566	0.8196694107890512	1.0414368019973856	23097.008483094603	1.0	6.918615312465778	6.500268808509887	7.092690516344144	6.872600697009524	7.637841237507361	8.006844851477107	6.425000143131226	5.929994373801563	6.726438891023668	6.464104929750087	6.085439653041914	5.9124954670641605	1010.9192177007652	665.3204528086645	1203.1405190506448	965.456162603815	2075.2589862093478	3001.432193234726	617.0809058663834	376.15239751075484	834.1713951558222	641.6897489202853	439.4129594554692	369.62739846430946	3.7875613397723864	-0.579718674934556	0.9624906339547838	1.0	1.0	1.0
