NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMM;RR;QRR;NBRR;RR_ME;RRAB;QRRAB;RRABDAT;NBJRR1;NBJRR5;NBJRR10;NBJRR30;NBJRR50;NBJRR100;PMERM;QPMERM;NBPMERM;PMERMINAB;QPMERMINAB;PMERMINABDAT;TX;QTX;NBTX;TX_ME;TXAB;QTXAB;TXDAT;TXMIN;QTXMIN;TXMINDAT;NBJTX0;NBJTX25;NBJTX30;NBJTX35;NBJTXI20;NBJTXI27;NBJTXS32;TN;QTN;NBTN;TN_ME;TNAB;QTNAB;TNDAT;TNMAX;QTNMAX;TNMAXDAT;NBJTN5;NBJTN10;NBJTNI10;NBJTNI15;NBJTNI20;NBJTNS20;NBJTNS25;NBJGELEE;TAMPLIM;QTAMPLIM;TAMPLIAB;QTAMPLIAB;TAMPLIABDAT;NBTAMPLI;TM;QTM;NBTM;TMM;QTMM;NBTMM;NBJTMS24;TMMIN;QTMMIN;TMMINDAT;TMMAX;QTMMAX;TMMAXDAT;UNAB;QUNAB;UNABDAT;NBUN;UXAB;QUXAB;UXABDAT;NBUX;UMM;QUMM;NBUM;TSVM;QTSVM;NBTSVM;ETP;QETP;FXIAB;QFXIAB;DXIAB;QDXIAB;FXIDAT;NBJFF10;NBJFF16;NBJFF28;NBFXI;FXI3SAB;QFXI3SAB;DXI3SAB;QDXI3SAB;FXI3SDAT;NBJFXI3S10;NBJFXI3S16;NBJFXI3S28;NBFXI3S;FXYAB;QFXYAB;DXYAB;QDXYAB;FXYABDAT;NBJFXY8;NBJFXY10;NBJFXY15;NBFXY;FFM;QFFM;NBFFM;INST;QINST;NBINST;NBSIGMA0;NBSIGMA20;NBSIGMA80;GLOT;QGLOT;NBGLOT;DIFT;QDIFT;NBDIFT;DIRT;QDIRT;NBDIRT;HNEIGEFTOT;QHNEIGEFTOT;HNEIGEFAB;QHNEIGEFAB;HNEIGEFDAT;NBHNEIGEF;NBJNEIG;NBJHNEIGEF1;NBJHNEIGEF5;NBJHNEIGEF10;NBJSOLNG;NEIGETOTM;QNEIGETOTM;NEIGETOTAB;QNEIGETOTAB;NEIGETOTABDAT;NBJNEIGETOT1;NBJNEIGETOT10;NBJNEIGETOT30;NBJGREL;NBJORAG;NBJBROU
97401520;LE TEVELAVE;-21.211667;55.361333;908;202411;228.8;1;30;;167.1;1;21;15;3;3;1;1;1;;;0;;;;22.2;1;30;;25.7;1;22;18.8;1;1;0;1;0;0;2;30;0;14.7;1;30;;12.5;1;9;18.9;1;22;0;0;0;20;30;0;0;0;7.5;1;10.2;1;15;30;18.5;1;30;18.3;1;30;0;15.7;1;1;22.3;1;22;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401520;LE TEVELAVE;-21.211667;55.361333;908;202412;167.0;1;31;;112.5;1;30;12;4;2;1;1;1;;;0;;;;23.3;1;31;;25.0;1;8;21.7;1;6;0;1;0;0;0;31;0;15.0;1;31;;12.8;1;6;17.7;1;30;0;0;0;19;31;0;0;0;8.3;1;10.8;1;13;31;19.1;1;31;19.0;1;31;0;17.3;1;6;20.9;1;29;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401520;LE TEVELAVE;-21.211667;55.361333;908;202501;180.3;1;31;;37.3;1;24;15;8;5;3;0;0;;;0;;;;25.0;1;31;;28.8;1;10;22.9;1;1;0;15;0;0;0;29;0;16.6;1;31;;14.7;1;5;18.6;1;31;0;0;0;3;31;0;0;0;8.3;1;13.5;1;10;31;20.8;1;31;20.4;1;31;0;19.4;1;1;22.7;1;31;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401520;LE TEVELAVE;-21.211667;55.361333;908;202502;469.9;1;28;;217.0;1;28;15;9;8;4;2;1;;;0;;;;25.7;1;28;;27.7;1;3;24.0;1;25;0;22;0;0;0;26;0;19.0;1;28;;17.4;1;13;21.3;1;3;0;0;0;0;24;5;0;0;6.6;1;8.8;1;13;28;22.3;1;28;21.8;1;28;0;21.3;1;20;24.5;1;3;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401520;LE TEVELAVE;-21.211667;55.361333;908;202503;637.9;1;31;;183.3;1;18;17;11;10;7;4;2;;;0;;;;24.8;1;31;;29.0;1;7;22.4;1;28;0;12;0;0;0;27;0;18.0;1;31;;15.5;1;29;21.1;1;1;0;0;0;0;29;2;0;0;6.9;1;11.6;1;7;31;21.4;1;31;21.0;1;31;1;19.2;1;28;24.3;1;1;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401520;LE TEVELAVE;-21.211667;55.361333;908;202504;123.8;1;30;;61.1;1;9;7;4;4;1;1;0;;;0;;;;24.1;1;30;;25.7;1;19;21.7;1;29;0;5;0;0;0;30;0;16.8;1;30;;15.2;1;21;18.2;1;12;0;0;0;0;30;0;0;0;7.3;1;9.5;1;15;30;20.5;1;30;20.1;1;30;0;19.2;1;4;21.5;1;11;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401520;LE TEVELAVE;-21.211667;55.361333;908;202505;227.4;1;31;;105.6;1;6;11;6;4;2;2;1;;;0;;;;21.6;1;31;;25.0;1;9;17.7;1;24;0;1;0;0;5;31;0;14.8;1;31;;10.2;1;31;19.0;1;10;0;0;0;16;31;0;0;0;6.9;1;11.4;1;19;31;18.2;1;31;17.8;1;31;0;15.3;1;31;21.3;1;10;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401520;LE TEVELAVE;-21.211667;55.361333;908;202506;86.9;1;30;;31.6;1;6;6;5;4;1;0;0;;;0;;;;19.7;1;30;;22.6;1;5;16.7;1;14;0;0;0;0;17;30;0;12.1;1;30;;10.0;1;24;15.8;1;27;0;0;1;28;30;0;0;0;7.6;1;11.8;1;5;30;15.9;1;30;15.5;1;30;0;14.1;1;24;18.6;1;27;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401520;LE TEVELAVE;-21.211667;55.361333;908;202507;103.7;1;31;;46.1;1;1;8;5;3;1;0;0;;;0;;;;18.2;1;31;;20.7;1;8;13.2;1;30;0;0;0;0;29;31;0;11.4;1;31;;9.7;1;27;13.8;1;1;0;0;3;31;31;0;0;0;6.8;1;9.8;1;27;31;14.8;1;31;14.4;1;31;0;12.6;1;30;16.7;1;10;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401520;LE TEVELAVE;-21.211667;55.361333;908;202508;209.4;1;31;;115.2;1;17;7;4;3;3;1;1;;;0;;;;18.2;1;31;;20.6;1;11;14.5;1;18;0;0;0;0;27;31;0;10.8;1;31;;8.9;1;28;13.9;1;12;0;0;15;31;31;0;0;0;7.5;1;11.2;1;27;31;14.5;1;31;14.3;1;31;0;13.2;1;5;17.0;1;12;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401520;LE TEVELAVE;-21.211667;55.361333;908;202509;54.2;1;30;;33.1;1;21;7;2;2;1;0;0;;;0;;;;19.1;1;30;;22.7;1;18;16.2;1;10;0;0;0;0;21;30;0;11.3;1;30;;9.5;1;1;14.1;1;7;0;0;6;30;30;0;0;0;7.8;1;11.2;1;6;30;15.2;1;30;15.1;1;30;0;13.5;1;13;17.4;1;18;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401520;LE TEVELAVE;-21.211667;55.361333;908;202510;44.9;1;24;;17.3;1;4;10;2;2;0;0;0;;;0;;;;20.2;1;24;;23.0;1;1;16.1;1;6;0;0;0;0;11;24;0;12.8;1;24;;9.6;1;7;15.3;1;2;0;0;1;23;24;0;0;0;7.4;1;10.3;1;8;24;16.5;1;24;15.9;1;14;0;13.1;1;7;18.6;1;1;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401540;LES AVIRONS - CIRAD;-21.239500;55.327500;180;202401;436.5;1;31;;100.0;1;28;18;12;10;6;4;1;;;0;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;52023;9;31;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401540;LES AVIRONS - CIRAD;-21.239500;55.327500;180;202402;88.0;1;29;;20.0;1;22;8;6;5;0;0;0;;;0;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;56597;9;29;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401540;LES AVIRONS - CIRAD;-21.239500;55.327500;180;202403;33.0;1;31;;8.5;1;11;8;3;0;0;0;0;;;0;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;55559;9;31;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401540;LES AVIRONS - CIRAD;-21.239500;55.327500;180;202404;43.0;1;30;;26.5;1;14;6;2;1;0;0;0;;;0;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;45746;9;30;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401540;LES AVIRONS - CIRAD;-21.239500;55.327500;180;202405;42.0;1;31;;28.0;1;20;7;1;1;0;0;0;;;0;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;42577;9;31;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401540;LES AVIRONS - CIRAD;-21.239500;55.327500;180;202406;23.5;1;30;;9.5;1;15;3;2;0;0;0;0;;;0;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;32912;9;30;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401540;LES AVIRONS - CIRAD;-21.239500;55.327500;180;202407;0.5;9;31;;0.5;9;2;0;0;0;0;0;0;;;0;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;44332;9;31;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401540;LES AVIRONS - CIRAD;-21.239500;55.327500;180;202408;8.5;9;31;;5.5;1;24;2;1;0;0;0;0;;;0;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;52000;1;31;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401540;LES AVIRONS - CIRAD;-21.239500;55.327500;180;202409;16.5;1;30;;16.5;1;13;1;1;1;0;0;0;;;0;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;44250;1;30;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401540;LES AVIRONS - CIRAD;-21.239500;55.327500;180;202410;70.0;1;31;;63.0;1;4;3;2;1;1;1;0;;;0;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;57150;1;31;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401540;LES AVIRONS - CIRAD;-21.239500;55.327500;180;202411;76.7;1;30;;60.5;1;21;4;3;2;1;1;0;;;0;;;;29.2;1;4;;29.9;1;28;28.5;1;27;0;4;0;0;0;0;0;19.7;1;3;;19.3;1;29;20.0;1;30;0;0;0;0;3;1;0;0;9.7;1;10.5;1;29;3;24.6;1;3;24.4;1;3;3;24.4;1;30;24.9;1;28;;;;0;;;;0;73;9;3;22.4;9;3;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;61350;1;30;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401540;LES AVIRONS - CIRAD;-21.239500;55.327500;180;202412;37.0;1;31;;32.5;1;30;2;1;1;1;0;0;;;0;;;;30.7;1;28;;32.9;1;16;28.2;1;9;0;28;20;0;0;0;5;21.2;1;25;;20.2;1;14;23.1;1;29;0;0;0;0;0;25;0;0;9.4;1;11.5;1;17;25;25.9;1;25;25.6;1;25;25;24.7;1;2;27.4;1;16;;;;0;;;;0;74;9;25;24.1;9;25;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;72932;9;31;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401540;LES AVIRONS - CIRAD;-21.239500;55.327500;180;202501;70.8;1;31;;20.0;1;31;9;5;3;0;0;0;;;0;;;;31.7;1;18;;33.7;1;11;28.7;1;1;0;18;16;0;0;0;10;22.0;1;17;;20.5;1;5;24.0;1;12;0;0;0;0;0;17;0;0;9.6;1;10.8;1;14;16;26.7;1;16;26.5;1;14;14;25.4;1;2;28.4;1;12;;;;0;;;;0;75;9;14;25.8;9;14;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;68583;9;31;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401540;LES AVIRONS - CIRAD;-21.239500;55.327500;180;202502;239.8;1;28;;100.0;1;28;17;10;7;2;2;1;;;0;;;;31.0;1;1;;31.0;1;27;31.0;1;27;0;1;1;0;0;0;0;;;0;;;;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;53300;1;27;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401540;LES AVIRONS - CIRAD;-21.239500;55.327500;180;202503;288.1;1;31;;100.0;1;18;10;8;7;3;2;1;;;0;;;;30.1;1;8;;34.2;1;16;25.5;1;17;0;8;5;0;0;1;2;23.0;1;2;;22.8;1;17;23.2;1;16;0;0;0;0;0;2;0;0;6.9;1;11.0;1;16;2;26.4;1;2;25.6;1;2;1;24.2;1;17;28.7;1;16;;;;0;;;;0;86;9;2;27.6;9;2;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;58709;9;31;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401540;LES AVIRONS - CIRAD;-21.239500;55.327500;180;202504;25.8;1;30;;20.0;1;29;2;2;1;0;0;0;;;0;;;;29.6;1;2;;30.6;1;14;28.5;1;1;0;2;1;0;0;0;0;;;0;;;;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;52730;1;30;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401540;LES AVIRONS - CIRAD;-21.239500;55.327500;180;202505;71.4;1;31;;25.0;1;23;9;4;3;0;0;0;;;0;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;45000;1;31;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401540;LES AVIRONS - CIRAD;-21.239500;55.327500;180;202506;28.5;1;30;;10.0;1;14;5;3;1;0;0;0;;;0;;;;25.5;1;2;;25.7;1;12;25.4;1;11;0;2;0;0;0;2;0;16.9;1;2;;16.8;1;13;17.0;1;12;0;0;0;0;2;0;0;0;8.7;1;8.7;1;12;1;21.4;1;1;20.4;1;1;0;21.4;1;12;21.4;1;12;;;;0;;;;0;79;9;1;19.1;9;1;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;37571;9;29;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401540;LES AVIRONS - CIRAD;-21.239500;55.327500;180;202507;;;0;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;1500;1;1;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97401540;LES AVIRONS - CIRAD;-21.239500;55.327500;180;202508;;;0;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;1600;1;1;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
