NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMM;RR;QRR;NBRR;RR_ME;RRAB;QRRAB;RRABDAT;NBJRR1;NBJRR5;NBJRR10;NBJRR30;NBJRR50;NBJRR100;PMERM;QPMERM;NBPMERM;PMERMINAB;QPMERMINAB;PMERMINABDAT;TX;QTX;NBTX;TX_ME;TXAB;QTXAB;TXDAT;TXMIN;QTXMIN;TXMINDAT;NBJTX0;NBJTX25;NBJTX30;NBJTX35;NBJTXI20;NBJTXI27;NBJTXS32;TN;QTN;NBTN;TN_ME;TNAB;QTNAB;TNDAT;TNMAX;QTNMAX;TNMAXDAT;NBJTN5;NBJTN10;NBJTNI10;NBJTNI15;NBJTNI20;NBJTNS20;NBJTNS25;NBJGELEE;TAMPLIM;QTAMPLIM;TAMPLIAB;QTAMPLIAB;TAMPLIABDAT;NBTAMPLI;TM;QTM;NBTM;TMM;QTMM;NBTMM;NBJTMS24;TMMIN;QTMMIN;TMMINDAT;TMMAX;QTMMAX;TMMAXDAT;UNAB;QUNAB;UNABDAT;NBUN;UXAB;QUXAB;UXABDAT;NBUX;UMM;QUMM;NBUM;TSVM;QTSVM;NBTSVM;ETP;QETP;FXIAB;QFXIAB;DXIAB;QDXIAB;FXIDAT;NBJFF10;NBJFF16;NBJFF28;NBFXI;FXI3SAB;QFXI3SAB;DXI3SAB;QDXI3SAB;FXI3SDAT;NBJFXI3S10;NBJFXI3S16;NBJFXI3S28;NBFXI3S;FXYAB;QFXYAB;DXYAB;QDXYAB;FXYABDAT;NBJFXY8;NBJFXY10;NBJFXY15;NBFXY;FFM;QFFM;NBFFM;INST;QINST;NBINST;NBSIGMA0;NBSIGMA20;NBSIGMA80;GLOT;QGLOT;NBGLOT;DIFT;QDIFT;NBDIFT;DIRT;QDIRT;NBDIRT;HNEIGEFTOT;QHNEIGEFTOT;HNEIGEFAB;QHNEIGEFAB;HNEIGEFDAT;NBHNEIGEF;NBJNEIG;NBJHNEIGEF1;NBJHNEIGEF5;NBJHNEIGEF10;NBJSOLNG;NEIGETOTM;QNEIGETOTM;NEIGETOTAB;QNEIGETOTAB;NEIGETOTABDAT;NBJNEIGETOT1;NBJNEIGETOT10;NBJNEIGETOT30;NBJGREL;NBJORAG;NBJBROU
97409210;BOIS-ROUGE;-20.913667;55.641333;5;202510;29.0;1;31;;8.0;1;21;10;2;0;0;0;0;;;0;;;;29.1;1;31;;31.9;1;4;25.5;1;6;0;31;7;0;0;2;0;19.3;1;31;;16.9;1;7;21.6;1;24;0;0;0;0;25;7;0;0;9.8;1;12.7;1;4;31;24.2;1;31;23.4;1;31;6;22.0;1;10;25.8;1;17;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409210;BOIS-ROUGE;-20.913667;55.641333;5;202511;1.8;1;1;;1.8;1;1;1;0;0;0;0;0;;;0;;;;28.8;1;1;;28.8;1;1;28.8;1;1;0;1;0;0;0;0;0;19.2;1;1;;19.2;1;1;19.2;1;1;0;0;0;0;1;0;0;0;9.6;1;9.6;1;1;1;24.0;1;1;24.1;1;1;1;24.0;1;1;24.0;1;1;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409230;LE COLOSSE;-20.934500;55.664500;16;202401;447.4;1;31;;107.0;1;14;16;10;9;6;3;1;;;0;;;;31.3;1;31;;33.1;1;25;27.9;1;13;0;31;27;0;0;0;12;24.4;1;31;;22.9;1;15;26.3;1;24;0;0;0;0;0;31;9;0;6.9;1;9.2;1;15;31;27.9;1;31;27.5;1;30;30;25.9;1;1;29.6;1;25;57;1;18;31;99;1;15;31;83;1;30;30.2;9;30;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409230;LE COLOSSE;-20.934500;55.664500;16;202402;;;0;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409240;MENCIOL;-20.961167;55.625667;181;202401;685.8;1;31;;146.6;1;14;20;16;13;7;6;2;;;0;;;;30.0;1;31;;32.2;1;23;26.7;1;13;0;31;18;0;0;1;2;23.2;1;31;;21.1;1;19;25.0;1;24;0;0;0;0;0;31;1;0;6.8;1;10.3;1;15;31;26.6;1;31;26.0;1;31;31;25.3;1;1;28.3;1;4;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409240;MENCIOL;-20.961167;55.625667;181;202402;444.6;1;29;;138.0;1;26;16;11;9;5;4;1;;;0;;;;29.6;1;29;;31.9;1;12;26.5;1;27;0;29;13;0;0;3;0;22.5;1;29;;19.4;1;4;24.4;1;12;0;0;0;0;2;28;0;0;7.1;1;9.5;1;4;29;26.0;1;29;25.4;1;29;26;23.7;1;20;28.2;1;12;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409240;MENCIOL;-20.961167;55.625667;181;202403;432.9;1;31;;77.3;1;3;24;19;14;4;2;0;;;0;;;;28.9;1;31;;30.5;1;18;25.2;1;6;0;31;5;0;0;3;0;22.4;1;31;;20.9;1;28;23.5;1;12;0;0;0;0;0;31;0;0;6.5;1;8.5;1;20;31;25.6;1;31;24.9;1;31;26;23.7;1;28;26.9;1;22;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409240;MENCIOL;-20.961167;55.625667;181;202404;335.0;1;30;;108.7;1;2;15;10;7;4;2;1;;;0;;;;28.6;1;30;;30.8;1;11;23.2;1;2;0;28;6;0;0;3;0;21.8;1;30;;19.6;1;9;23.2;1;13;0;0;0;0;1;29;0;0;6.8;1;9.9;1;11;30;25.2;1;30;24.5;1;30;24;22.2;1;2;26.5;1;12;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409240;MENCIOL;-20.961167;55.625667;181;202405;106.3;1;31;;24.9;1;21;15;9;2;0;0;0;;;0;;;;26.6;1;31;;29.5;1;3;23.8;1;16;0;27;0;0;0;18;0;20.0;1;31;;17.5;1;20;21.9;1;1;0;0;0;0;16;16;0;0;6.6;1;9.3;1;20;31;23.3;1;31;22.6;1;31;1;21.6;1;22;25.5;1;2;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409240;MENCIOL;-20.961167;55.625667;181;202406;290.5;1;30;;87.7;1;15;13;12;10;3;1;0;;;0;;;;24.8;1;30;;26.6;1;17;22.5;1;12;0;14;0;0;0;30;0;18.3;1;30;;15.5;1;28;21.1;1;14;0;0;0;0;25;5;0;0;6.6;1;10.0;1;3;30;21.6;1;30;20.9;1;30;0;19.4;1;28;23.5;1;16;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409240;MENCIOL;-20.961167;55.625667;181;202407;49.8;1;31;;15.0;1;4;9;3;2;0;0;0;;;0;;;;25.1;1;31;;26.2;1;11;20.1;1;4;0;24;0;0;0;31;0;16.8;1;31;;14.2;1;19;19.4;1;15;0;0;0;4;31;0;0;0;8.3;1;11.2;1;19;31;21.0;1;31;20.2;1;31;0;18.8;1;4;22.5;1;15;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409240;MENCIOL;-20.961167;55.625667;181;202408;77.4;1;31;;31.6;1;29;10;4;2;1;0;0;;;0;;;;25.0;1;31;;27.1;1;24;22.0;1;28;0;17;0;0;0;30;0;16.9;1;31;;13.6;1;1;19.2;1;12;0;0;0;4;31;0;0;0;8.2;1;13.4;1;24;31;20.9;1;31;20.2;1;31;0;19.3;1;28;22.7;1;12;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409240;MENCIOL;-20.961167;55.625667;181;202409;120.2;1;30;;28.4;1;26;13;8;4;0;0;0;;;0;;;;25.5;1;30;;27.3;1;29;22.7;1;6;0;22;0;0;0;29;0;17.9;1;30;;16.4;1;13;19.2;1;6;0;0;0;0;30;0;0;0;7.6;1;10.2;1;28;30;21.7;1;30;21.0;1;30;0;20.3;1;14;22.8;1;22;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409240;MENCIOL;-20.961167;55.625667;181;202410;93.6;1;31;;13.6;1;16;20;7;2;0;0;0;;;0;;;;26.2;1;31;;28.2;1;26;24.6;1;11;0;28;0;0;0;25;0;18.3;1;31;;14.7;1;6;20.3;1;27;0;0;0;1;29;2;0;0;7.9;1;10.8;1;6;31;22.3;1;31;21.7;1;31;0;20.1;1;6;24.3;1;27;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409240;MENCIOL;-20.961167;55.625667;181;202411;169.7;1;30;;29.5;1;22;16;9;5;0;0;0;;;0;;;;28.2;1;30;;29.9;1;22;26.3;1;9;0;30;0;0;0;2;0;20.7;1;30;;18.8;1;1;22.8;1;21;0;0;0;0;6;24;0;0;7.5;1;8.9;1;13;30;24.4;1;30;23.8;1;30;14;23.1;1;9;26.2;1;22;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409240;MENCIOL;-20.961167;55.625667;181;202412;93.2;1;31;;23.3;1;31;11;5;4;0;0;0;;;0;;;;29.6;1;31;;30.9;1;19;26.6;1;12;0;31;11;0;0;1;0;21.5;1;31;;19.5;1;10;22.9;1;11;0;0;0;0;1;30;0;0;8.1;1;10.5;1;10;31;25.6;1;31;25.2;1;31;29;23.9;1;12;26.6;1;29;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409240;MENCIOL;-20.961167;55.625667;181;202501;102.0;1;31;;28.2;1;1;13;6;4;0;0;0;;;0;;;;30.7;9;31;;32.1;9;30;29.2;1;1;0;31;27;0;0;0;1;22.7;9;31;;21.4;1;23;24.7;1;11;0;0;0;0;0;31;0;0;8.0;9;10.1;1;23;31;26.7;9;31;26.3;1;31;31;25.6;1;2;27.7;1;11;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409240;MENCIOL;-20.961167;55.625667;181;202502;642.4;1;28;;224.8;1;28;19;16;14;5;4;1;;;0;;;;30.7;1;28;;32.8;1;7;25.8;1;28;0;28;23;0;0;2;4;23.6;1;28;;21.9;1;13;25.2;1;3;0;0;0;0;0;28;1;0;7.1;1;9.5;1;9;28;27.1;1;28;26.5;1;28;28;24.0;1;28;28.6;1;7;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409240;MENCIOL;-20.961167;55.625667;181;202503;445.2;1;31;;141.7;1;22;19;14;6;5;2;1;;;0;;;;31.2;1;16;31.2;32.3;1;4;29.5;1;1;0;16;15;0;0;0;2;22.3;1;16;22.6;21.0;1;14;24.8;1;1;0;0;0;0;0;16;0;0;9.0;1;10.5;1;12;16;26.7;1;16;26.8;1;3;3;25.5;1;13;28.2;1;4;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409240;MENCIOL;-20.961167;55.625667;181;202504;297.2;1;30;;133.0;1;29;15;8;6;4;1;1;;;0;;;;29.5;1;21;29.9;31.0;1;11;26.3;1;30;0;21;8;0;0;2;0;22.8;1;21;22.7;21.6;1;30;24.1;1;13;0;0;0;0;0;21;0;0;6.6;1;9.2;1;10;21;26.1;1;21;25.5;1;21;19;24.0;1;30;27.2;1;13;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409240;MENCIOL;-20.961167;55.625667;181;202505;145.7;1;31;;22.5;1;9;16;12;4;0;0;0;;;0;;;;27.4;1;31;;30.2;1;4;25.5;1;30;0;31;1;0;0;13;0;19.8;1;31;;16.0;1;25;22.8;1;7;0;0;0;0;18;13;0;0;7.6;1;11.3;1;20;31;23.6;1;31;23.0;1;31;9;21.3;1;26;25.4;1;11;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409240;MENCIOL;-20.961167;55.625667;181;202506;159.0;1;30;;76.3;1;26;11;6;5;1;1;0;;;0;;;;25.5;1;30;;27.3;1;5;22.0;1;27;0;23;0;0;0;29;0;18.2;1;30;;15.0;1;15;20.2;1;26;0;0;0;1;29;2;0;0;7.3;1;10.6;1;13;30;21.9;1;30;21.2;1;30;0;20.0;1;15;23.2;1;1;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409240;MENCIOL;-20.961167;55.625667;181;202507;169.8;1;31;;34.4;1;7;16;9;6;1;0;0;;;0;;;;24.0;1;31;;26.1;1;28;21.5;1;2;0;9;0;0;0;31;0;17.0;1;31;;14.4;1;19;19.3;1;10;0;0;0;2;31;0;0;0;7.1;1;9.6;1;1;31;20.5;1;31;19.9;1;31;0;18.8;1;19;22.1;1;16;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409240;MENCIOL;-20.961167;55.625667;181;202508;329.1;1;31;;95.7;1;1;13;10;6;4;3;0;;;0;;;;23.7;1;31;;26.3;1;10;20.8;1;1;0;5;0;0;0;31;0;16.7;1;31;;13.0;1;5;18.6;1;22;0;0;0;5;31;0;0;0;6.9;1;12.0;1;10;31;20.2;1;31;19.7;1;31;0;17.5;1;5;21.5;1;26;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409240;MENCIOL;-20.961167;55.625667;181;202509;76.0;1;30;;36.9;1;30;8;4;2;1;0;0;;;0;;;;25.2;1;30;;27.4;1;30;23.7;1;22;0;19;0;0;0;29;0;17.9;1;30;;15.2;1;27;20.3;1;19;0;0;0;0;29;1;0;0;7.3;1;10.3;1;27;30;21.6;1;30;21.0;1;30;0;20.3;1;21;23.5;1;30;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409240;MENCIOL;-20.961167;55.625667;181;202510;63.6;1;31;;12.5;1;24;11;6;2;0;0;0;;;0;;;;25.9;1;31;;27.4;1;4;23.4;1;6;0;24;0;0;0;27;0;19.0;1;31;;16.6;1;7;20.6;1;19;0;0;0;0;26;5;0;0;6.9;1;8.7;1;3;31;22.4;1;31;21.9;1;31;0;20.5;1;7;23.7;1;19;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97409240;MENCIOL;-20.961167;55.625667;181;202511;0.0;1;1;;0.0;1;;0;0;0;0;0;0;;;0;;;;26.8;1;1;;26.8;1;1;26.8;1;1;0;1;0;0;0;1;0;19.7;1;1;;19.7;1;1;19.7;1;1;0;0;0;0;1;0;0;0;7.1;1;7.1;1;1;1;23.3;1;1;22.6;1;1;0;23.3;1;1;23.3;1;1;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97410202;BEAUVALLON;-21.008000;55.693333;16;202401;699.1;1;31;;110.4;1;14;18;12;11;8;6;2;;;0;;;;30.8;1;31;;33.7;1;15;27.4;1;1;0;31;25;0;0;0;5;23.9;1;31;;21.7;1;19;25.9;1;16;0;0;0;0;0;31;8;0;6.9;1;11.0;1;15;31;27.4;1;31;27.0;1;31;31;25.5;1;1;29.2;1;25;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97410202;BEAUVALLON;-21.008000;55.693333;16;202402;238.7;1;29;;41.1;1;1;17;9;7;5;0;0;;;0;;;;30.3;1;29;;32.7;1;24;27.1;1;20;0;29;19;0;0;0;2;23.4;1;29;;20.3;1;5;25.0;1;17;0;0;0;0;0;29;1;0;6.9;1;10.1;1;24;29;26.8;1;29;26.5;1;29;29;24.7;1;20;28.3;1;25;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97410202;BEAUVALLON;-21.008000;55.693333;16;202403;332.5;1;31;;48.4;1;4;24;16;12;4;0;0;;;0;;;;29.8;1;31;;31.3;1;19;27.6;1;6;0;31;17;0;0;0;0;23.0;1;31;;20.9;1;29;24.3;1;12;0;0;0;0;0;31;0;0;6.8;1;8.6;1;29;31;26.4;1;31;25.9;1;31;30;25.0;1;28;27.6;1;12;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97410202;BEAUVALLON;-21.008000;55.693333;16;202404;305.1;1;30;;75.5;1;3;14;9;8;3;3;0;;;0;;;;29.1;1;30;;31.4;1;11;25.4;1;30;0;30;9;0;0;3;0;22.5;1;30;;19.9;1;9;24.3;1;13;0;0;0;0;1;29;0;0;6.6;1;10.2;1;11;30;25.8;1;30;25.5;1;30;28;24.0;1;2;27.8;1;13;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97410202;BEAUVALLON;-21.008000;55.693333;16;202405;97.7;1;31;;28.0;1;4;13;6;3;0;0;0;;;0;;;;27.2;1;31;;29.7;1;3;25.4;1;16;0;31;0;0;0;14;0;20.9;1;31;;17.7;1;20;23.0;1;28;0;0;0;0;10;21;0;0;6.2;1;9.5;1;20;31;24.0;1;31;23.8;1;31;15;22.5;1;20;25.9;1;2;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97410202;BEAUVALLON;-21.008000;55.693333;16;202406;209.7;1;30;;66.4;1;15;16;10;7;2;1;0;;;0;;;;25.4;1;30;;26.9;1;2;23.6;1;15;0;20;0;0;0;30;0;19.0;1;30;;15.9;1;18;22.0;1;14;0;0;0;0;24;8;0;0;6.4;1;9.8;1;3;30;22.2;1;30;22.1;1;25;0;20.0;1;29;23.8;1;14;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97410202;BEAUVALLON;-21.008000;55.693333;16;202407;36.1;1;31;;14.7;1;3;7;2;2;0;0;0;;;0;;;;25.6;1;31;;27.0;1;7;21.1;1;4;0;26;0;0;0;31;0;17.5;1;31;;14.6;1;19;20.5;1;12;0;0;0;3;29;2;0;0;8.1;1;11.1;1;8;31;21.6;1;31;21.2;1;28;0;19.5;1;9;23.1;1;12;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97410202;BEAUVALLON;-21.008000;55.693333;16;202408;63.8;1;31;;17.6;1;29;13;3;2;0;0;0;;;0;;;;25.5;1;31;;27.2;1;1;23.3;1;28;0;21;0;0;0;29;0;17.9;1;31;;14.1;1;24;21.2;1;18;0;0;0;3;27;4;0;0;7.6;1;13.1;1;24;31;21.7;1;31;21.3;1;31;0;19.6;1;3;23.8;1;12;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97410202;BEAUVALLON;-21.008000;55.693333;16;202409;104.8;1;30;;23.6;1;26;13;6;4;0;0;0;;;0;;;;25.9;1;30;;27.2;1;12;23.6;1;14;0;24;0;0;0;28;0;18.8;1;30;;17.3;1;29;20.9;1;22;0;0;0;0;29;2;0;0;7.0;1;9.9;1;29;30;22.4;1;30;22.1;1;30;0;21.4;1;2;23.9;1;22;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97410202;BEAUVALLON;-21.008000;55.693333;16;202410;84.1;1;31;;20.0;1;25;13;5;2;0;0;0;;;0;;;;26.8;1;31;;29.4;1;28;24.4;1;5;0;30;0;0;0;19;0;19.3;1;31;;15.7;1;6;21.9;1;25;0;0;0;0;20;11;0;0;7.5;1;9.9;1;16;31;23.0;1;31;22.8;1;31;3;20.6;1;7;25.0;1;28;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97410202;BEAUVALLON;-21.008000;55.693333;16;202411;230.0;1;30;;76.5;1;22;14;7;5;2;2;0;;;0;;;;28.7;1;30;;30.6;1;23;27.4;1;1;0;30;2;0;0;0;0;21.6;1;30;;20.0;1;8;24.3;1;21;0;0;0;0;1;30;0;0;7.1;1;9.1;1;13;30;25.2;1;30;24.9;1;30;26;23.9;1;8;26.8;1;22;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97410202;BEAUVALLON;-21.008000;55.693333;16;202412;181.4;1;31;;110.9;1;31;12;4;3;1;1;1;;;0;;;;29.8;1;31;;31.1;1;19;27.2;1;12;0;31;13;0;0;0;0;22.1;1;31;;20.2;1;10;24.2;1;11;0;0;0;0;0;31;0;0;7.7;1;9.6;1;10;31;25.9;1;31;25.9;1;31;31;24.6;1;12;27.0;1;29;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97410202;BEAUVALLON;-21.008000;55.693333;16;202501;76.7;1;31;;20.8;1;1;12;4;3;0;0;0;;;0;;;;31.1;1;31;;33.2;1;31;29.7;1;1;0;31;29;0;0;0;5;23.3;1;31;;21.3;1;23;25.9;1;11;0;0;0;0;0;31;3;0;7.8;1;11.2;1;23;31;27.2;1;31;27.1;1;31;31;25.8;1;2;28.7;1;31;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97410202;BEAUVALLON;-21.008000;55.693333;16;202502;637.8;1;28;;240.4;1;28;17;15;11;7;3;1;;;0;;;;31.3;1;28;;32.8;1;15;27.4;1;28;0;28;25;0;0;0;7;24.0;1;28;;21.9;1;13;26.7;1;2;0;0;0;0;0;28;2;0;7.3;1;9.7;1;13;28;27.6;1;28;27.3;1;28;28;25.4;1;28;29.2;1;2;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97410202;BEAUVALLON;-21.008000;55.693333;16;202503;529.6;1;31;;122.8;1;22;16;12;9;6;4;1;;;0;;;;30.9;1;31;;32.2;1;4;27.2;1;22;0;31;26;0;0;0;5;23.6;1;31;;21.9;1;12;25.4;1;7;0;0;0;0;0;31;2;0;7.3;1;9.6;1;12;31;27.3;1;31;27.0;1;31;31;25.7;1;22;28.7;1;8;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97410202;BEAUVALLON;-21.008000;55.693333;16;202504;321.2;1;30;;121.5;1;29;15;9;9;3;1;1;;;0;;;;30.0;1;30;;31.8;1;10;27.3;1;29;0;30;20;0;0;0;0;23.2;1;30;;20.9;1;1;24.6;1;13;0;0;0;0;0;30;0;0;6.9;1;9.4;1;10;30;26.6;1;30;26.4;1;30;30;25.1;1;30;27.7;1;11;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
97410202;BEAUVALLON;-21.008000;55.693333;16;202505;132.7;1;31;;24.7;1;9;17;11;4;0;0;0;;;0;;;;28.0;1;31;;30.2;1;4;25.9;1;22;0;31;2;0;0;11;0;21.0;1;31;;15.9;1;25;24.2;1;8;0;0;0;0;12;20;0;0;7.0;1;10.9;1;20;31;24.5;1;31;24.2;1;31;16;21.3;1;25;26.4;1;8;;;;0;;;;0;;;0;;;0;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;
