state	from	to	time		
32200000	REU.4.8_1	REU.3.5_1	0.4343368611114323
32200000	REU.4.8_1	REU.4.3_1	0.4908186508783714
32200000	REU.4.3_1	REU.4.6_1	0.37391271604292453
32200000	REU.4.6_1	REU.4.3_1	0.3698877439761878
32200000	REU.4.8_1	REU.2.3_1	0.38488669726325697
32200000	REU.4.8_1	REU.3.5_1	0.26166482630703214
32200000	REU.3.1_1	REU.3.5_1	0.4197055270028667
32200000	REU.4.8_1	REU.4.6_1	0.34268150310831164
32200000	REU.3.1_1	REU.4.3_1	0.5929483645385215
32200000	REU.3.1_1	REU.4.8_1	0.6744642584649221
32200000	REU.4.8_1	REU.1.3_1	0.42404758664053654
32200000	REU.4.8_1	REU.1.2_1	0.4024400121985041
32200000	REU.3.1_1	REU.4.1_1	0.5374935295230239
32200000	REU.4.6_1	REU.4.3_1	0.3926663650626925
32200000	REU.3.1_1	REU.4.3_1	0.4754868779104665
32200000	REU.4.8_1	REU.3.5_1	0.468481041757858
32200000	REU.4.3_1	REU.4.2_1	0.40991809657452005
32200000	REU.3.1_1	REU.4.3_1	0.5395274164298995
32200000	REU.2.2_1	REU.2.1_1	0.43638451078840235
32200000	REU.4.8_1	REU.3.5_1	0.519029448016013
32200000	REU.3.1_1	REU.4.6_1	0.49119354378456187
32200000	REU.3.1_1	REU.3.5_1	0.36939736433372256
32200000	REU.4.4_1	REU.2.1_1	0.4257868332062036
32200000	REU.4.8_1	REU.4.6_1	0.4668353322067992
32200000	REU.3.1_1	REU.4.8_1	0.42540849716774015
32200000	REU.4.8_1	REU.4.6_1	0.3853729381417164
32200000	REU.3.2_1	REU.4.6_1	0.3894887651407041
32200000	REU.4.6_1	REU.4.2_1	0.3853846738917371
32200000	REU.3.1_1	REU.4.6_1	0.49501894593517176
32200000	REU.4.8_1	REU.4.6_1	0.4349604088841863
32200000	REU.3.1_1	REU.4.6_1	0.5047824150416396
32200000	REU.3.1_1	REU.3.2_1	0.5037876133201902
32200000	REU.4.8_1	REU.4.5_1	0.5432166389792399
32200000	REU.4.3_1	REU.4.4_1	0.544298355634472
32200000	REU.3.5_1	REU.2.3_1	0.38010564496193133
32200000	REU.3.1_1	REU.3.2_1	0.5147795448152
32200000	REU.3.1_1	REU.4.3_1	0.5160114633102214
32200000	REU.3.4_1	REU.4.6_1	0.4513972079008635
32200000	REU.3.1_1	REU.3.2_1	0.6002604998446437
32200000	REU.4.6_1	REU.4.8_1	0.5327627592368996
32200000	REU.4.8_1	REU.3.3_1	0.5188504577030294
32200000	REU.3.1_1	REU.3.5_1	0.5820315510636109
32200000	REU.3.1_1	REU.3.5_1	0.40257919536254005
32200000	REU.4.8_1	REU.3.4_1	0.5288886437548698
32200000	REU.3.5_1	REU.4.8_1	0.38974127849966056
32200000	REU.4.8_1	REU.3.4_1	0.49867095095308694
32200000	REU.4.6_1	REU.4.2_1	0.44828851261803054
32200000	REU.4.3_1	REU.4.8_1	0.4213837272465399
32200000	REU.4.8_1	REU.3.2_1	0.40456019721758546
32200000	REU.4.8_1	REU.3.4_1	0.40582037948192995
32200000	REU.4.6_1	REU.4.2_1	0.39518052037623946
32200000	REU.4.8_1	REU.3.4_1	0.49882601379285596
32200000	REU.4.3_1	REU.4.8_1	0.5264820464102751
