node1,node2,startLoc,endLoc,length,endNodeL,startNodeL,startYear,endYear,tipLabel
4150,4735,NA,NA,0.00197854426541444,0.267672247573009,0.265693703307595,2024.8474928437,2024.84947138796,NA
3480,3481,NA,NA,0.0419181065790818,0.270959128990838,0.229041022411757,2024.8108401628,2024.85275826938,NA
3123,3224,NA,NA,0.0116160322916412,0.273061322995592,0.261445290703951,2024.84324443109,2024.85486046338,NA
3224,3225,NA,NA,0.00040537282623454,0.273466695821827,0.273061322995592,2024.85486046338,2024.85526583621,NA
5920,5921,NA,NA,0.0394114179363066,0.275165195122871,0.235753777186564,2024.81755291757,2024.85696433551,NA
4150,4151,NA,NA,0.0103448129343823,0.276038516241977,0.265693703307595,2024.8474928437,2024.85783765663,NA
4151,4152,NA,NA,0.00442036484205854,0.280458881084036,0.276038516241977,2024.85783765663,2024.86225802147,NA
4912,4913,NA,NA,0.0448767058492974,0.281697723524527,0.23682101767523,2024.81862015806,2024.86349686391,NA
3225,3227,NA,NA,0.00957551060183193,0.283042206423659,0.273466695821827,2024.85526583621,2024.86484134681,NA
3908,3990,NA,NA,0.0293120053537996,0.283519208608221,0.254207203254421,2024.83600634364,2024.865318349,NA
3225,3226,NA,NA,0.01196470659876,0.285431402420587,0.273466695821827,2024.85526583621,2024.86723054281,NA
6055,6056,NA,NA,0.0284156235550985,0.285480215150473,0.257064591595374,2024.83886373198,2024.86727935554,NA
5729,5730,NA,NA,0.0372385573683425,0.287047405582977,0.249808848214635,2024.8316079886,2024.86884654597,NA
4913,1853,NA,REU.3.5_1,0.0053555951041423,0.287053318628669,0.281697723524527,2024.86349686391,2024.86885245902,CHIKV_RUN_S5b06_2024
4973,4974,NA,NA,0.0215457432783732,0.287673869299051,0.266128126020678,2024.84792726641,2024.86947300969,NA
3660,3661,NA,NA,0.0344162435175379,0.288958452384258,0.25454220886672,2024.83634134925,2024.87075759277,NA
5982,5983,NA,NA,0.0341704643541764,0.289427975756916,0.255257511402739,2024.83705665179,2024.87122711614,NA
3227,3228,NA,NA,0.00746461198080051,0.290506818404459,0.283042206423659,2024.86484134681,2024.87230595879,NA
4974,1854,NA,REU.4.3_1,0.00484393020387064,0.292517799502922,0.287673869299051,2024.86947300969,2024.87431693989,CHIKV_RUN_S12b01_2024
3481,3482,NA,NA,0.0220317315806289,0.292990860571467,0.270959128990838,2024.85275826938,2024.87479000096,NA
4735,4736,NA,NA,0.0285200600745721,0.296192307647581,0.267672247573009,2024.84947138796,2024.87799144804,NA
6056,6057,NA,NA,0.0110183324325294,0.296498547583002,0.285480215150473,2024.86727935554,2024.87829768797,NA
6057,6058,NA,NA,7.64685578915625e-05,0.296575016140894,0.296498547583002,2024.87829768797,2024.87837415653,NA
6056,3022,NA,REU.3.1_1,0.0125020652269283,0.297982280377401,0.285480215150473,2024.86727935554,2024.87978142077,CHIKV_RUN_S5b09_2024
6055,6140,NA,NA,0.0410365022948721,0.298101093890247,0.257064591595374,2024.83886373198,2024.87990023428,NA
3990,4076,NA,NA,0.0146630474814039,0.298182256089624,0.283519208608221,2024.865318349,2024.87998139648,NA
3482,3483,NA,NA,0.00548853521246473,0.298479395783932,0.292990860571467,2024.87479000096,2024.88027853617,NA
3228,3229,NA,NA,0.00798754172180249,0.298494360126262,0.290506818404459,2024.87230595879,2024.88029350051,NA
3907,4146,NA,REU.3.1_1,0.0594853340230297,0.301174929107125,0.241689595084095,2024.82348873547,2024.88297406949,NA
4152,4153,NA,NA,0.0222945310546376,0.302753412138673,0.280458881084036,2024.86225802147,2024.88455255253,NA
3229,3257,NA,NA,0.00489326409496593,0.303387624221228,0.298494360126262,2024.88029350051,2024.88518676461,NA
3481,3582,NA,NA,0.0350589559038048,0.306018084894643,0.270959128990838,2024.85275826938,2024.88781722528,NA
3661,3662,NA,NA,0.017674590408482,0.30663304279274,0.288958452384258,2024.87075759277,2024.88843218318,NA
5983,6002,NA,NA,0.0175603689639201,0.306988344720836,0.289427975756916,2024.87122711614,2024.88878748511,NA
4913,4914,NA,NA,0.0253458055240116,0.307043529048538,0.281697723524527,2024.86349686391,2024.88884266944,NA
5855,5856,NA,REU.3.1_1,0.215673785183449,0.307600452079635,0.0919266668961856,2024.67372580728,2024.88939959247,NA
3908,3909,NA,NA,0.0534384259620077,0.307645629216429,0.254207203254421,2024.83600634364,2024.8894447696,NA
3229,3230,NA,NA,0.0104963074628918,0.308990667589154,0.298494360126262,2024.88029350051,2024.89078980798,NA
3659,3738,NA,NA,0.0611094364692994,0.309118302869839,0.248008866400539,2024.82980800679,2024.89091744326,NA
6002,6003,NA,NA,0.00219308297435072,0.309181427695187,0.306988344720836,2024.88878748511,2024.89098056808,NA
5273,5274,NA,NA,0.0868242459096352,0.310509459896322,0.223685213986687,2024.80548435437,2024.89230860028,NA
6002,6023,NA,NA,0.00399373110477652,0.310982075825612,0.306988344720836,2024.88878748511,2024.89278121621,NA
5921,5946,NA,NA,0.0360069157452254,0.311172110868096,0.275165195122871,2024.85696433551,2024.89297125126,NA
3226,104,NA,REU.3.1_1,0.026212080142445,0.311643482563032,0.285431402420587,2024.86723054281,2024.89344262295,CHIKV_RUN_S8b03_2024
3228,3320,NA,NA,0.0218256154473976,0.312332433851857,0.290506818404459,2024.87230595879,2024.89413157424,NA
3738,3846,NA,NA,0.00348005516625016,0.312598358036089,0.309118302869839,2024.89091744326,2024.89439749842,NA
5856,5868,REU.3.1_1,REU.3.1_1,0.00652000523250895,0.314120457312144,0.307600452079635,2024.88939959247,2024.8959195977,NA
4974,4975,NA,NA,0.0265909923770691,0.31426486167612,0.287673869299051,2024.86947300969,2024.89606400206,NA
4153,4207,NA,NA,0.0126766299555313,0.315430042094205,0.302753412138673,2024.88455255253,2024.89722918248,NA
5919,5971,NA,NA,0.10627639587925,0.31544067154614,0.20916427566689,2024.79096341605,2024.89723981193,NA
4076,4077,NA,NA,0.0182162192246983,0.316398475314323,0.298182256089624,2024.87998139648,2024.8981976157,NA
5921,5922,NA,NA,0.0413709938463149,0.316536188969186,0.275165195122871,2024.85696433551,2024.89833532936,NA
3661,539,NA,REU.3.1_1,0.0281495110532541,0.317107963437512,0.288958452384258,2024.87075759277,2024.89890710383,CHIKV_RUN_S8b01_2024
6058,6059,NA,NA,0.0207938465615112,0.317368862702405,0.296575016140894,2024.87837415653,2024.89916800309,NA
3846,3847,NA,NA,0.00508149375813338,0.317679851794222,0.312598358036089,2024.89439749842,2024.89947899218,NA
5457,5556,NA,NA,0.057860043134312,0.318240153370697,0.260380110236385,2024.84217925062,2024.90003929376,NA
3909,3910,NA,NA,0.0106773622444799,0.318322991460908,0.307645629216429,2024.8894447696,2024.90012213185,NA
4149,4750,NA,NA,0.0744006682025807,0.319724741390028,0.245324073187448,2024.82712321358,2024.90152388178,NA
5274,5293,NA,NA,0.00937582489272182,0.319885284789044,0.310509459896322,2024.89230860028,2024.90168442518,NA
3847,3848,NA,NA,0.00244507515615067,0.320124926950373,0.317679851794222,2024.89947899218,2024.90192406734,NA
4914,4915,NA,REU.4.3_1,0.0144453622498741,0.321488891298413,0.307043529048538,2024.88884266944,2024.90328803169,NA
4972,5139,NA,NA,0.0575996469831923,0.321749832551853,0.264150185568661,2024.84594932596,2024.90354897294,NA
3662,3663,NA,NA,0.0151434360502596,0.321776478842999,0.30663304279274,2024.88843218318,2024.90357561923,NA
3663,541,NA,REU.3.1_1,0.000795965468764925,0.322572444311764,0.321776478842999,2024.90357561923,2024.9043715847,CHIKV_RUN_S8b06_2024
3847,3882,NA,NA,0.00595099653221642,0.323630848326439,0.317679851794222,2024.89947899218,2024.90542998871,NA
3123,3124,NA,NA,0.0653085952700629,0.326753885974014,0.261445290703951,2024.84324443109,2024.90855302636,NA
5729,2612,NA,REU.4.3_1,0.0782280769713817,0.328036925186016,0.249808848214635,2024.8316079886,2024.90983606557,CHIKV_RUN_S8b04_2024
3582,3622,NA,NA,0.0235250818014735,0.329543166696117,0.306018084894643,2024.88781722528,2024.91134230708,NA
5856,5857,REU.3.1_1,REU.3.1_1,0.0219555849161753,0.32955603699581,0.307600452079635,2024.88939959247,2024.91135517738,NA
4146,1027,REU.3.1_1,REU.3.1_1,0.0295942365160174,0.330769165623143,0.301174929107125,2024.88297406949,2024.91256830601,CHIKV_RUN_S8b07_2024
4076,4083,NA,NA,0.0332155027431772,0.331397758832802,0.298182256089624,2024.87998139648,2024.91319689922,NA
6003,6004,NA,NA,0.023712417411183,0.33289384510637,0.309181427695187,2024.89098056808,2024.91469298549,NA
5457,5458,NA,NA,0.0738067080285356,0.33418681826492,0.260380110236385,2024.84217925062,2024.91598595865,NA
3224,3450,NA,REU.3.1_1,0.0612633790502423,0.334324702045835,0.273061322995592,2024.85486046338,2024.91612384243,NA
5922,5923,NA,NA,0.0181623697190448,0.33469855868823,0.316536188969186,2024.89833532936,2024.91649769908,NA
4152,4320,NA,NA,0.0546092490726902,0.335068130156726,0.280458881084036,2024.86225802147,2024.91686727054,NA
6140,6147,NA,NA,0.0378150929663899,0.335916186856636,0.298101093890247,2024.87990023428,2024.91771532724,NA
4735,1631,NA,REU.4.3_1,0.0685613989246131,0.336233646497622,0.267672247573009,2024.84947138796,2024.91803278689,CHIKV_RUN_S12b56_2024
4736,4737,NA,NA,0.0405768929896055,0.336769200637187,0.296192307647581,2024.87799144804,2024.91856834102,NA
6059,6060,NA,NA,0.0195867486061096,0.336955611308515,0.317368862702405,2024.89916800309,2024.9187547517,NA
4975,4976,NA,NA,0.0229232897525427,0.337188151428663,0.31426486167612,2024.89606400206,2024.91898729182,NA
3320,3321,NA,NA,0.0256299249724156,0.337962358824273,0.312332433851857,2024.89413157424,2024.91976149921,NA
4320,4349,NA,NA,0.00320512305860199,0.338273253215328,0.335068130156726,2024.91686727054,2024.9200723936,NA
6060,2939,NA,REU.3.1_1,0.00201027562623379,0.338965886934748,0.336955611308515,2024.9187547517,2024.92076502732,CHIKV_RUN_S8b10_2024
3227,3348,NA,NA,0.0579887300945969,0.341030936518256,0.283042206423659,2024.86484134681,2024.92283007691,NA
5868,5886,REU.3.1_1,NA,0.0269934669870713,0.341113924299215,0.314120457312144,2024.8959195977,2024.92291306469,NA
5730,5731,NA,NA,0.0544183873306852,0.341465792913662,0.287047405582977,2024.86884654597,2024.9232649333,NA
3882,761,NA,REU.4.6_1,0.0180672790454361,0.341698127371875,0.323630848326439,2024.90542998871,2024.92349726776,CHIKV_RUN_S8b13_2024
5923,2803,NA,REU.3.1_1,0.00699956868364415,0.341698127371875,0.33469855868823,2024.91649769908,2024.92349726776,CHIKV_RUN_S12b70_2024
4973,5095,NA,NA,0.0756113622093575,0.341739488230035,0.266128126020678,2024.84792726641,2024.92353862862,NA
4320,4321,NA,NA,0.00765057383126655,0.342718703987992,0.335068130156726,2024.91686727054,2024.92451784438,NA
3257,3273,NA,NA,0.039570306732762,0.34295793095399,0.303387624221228,2024.88518676461,2024.92475707134,NA
4750,4769,NA,NA,0.0233506080988231,0.343075349488852,0.319724741390028,2024.90152388178,2024.92487448988,NA
3738,3739,NA,NA,0.0342929336871902,0.343411236557029,0.309118302869839,2024.89091744326,2024.92521037694,NA
3582,3583,NA,NA,0.0374200458534346,0.343438130748078,0.306018084894643,2024.88781722528,2024.92523727114,NA
5274,5275,NA,NA,0.0333274078810022,0.343836867777325,0.310509459896322,2024.89230860028,2024.92563600816,NA
3482,359,NA,REU.3.1_1,0.0514395072375337,0.344430367809001,0.292990860571467,2024.87479000096,2024.9262295082,CHIKV_RUN_S12b75_2024
6057,2938,NA,REU.3.1_1,0.0479318202259985,0.344430367809001,0.296498547583002,2024.87829768797,2024.9262295082,CHIKV_RUN_S12b57_2024
5139,5140,NA,NA,0.0230573547106725,0.344807187262525,0.321749832551853,2024.90354897294,2024.92660632765,NA
3483,3484,NA,REU.3.4_1,0.0464328679227223,0.344912263706654,0.298479395783932,2024.88027853617,2024.92671140409,NA
3124,3125,NA,NA,0.0185878947922185,0.345341780766233,0.326753885974014,2024.90855302636,2024.92714092115,NA
4083,4084,NA,REU.3.4_1,0.0152141073728898,0.346611866205691,0.331397758832802,2024.91319689922,2024.92841100659,NA
3583,3584,NA,NA,0.00324551339790913,0.346683644145987,0.343438130748078,2024.92523727114,2024.92848278453,NA
3584,3585,NA,NA,3.52262764420352e-05,0.346718870422429,0.346683644145987,2024.92848278453,2024.92851801081,NA
5556,5566,NA,NA,0.0286803492898217,0.346920502660518,0.318240153370697,2024.90003929376,2024.92871964305,NA
3273,3274,NA,NA,0.00409318161919359,0.347051112573183,0.34295793095399,2024.92475707134,2024.92885025296,NA
3450,3478,REU.3.1_1,NA,0.0128116918073775,0.347136393853212,0.334324702045835,2024.91612384243,2024.92893553424,NA
3848,726,NA,REU.3.1_1,0.0270376812957542,0.347162608246127,0.320124926950373,2024.90192406734,2024.92896174863,CHIKV_RUN_S8b14_2024
3584,460,NA,REU.3.1_1,0.000478964100140145,0.347162608246127,0.346683644145987,2024.92848278453,2024.92896174863,CHIKV_RUN_S8b15_2024
4077,4078,NA,NA,0.0308262646430778,0.347224739957401,0.316398475314323,2024.8981976157,2024.92902388035,NA
3622,3623,NA,NA,0.0177628114196244,0.347305978115741,0.329543166696117,2024.91134230708,2024.9291051185,NA
3274,3275,NA,NA,0.000967886118678263,0.348018998691862,0.347051112573183,2024.92885025296,2024.92981813908,NA
4153,4154,NA,NA,0.0461042873070604,0.348857699445734,0.302753412138673,2024.88455255253,2024.93065683983,NA
5293,5294,NA,NA,0.0291623659167947,0.349047650705839,0.319885284789044,2024.90168442518,2024.93084679109,NA
4349,4350,NA,NA,0.011077598330179,0.349350851545507,0.338273253215328,2024.9200723936,2024.93114999193,NA
3230,3231,NA,NA,0.0407606198026668,0.34975128739182,0.308990667589154,2024.89078980798,2024.93155042778,NA
3226,103,NA,REU.3.1_1,0.0644634462626661,0.349894848683253,0.285431402420587,2024.86723054281,2024.93169398907,CHIKV_RUN_S8b17_2024
5857,2751,REU.3.1_1,REU.3.1_1,0.020338811687443,0.349894848683253,0.32955603699581,2024.91135517738,2024.93169398907,CHIKV_RUN_S12b81_2024
3848,3849,NA,NA,0.0312316096205719,0.351356536570945,0.320124926950373,2024.90192406734,2024.93315567696,NA
5458,5459,NA,NA,0.017527292471041,0.351714110735961,0.33418681826492,2024.91598595865,2024.93351325112,NA
3585,3586,NA,NA,0.00580143427386226,0.352520304696291,0.346718870422429,2024.92851801081,2024.93431944508,NA
3623,3657,NA,NA,0.00528736730838264,0.352593345424124,0.347305978115741,2024.9291051185,2024.93439248581,NA
3623,3624,NA,NA,0.00605111290718263,0.353357091022924,0.347305978115741,2024.9291051185,2024.93515623141,NA
5868,5869,REU.3.1_1,NA,0.041758221114167,0.355878678426311,0.314120457312144,2024.8959195977,2024.93767781881,NA
3230,3255,NA,NA,0.0473943414086433,0.356385008997797,0.308990667589154,2024.89078980798,2024.93818414939,NA
3484,3491,REU.3.4_1,NA,0.0116036910268666,0.356515954733521,0.344912263706654,2024.92671140409,2024.93831509512,NA
3231,3232,NA,NA,0.0067689123073088,0.356520199699129,0.34975128739182,2024.93155042778,2024.93831934009,NA
4350,4351,NA,NA,0.00736744187408178,0.356718293419588,0.349350851545507,2024.93114999193,2024.93851743381,NA
5981,6209,NA,NA,0.131706071721007,0.358007890974757,0.22630181925375,2024.80810095964,2024.93980703136,NA
6059,6063,NA,REU.4.3_1,0.0417783607952803,0.359147223497685,0.317368862702405,2024.89916800309,2024.94094636389,NA
3125,3126,NA,NA,0.0144116422783466,0.359753423044579,0.345341780766233,2024.92714092115,2024.94155256343,NA
6004,6005,NA,NA,0.0274795136184599,0.360373358724829,0.33289384510637,2024.91469298549,2024.94217249911,NA
3622,500,NA,REU.3.1_1,0.0312806437358686,0.360823810431985,0.329543166696117,2024.91134230708,2024.94262295082,CHIKV_RUN_S12b78_2024
3125,3189,NA,NA,0.0160799481168244,0.361421728883057,0.345341780766233,2024.92714092115,2024.94322086927,NA
4915,4916,REU.4.3_1,NA,0.0407290386341942,0.362217929932607,0.321488891298413,2024.90328803169,2024.94401707032,NA
5946,5947,NA,NA,0.0511079345557404,0.362280045423837,0.311172110868096,2024.89297125126,2024.94407918581,NA
4737,4742,NA,NA,0.0255552454503688,0.362324446087556,0.336769200637187,2024.91856834102,2024.94412358648,NA
3660,3688,NA,NA,0.107898727774588,0.362440936641308,0.25454220886672,2024.83634134925,2024.94424007703,NA
6060,6061,NA,NA,0.0260278179267678,0.362983429235282,0.336955611308515,2024.9187547517,2024.94478256962,NA
4078,956,NA,REU.3.1_1,0.0163313109117108,0.363556050869111,0.347224739957401,2024.92902388035,2024.94535519126,CHIKV_RUN_S8b26_2024
3231,129,NA,REU.3.1_1,0.0138047634772909,0.363556050869111,0.34975128739182,2024.93155042778,2024.94535519126,CHIKV_RUN_S12b63_2024
3484,3485,REU.3.4_1,NA,0.0186811025462624,0.363593366252917,0.344912263706654,2024.92671140409,2024.94539250664,NA
6147,6191,NA,NA,0.0277462585747933,0.36366244543143,0.335916186856636,2024.91771532724,2024.94546158582,NA
6005,6006,NA,NA,0.00334548217423825,0.363718840899068,0.360373358724829,2024.94217249911,2024.94551798129,NA
3232,3233,NA,NA,0.00741852727110948,0.363938726970239,0.356520199699129,2024.93831934009,2024.94573786736,NA
3739,3775,NA,NA,0.0211581170672748,0.364569353624304,0.343411236557029,2024.92521037694,2024.94636849401,NA
4351,4352,NA,NA,0.00807886988206741,0.364797163301656,0.356718293419588,2024.93851743381,2024.94659630369,NA
5458,5554,NA,NA,0.0307052550525294,0.36489207331745,0.33418681826492,2024.91598595865,2024.94669121371,NA
5459,5460,NA,NA,0.0132649466862167,0.364979057422178,0.351714110735961,2024.93351325112,2024.94677819781,NA
3583,3615,NA,NA,0.021744297848077,0.365182428596155,0.343438130748078,2024.92523727114,2024.94698156898,NA
3775,3834,NA,NA,0.000717322627680428,0.365286676251984,0.364569353624304,2024.94636849401,2024.94708581664,NA
5983,5984,NA,NA,0.0758658957624471,0.365293871519363,0.289427975756916,2024.87122711614,2024.94709301191,NA
4321,4325,NA,NA,0.0229907289151633,0.365709432903156,0.342718703987992,2024.92451784438,2024.94750857329,NA
5139,5144,NA,NA,0.0439693443060235,0.365719176857876,0.321749832551853,2024.90354897294,2024.94751831725,NA
3480,538,NA,REU.3.1_1,0.137247268894481,0.366288291306238,0.229041022411757,2024.8108401628,2024.94808743169,CHIKV_RUN_S8b24_2024
3478,358,NA,REU.3.1_1,0.0191518974530253,0.366288291306238,0.347136393853212,2024.92893553424,2024.94808743169,CHIKV_RUN_S9b19_2025
3624,501,NA,REU.3.1_1,0.0129312002833138,0.366288291306238,0.353357091022924,2024.93515623141,2024.94808743169,CHIKV_RUN_S8b25_2024
4742,1621,NA,REU.4.8_1,0.00396384521868187,0.366288291306238,0.362324446087556,2024.94412358648,2024.94808743169,CHIKV_RUN_S12b54_2024
4976,4977,NA,NA,0.0294247313773712,0.366612882806034,0.337188151428663,2024.91898729182,2024.94841202319,NA
4207,4208,NA,REU.4.5_1,0.0517510948746375,0.367181136968842,0.315430042094205,2024.89722918248,2024.94898027736,NA
5144,5145,NA,NA,0.00148185657471223,0.367201033432589,0.365719176857876,2024.94751831725,2024.94900017382,NA
5145,5146,NA,NA,0.000601381917912591,0.367802415350501,0.367201033432589,2024.94900017382,2024.94960155574,NA
4769,4773,NA,NA,0.0247474965142163,0.367822846003068,0.343075349488852,2024.92487448988,2024.94962198639,NA
3483,3557,NA,REU.3.1_1,0.0695733831527701,0.368052778936702,0.298479395783932,2024.88027853617,2024.94985191932,NA
3557,3564,REU.3.1_1,NA,0.000283916100795145,0.368336695037497,0.368052778936702,2024.94985191932,2024.95013583543,NA
3320,3347,NA,REU.3.1_1,0.0561118796704612,0.368444313522318,0.312332433851857,2024.89413157424,2024.95024345391,NA
6023,6024,NA,NA,0.0575261577892318,0.368508233614844,0.310982075825612,2024.89278121621,2024.950307374,NA
6024,6025,NA,NA,0.000219326635204298,0.368727560250048,0.368508233614844,2024.950307374,2024.95052670064,NA
5947,5951,NA,NA,0.00663481480662453,0.368914860230461,0.362280045423837,2024.94407918581,2024.95071400062,NA
3882,762,NA,REU.3.1_1,0.0453896834169252,0.369020531743364,0.323630848326439,2024.90542998871,2024.95081967213,CHIKV_RUN_S8b29_2024
3233,108,NA,REU.3.1_1,0.00508180477312492,0.369020531743364,0.363938726970239,2024.94573786736,2024.95081967213,CHIKV_RUN_S9b27_2025
3849,3881,NA,NA,0.0178584432790937,0.369214979850038,0.351356536570945,2024.93315567696,2024.95101412024,NA
3274,3285,NA,NA,0.0222950158092274,0.369346128382411,0.347051112573183,2024.92885025296,2024.95114526877,NA
4773,4774,NA,NA,0.00163966719847608,0.369462513201544,0.367822846003068,2024.94962198639,2024.95126165359,NA
3255,3256,NA,NA,0.013083410215023,0.36946841921282,0.356385008997797,2024.93818414939,2024.9512675596,NA
4975,5080,NA,REU.4.3_1,0.0561461789403676,0.370411040616488,0.31426486167612,2024.89606400206,2024.952210181,NA
3321,3322,NA,NA,0.032522163167956,0.370484521992229,0.337962358824273,2024.91976149921,2024.95228366238,NA
4916,4935,NA,NA,0.00915197755113484,0.371369907483742,0.362217929932607,2024.94401707032,2024.95316904787,NA
6061,6062,NA,NA,0.00888377386873651,0.371867203104019,0.362983429235282,2024.94478256962,2024.95366634349,NA
4774,4775,NA,NA,0.00253070088195495,0.371993214083499,0.369462513201544,2024.95126165359,2024.95379235447,NA
6004,6014,NA,NA,0.0395473166347511,0.372441161741121,0.33289384510637,2024.91469298549,2024.95424030213,NA
4349,4709,NA,NA,0.0344095140955685,0.372682767310896,0.338273253215328,2024.9200723936,2024.9544819077,NA
4935,4936,NA,NA,0.00135421189975637,0.372724119383498,0.371369907483742,2024.95316904787,2024.95452325977,NA
5294,5295,NA,NA,0.02395902024685,0.373006670952689,0.349047650705839,2024.93084679109,2024.95480581134,NA
6023,6051,NA,NA,0.0628065012873517,0.373788577112964,0.310982075825612,2024.89278121621,2024.9555877175,NA
5146,2026,NA,REU.4.8_1,0.00668259726734222,0.374485012617843,0.367802415350501,2024.94960155574,2024.95628415301,CHIKV_RUN_S12b53_2024
