# BEAST v10.5.0-beta5 Prerelease #fb0d1ded5
# Generated Wed Nov 05 06:31:30 CET 2025 [seed=1762319691986]
# -beagle_gpu -beagle_double -beagle_order 1 -overwrite Alignment_101025_glm.xml
state	location.coefficients1	location.coefficients2	location.coefficients3	location.coefficients4	location.coefficients5	location.coefficients6	location.coefficients7	location.coefficients8	location.coefIndicators1	location.coefIndicators2	location.coefIndicators3	location.coefIndicators4	location.coefIndicators5	location.coefIndicators6	location.coefIndicators7	location.coefIndicators8	location.coefficientsTimesIndicators1	location.coefficientsTimesIndicators2	location.coefficientsTimesIndicators3	location.coefficientsTimesIndicators4	location.coefficientsTimesIndicators5	location.coefficientsTimesIndicators6	location.coefficientsTimesIndicators7	location.coefficientsTimesIndicators8
2500000	0.3498700157600327	0.8038403002395581	-0.2992016585274832	0.42911013996091957	-0.29494735606721006	0.8621962451349893	-0.33997248233972055	0.11470653596611446	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.3498700157600327	0.8038403002395581	-0.2992016585274832	0.42911013996091957	-0.29494735606721006	0.0	-0.33997248233972055	0.11470653596611446
2600000	0.3174272654793614	0.8279708308877571	-0.3958926898067209	0.48613112630154964	-0.30433887253757014	-2.12097060415722	-0.38972205362145684	0.13166936555630315	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.3174272654793614	0.8279708308877571	-0.3958926898067209	0.48613112630154964	-0.30433887253757014	-0.0	-0.38972205362145684	0.13166936555630315
2700000	0.5073660990592801	1.0308781750156095	-0.5504531673173743	-0.559232385361881	-0.19108746190813491	1.3392162747650174	-0.285256873930352	0.17220293254236746	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.5073660990592801	1.0308781750156095	-0.5504531673173743	-0.0	-0.19108746190813491	0.0	-0.285256873930352	0.17220293254236746
2800000	0.4975633295372306	1.0640945942917024	-0.5386048152478691	-2.296159791419469	-0.23184983274775933	0.5271078066739749	-0.26098371144152516	0.12566516039379666	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.4975633295372306	1.0640945942917024	-0.5386048152478691	-0.0	-0.23184983274775933	0.0	-0.26098371144152516	0.12566516039379666
2900000	0.5483289765339017	1.0005210628038474	-0.5256301880420828	-0.30335004335988547	-0.2545075338727384	0.08937967819806421	-0.36651779333109913	0.11970388538910637	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.5483289765339017	1.0005210628038474	-0.5256301880420828	-0.0	-0.2545075338727384	0.0	-0.36651779333109913	0.11970388538910637
3000000	0.6150467084797634	0.9986335923947982	-0.5223234598130098	-0.9114265119058154	-0.1810385732080647	0.13185143231598156	-0.31998287575876294	0.06707941402327532	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.6150467084797634	0.9986335923947982	-0.5223234598130098	-0.0	-0.1810385732080647	0.0	-0.31998287575876294	0.06707941402327532
3100000	0.6235058918378792	1.0805161906042713	-0.536613260566273	1.469092056996612	-0.18989566002646896	-2.1789761689920457	-0.3561346821185635	0.1284801019980837	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.6235058918378792	1.0805161906042713	-0.536613260566273	0.0	-0.18989566002646896	-0.0	-0.3561346821185635	0.1284801019980837
3200000	0.6438346852082819	1.048848075091643	-0.5517974930322881	1.9619404311629063	-0.19711474835608994	2.7816633732239415	-0.32360365052949874	0.13064460278100704	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.6438346852082819	1.048848075091643	-0.5517974930322881	0.0	-0.19711474835608994	0.0	-0.32360365052949874	0.13064460278100704
3300000	0.6111323927418808	1.0873046450586115	-0.5422047821595941	-1.9423193114559296	-0.2911261137670754	-1.2979907452833364	-0.30015631765640033	0.1364923528785213	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.6111323927418808	1.0873046450586115	-0.5422047821595941	-0.0	-0.2911261137670754	-0.0	-0.30015631765640033	0.1364923528785213
3400000	0.5076086750292891	0.9759655101324274	-0.4277052516231968	0.18646958402600067	-0.22936424387609772	-0.1077675023844416	-0.4006763184750801	0.16934544944136778	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.5076086750292891	0.9759655101324274	-0.4277052516231968	0.18646958402600067	-0.22936424387609772	-0.0	-0.4006763184750801	0.16934544944136778
3500000	0.48754895606506454	1.0641651796839922	-0.518048326423089	2.093332875291191	-0.23861712242417715	0.3143685052701647	-0.24893339287568433	0.15465794071325256	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.48754895606506454	1.0641651796839922	-0.518048326423089	0.0	-0.23861712242417715	0.0	-0.24893339287568433	0.15465794071325256
3600000	0.5997636117784707	1.046701941215956	-0.5662243814644765	-1.9595286778044405	-0.18555147674753036	2.314358795200226	-0.4039471524900746	0.1631718452608516	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.5997636117784707	1.046701941215956	-0.5662243814644765	-0.0	-0.18555147674753036	0.0	-0.4039471524900746	0.1631718452608516
3700000	0.5543899533393034	0.9679714035140101	-0.49018157200269635	-3.377572486832279	-0.2117749486508248	-0.4393091914150196	-0.26665753219783905	1.625821844953704	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.5543899533393034	0.9679714035140101	-0.49018157200269635	-0.0	-0.2117749486508248	-0.0	-0.26665753219783905	0.0
3800000	0.39586658106416694	0.8600578335466503	-0.34428014138900004	0.4884039288393379	-0.3106316100805591	-0.16214493649371442	-0.30505078378707406	0.12228275125140617	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.39586658106416694	0.8600578335466503	-0.34428014138900004	0.4884039288393379	-0.3106316100805591	-0.0	-0.30505078378707406	0.12228275125140617
3900000	0.6471176237949263	1.1014161652051055	-0.5380774251436132	0.731252115432964	-0.13296662039752832	-0.7938730482767345	-0.22295447570700297	0.09149272466700398	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.6471176237949263	1.1014161652051055	-0.5380774251436132	0.0	-0.13296662039752832	-0.0	-0.22295447570700297	0.09149272466700398
4000000	0.6310020561660833	1.049192767328046	-0.5749224269963691	0.23989629992223405	-0.15078872520090472	-1.5708094155542405	-0.36723303445731387	0.17242118091286077	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.6310020561660833	1.049192767328046	-0.5749224269963691	0.0	-0.15078872520090472	-0.0	-0.36723303445731387	0.17242118091286077
4100000	0.4924852467887879	0.9521404622028634	-0.4907365632330787	0.18779922178856776	-0.20958175844805874	2.2407736804006966	-0.2980910063765957	0.08144035025197753	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.4924852467887879	0.9521404622028634	-0.4907365632330787	0.18779922178856776	-0.20958175844805874	0.0	-0.2980910063765957	0.08144035025197753
4200000	0.3733167457539094	0.8898028806676694	-0.32041449024662677	0.43340878708700437	-0.27090870568648173	0.8833365412223266	-0.37515174440337307	0.13776901463883015	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.3733167457539094	0.8898028806676694	-0.32041449024662677	0.43340878708700437	-0.27090870568648173	0.0	-0.37515174440337307	0.13776901463883015
4300000	0.5765726503842091	0.9575119675236173	-0.4386530720612609	0.26776593423918227	-0.20521477132028293	-1.492901877900902	-0.3223091731255442	0.15937773535927993	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.5765726503842091	0.9575119675236173	-0.4386530720612609	0.26776593423918227	-0.20521477132028293	-0.0	-0.3223091731255442	0.15937773535927993
4400000	0.5803786509946701	1.1164884993971522	-0.5393049849110415	0.016812117343689037	-0.21998657389301512	1.415174803120827	-0.2794680257132188	0.13687238081208614	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.5803786509946701	1.1164884993971522	-0.5393049849110415	0.0	-0.21998657389301512	0.0	-0.2794680257132188	0.13687238081208614
4500000	0.5260593747677312	1.0437560640935963	-0.5269300666152182	-0.7183531328791775	-0.15882996647270914	0.30970722766740166	-0.3342789136836056	2.3973755932498304	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.5260593747677312	1.0437560640935963	-0.5269300666152182	-0.0	-0.15882996647270914	0.0	-0.3342789136836056	0.0
4600000	0.6252518405582902	1.093200987878061	-0.5311596484256869	-4.82221110788292	-0.32713627257822836	-1.5771241951413737	-0.30694589932978	0.12851150803170547	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.6252518405582902	1.093200987878061	-0.5311596484256869	-0.0	-0.32713627257822836	-0.0	-0.30694589932978	0.12851150803170547
4700000	0.5942108361935167	1.0704354430017953	-0.5072803956986222	0.25868395045610004	-0.18274141388058615	-0.8401362108142797	-0.30400141122101326	0.11955520382237245	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.5942108361935167	1.0704354430017953	-0.5072803956986222	0.0	-0.18274141388058615	-0.0	-0.30400141122101326	0.11955520382237245
4800000	0.4231610663721442	0.9591645960647475	-0.4267203540028963	0.3000349690520115	-0.2675596787667712	-0.5681763704576639	-0.37459771825189186	0.11570319861658845	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.4231610663721442	0.9591645960647475	-0.4267203540028963	0.3000349690520115	-0.2675596787667712	-0.0	-0.37459771825189186	0.11570319861658845
4900000	0.6084987453250451	0.9802336546610718	-0.5547974556070515	-0.8891636305129231	-0.19122749703292874	-2.6167233548979754	-0.26261475944410967	0.11593276614701259	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.6084987453250451	0.9802336546610718	-0.5547974556070515	-0.0	-0.19122749703292874	-0.0	-0.26261475944410967	0.11593276614701259
5000000	0.5381749664184614	1.032206330470886	-0.5293832543916992	-2.8682761159238073	-0.2781455598129347	-0.6173429776273243	-0.2977779333924695	0.09475015567942664	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.5381749664184614	1.032206330470886	-0.5293832543916992	-0.0	-0.2781455598129347	-0.0	-0.2977779333924695	0.09475015567942664
5100000	0.6010670050375247	1.0476526589803632	-0.5318763902194694	-2.019205479618866	-0.17672022814931876	0.5131898365926622	-0.2828325991887675	0.10050664643595532	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.6010670050375247	1.0476526589803632	-0.5318763902194694	-0.0	-0.17672022814931876	0.0	-0.2828325991887675	0.10050664643595532
5200000	0.3148092333417169	0.9069435552472903	-0.3851907844886741	0.33539164899365814	-0.2394194405174769	1.1767254612344422	-0.33292944863994756	0.15308550268690224	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.3148092333417169	0.9069435552472903	-0.3851907844886741	0.33539164899365814	-0.2394194405174769	0.0	-0.33292944863994756	0.15308550268690224
5300000	0.4802333877517653	0.8637307785205264	-0.3940753244204578	0.22808165348183895	-0.2634777323095485	-0.04669389267217605	-0.4205756422676205	0.1289566457461336	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.4802333877517653	0.8637307785205264	-0.3940753244204578	0.22808165348183895	-0.2634777323095485	-0.0	-0.4205756422676205	0.1289566457461336
5400000	0.3857533814177416	0.914684653065419	-0.4096506678824449	0.3805401604204286	-0.2561509360150554	-1.1800329819414657	-0.2958415819056519	0.15394711767955477	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.3857533814177416	0.914684653065419	-0.4096506678824449	0.3805401604204286	-0.2561509360150554	-0.0	-0.2958415819056519	0.15394711767955477
5500000	0.41358767497947996	0.9774935552900874	-0.41287091647939966	0.2860652677853799	-0.22366361498996448	-2.7541805502133228	-0.401520618986225	0.15612457728246285	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.41358767497947996	0.9774935552900874	-0.41287091647939966	0.2860652677853799	-0.22366361498996448	-0.0	-0.401520618986225	0.15612457728246285
5600000	0.5561595990618866	1.0662099785280372	-0.5503634737066012	-1.4205160237529297	-0.16655287941854746	0.945462098781801	-0.2742348464621601	0.11941267199065399	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.5561595990618866	1.0662099785280372	-0.5503634737066012	-0.0	-0.16655287941854746	0.0	-0.2742348464621601	0.11941267199065399
5700000	0.32001840398326215	0.816372479968162	-0.3358155523218112	0.4812986843612245	-0.3319575496095348	-3.325776298187056	-0.3031136002499039	0.13691466057777602	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.32001840398326215	0.816372479968162	-0.3358155523218112	0.4812986843612245	-0.3319575496095348	-0.0	-0.3031136002499039	0.13691466057777602
5800000	0.5769942578633467	1.0460356368953028	-0.5521518993732405	-0.7435858021756464	-0.15420446419373213	1.4716555216526304	-0.3087119900334349	0.15713077393683594	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.5769942578633467	1.0460356368953028	-0.5521518993732405	-0.0	-0.15420446419373213	0.0	-0.3087119900334349	0.15713077393683594
5900000	0.5416437636563252	0.988393987022397	-0.44570218497425734	0.11377126282781819	-0.16219894722200726	1.113565862173289	-0.21617364985626164	0.06314673573693153	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.5416437636563252	0.988393987022397	-0.44570218497425734	0.11377126282781819	-0.16219894722200726	0.0	-0.21617364985626164	0.06314673573693153
6000000	0.58858585773587	1.0913764814954023	-0.5366981938754422	0.8297567895736863	-0.23525723632615222	-1.6203259126425165	-0.3517527156558043	0.16762009672712302	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.58858585773587	1.0913764814954023	-0.5366981938754422	0.0	-0.23525723632615222	-0.0	-0.3517527156558043	0.16762009672712302
6100000	0.5130548310529253	0.9060657628803301	-0.4474362239929745	0.23343723934194963	-0.2008030480754023	0.7138190177197408	-0.23472708553854604	0.06759614614370987	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.5130548310529253	0.9060657628803301	-0.4474362239929745	0.23343723934194963	-0.2008030480754023	0.0	-0.23472708553854604	0.06759614614370987
6200000	0.5676928831791062	1.0050664709036012	-0.49939435246283087	0.23327593003591518	-0.19628947320196094	2.785954278853997	-0.2781425611669288	0.08017251790050989	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.5676928831791062	1.0050664709036012	-0.49939435246283087	0.0	-0.19628947320196094	0.0	-0.2781425611669288	0.08017251790050989
6300000	0.5602705192265713	1.0762224536778504	-0.5275517522338506	-0.012035592456437483	-0.2587556884542872	-2.5372875721321124	-0.35972757975271186	0.13797587640008643	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.5602705192265713	1.0762224536778504	-0.5275517522338506	-0.0	-0.2587556884542872	-0.0	-0.35972757975271186	0.13797587640008643
6400000	0.4477513166679944	0.8883319966064707	-0.3938333028624991	0.4019251340685236	-0.24041864869953106	0.21266350922434743	-0.35390376367250737	0.15961744993716542	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.4477513166679944	0.8883319966064707	-0.3938333028624991	0.4019251340685236	-0.24041864869953106	0.0	-0.35390376367250737	0.15961744993716542
6500000	0.45513350521399637	0.9614546133740487	-0.43595234194216675	0.34617719522509016	-0.20975411725542747	2.970088616207355	-0.34907994859044184	0.14816791885586025	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.45513350521399637	0.9614546133740487	-0.43595234194216675	0.34617719522509016	-0.20975411725542747	0.0	-0.34907994859044184	0.14816791885586025
6600000	0.5371645292991081	1.0417675701018208	-0.5178678649979385	1.9791371904460466	-0.20646204072629248	-0.7518184323209045	-0.38061216595368685	0.15284971273076486	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.5371645292991081	1.0417675701018208	-0.5178678649979385	0.0	-0.20646204072629248	-0.0	-0.38061216595368685	0.15284971273076486
6700000	0.5488412496832816	0.9945686562522934	-0.5167017601227035	-1.110758295861101	-0.17386056325247337	-0.6229608744027877	-0.37681677059918167	0.018642875118859537	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.5488412496832816	0.9945686562522934	-0.5167017601227035	-0.0	-0.17386056325247337	-0.0	-0.37681677059918167	0.0
6800000	0.44575110434479465	0.845098703143851	-0.3717629019530366	0.3699212160756601	-0.21255799594253982	1.4027941612164607	-0.3238068976838988	0.13141017476968514	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.44575110434479465	0.845098703143851	-0.3717629019530366	0.3699212160756601	-0.21255799594253982	0.0	-0.3238068976838988	0.13141017476968514
6900000	0.33974304733626076	0.7638057155888323	-0.2866865803766584	0.5877774096047141	-0.24097211815256905	-0.40634703526174865	-0.3168148510337134	0.09433997000360832	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.33974304733626076	0.7638057155888323	-0.2866865803766584	0.5877774096047141	-0.24097211815256905	-0.0	-0.3168148510337134	0.09433997000360832
7000000	0.5775008866785244	0.9885522268293597	-0.5221044501971548	-1.6451825403892995	-0.26778536565239774	-0.3316046225212539	-0.3453690158943429	0.09888996278546364	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.5775008866785244	0.9885522268293597	-0.5221044501971548	-0.0	-0.26778536565239774	-0.0	-0.3453690158943429	0.09888996278546364
7100000	0.5933040988507746	1.066093692798752	-0.5383663045011289	1.7316201129832336	-0.26796177342677335	0.10086365067781213	-0.36865450033130764	0.11219431525981946	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.5933040988507746	1.066093692798752	-0.5383663045011289	0.0	-0.26796177342677335	0.0	-0.36865450033130764	0.11219431525981946
7200000	0.6208733190589532	1.0381004125674231	-0.5010824441425518	1.7679530098445713	-0.2171872950744215	-3.5048311352874943	-0.3863893696931381	0.08953022031054808	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.6208733190589532	1.0381004125674231	-0.5010824441425518	0.0	-0.2171872950744215	-0.0	-0.3863893696931381	0.08953022031054808
7300000	0.5619034702867759	1.0515700326461441	-0.5233297955977221	1.4421303628531585	-0.24706319015008635	-1.752235678616476	-0.4169814226610538	0.15421411441652336	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.5619034702867759	1.0515700326461441	-0.5233297955977221	0.0	-0.24706319015008635	-0.0	-0.4169814226610538	0.15421411441652336
