state	joint	prior	likelihood	location.meanRate	location.includedPredictors	location.coefficientsTimesIndicators1	location.coefficientsTimesIndicators2	location.coefficientsTimesIndicators3	location.coefficientsTimesIndicators4	location.coefficientsTimesIndicators5	location.coefficientsTimesIndicators6	location.coefficientsTimesIndicators7	location.coefficientsTimesIndicators8	location.branchRates	location.treeLikelihood
11000000	-8798.499739871777	-823.5445726936654	-7974.955167178112	2.0168683578787103	7.0	0.44007476561217707	0.8255715275726659	-0.31526635056599994	0.5067888302025372	-0.19840356169888212	0.0	-0.2652715126440466	0.18310052113852227	0.0	-7974.955167178112
11100000	-8776.494257400875	-859.9590910314813	-7916.535166369394	2.0968703920463785	8.0	0.4150925743024027	0.9138420941497537	-0.3514383857993232	0.39462610731287007	-0.2943061229510657	-0.035646368146527	-0.35872321336755353	0.14563655022864963	0.0	-7916.535166369394
11200000	-8729.690316791975	-909.9850524629227	-7819.705264329053	2.2649783685071685	7.0	0.35946761388499576	0.8517839241793613	-0.3095785308658487	0.4342658705832244	-0.24735008090242047	-0.0	-0.271094748354238	0.05982644570306548	0.0	-7819.705264329053
11300000	-8772.715739125177	-846.4267883541913	-7926.288950770985	2.1207822994520025	6.0	0.5013134493154896	1.0210670424981494	-0.5215471953093621	0.0	-0.2967836084613515	-0.0	-0.4426532435902077	0.09252714621351771	0.0	-7926.288950770985
11400000	-8747.436729600251	-843.0592257095497	-7904.377503890701	2.037270706921971	7.0	0.39715868976255164	0.8965311530127835	-0.4029819000741508	0.3171717968862172	-0.3266603527084527	-0.0	-0.336676652381067	0.16653302183704274	0.0	-7904.377503890701
11500000	-8852.437909122078	-853.7156541069382	-7998.722255015139	2.0235941199033296	7.0	0.5225159407920339	0.9527183891873544	-0.3977792869191054	0.20252286721474352	-0.2303248062861149	0.0	-0.30907654277939306	0.12379918865566052	0.0	-7998.722255015139
11600000	-8763.918892282574	-874.1684880189968	-7889.750404263577	2.254636718612574	6.0	0.5213819336096392	1.0256789071456403	-0.5269067071123	0.0	-0.17741184510597954	-0.0	-0.37532893681329565	0.1307573329441964	0.0	-7889.750404263577
11700000	-8833.03345805051	-838.6452390811904	-7994.3882189693195	2.055355713698957	7.0	0.4255251966222108	0.9126391116444376	-0.36531007472019894	0.37983279759600735	-0.24204169543113824	-0.0	-0.34407584000806296	0.17833394748035164	0.0	-7994.3882189693195
11800000	-8755.239298217202	-894.1697705624323	-7861.06952765477	2.2228536093350786	7.0	0.36410643549217603	0.8084958290561414	-0.3512983358689471	0.34439401979802065	-0.23733310225716722	0.0	-0.3450820718459799	0.05451007060671807	0.0	-7861.06952765477
11900000	-8770.435016528478	-835.635340198755	-7934.799676329722	1.9748495064170248	7.0	0.3855384682498613	0.8805723252476926	-0.44420193831272364	0.35656513865262923	-0.2479912343052365	-0.0	-0.4185676839401007	0.17152587212655118	0.0	-7934.799676329722
12000000	-8762.663635090152	-899.6120998518624	-7863.051535238289	2.2714297115180915	5.0	0.5990502111104864	1.0432031115355538	-0.5566451562019995	0.0	-0.13263660321708545	-0.0	-0.17391019870592814	0.0	0.0	-7863.051535238289
12100000	-8761.338788586054	-856.4074327005355	-7904.931355885518	2.106092536715629	7.0	0.36533443094514484	0.8650428534999631	-0.36377782215055704	0.4438028255457598	-0.2590928650231407	-0.0	-0.38849715130592244	0.18790360992050048	0.0	-7904.931355885518
12200000	-8761.201129182447	-821.8547539115173	-7939.3463752709295	1.9949763841288581	7.0	0.5363292070674722	0.927422832041949	-0.4268708537973631	0.21152950213469937	-0.17084740954756125	-0.0	-0.29622609567812	0.10833906881793749	0.0	-7939.3463752709295
12300000	-8781.161071159555	-894.1997065758868	-7886.961364583668	2.1477615802021286	7.0	0.3875961872386374	0.8973889780020744	-0.4163333378351163	0.19217655652654947	-0.2466110427178341	0.0	-0.34112544851910837	0.07228688908463181	0.0	-7886.961364583668
12400000	-8794.86883844469	-857.2072040601237	-7937.661634384566	2.0995319364493557	7.0	0.396022889048434	0.8435131833311325	-0.37623356413641773	0.3817269298973608	-0.23016741503997676	0.0	-0.35521751662601886	0.13276293330003855	0.0	-7937.661634384566
12500000	-8710.413564329898	-805.258671057222	-7905.154893272676	2.0341210932838942	6.0	0.5832846129870958	1.0481988175642833	-0.492362684875365	0.0	-0.21950910511951655	0.0	-0.3298954143581211	0.10654617242493729	0.0	-7905.154893272676
12600000	-8790.88017615121	-869.0490636804383	-7921.831112470772	2.239335485445944	7.0	0.490296211786402	0.9351938441085874	-0.4224168436034212	0.20992000100672953	-0.21758741366986578	0.0	-0.3112853016813867	0.10086480323351349	0.0	-7921.831112470772
12700000	-8757.179281918197	-824.9087121263151	-7932.270569791883	2.001889059222936	7.0	0.4658105191739237	0.9184674005806608	-0.39613231025373186	0.37197377165310436	-0.2927872445852166	0.0	-0.29673674914232323	0.17920147143193746	0.0	-7932.270569791883
12800000	-8805.901519328989	-834.4537135300804	-7971.447805798909	1.9802272373986707	6.0	0.5740049264982215	1.0654131569029879	-0.5085598820122231	0.0	-0.3227363967242049	0.0	-0.3351705368939738	0.15436337456148458	0.0	-7971.447805798909
12900000	-8835.988631650427	-872.4727805409818	-7963.515851109446	2.0866109977365013	6.0	0.5323318884623153	1.0562013657260239	-0.5315676955047883	-0.0	-0.22320193148488035	0.0	-0.30921936353617685	0.15242497157747015	0.0	-7963.515851109446
13000000	-8847.83188824355	-827.1831368825211	-8020.648751361029	2.0341224939304707	6.0	0.5906706408403296	1.0440137233763553	-0.5416007237627986	0.0	-0.21691117562071066	0.0	-0.2839415744468546	0.1090447323721795	0.0	-8020.648751361029
13100000	-8745.236274354786	-862.5271574799239	-7882.709116874861	2.0753346938650576	7.0	0.44167559436230114	0.9196207705259319	-0.45548578889566216	0.231925565167841	-0.1726472393436388	0.0	-0.284240516910912	0.13483060429927185	0.0	-7882.709116874861
13200000	-8829.936332345314	-856.6587486409269	-7973.277583704388	2.043360770331361	6.0	0.526981586566162	1.1298574539546102	-0.571484067172771	-0.0	-0.21314408969725585	-0.0	-0.32445094386748996	0.1458579089687215	0.0	-7973.277583704388
13300000	-8811.971476631159	-820.3132623262136	-7991.6582143049445	1.9804410309071456	6.0	0.585052795035397	1.0402804929543246	-0.5048033652201563	0.0	-0.25952126356849997	-0.0	-0.2281492113505619	0.07594344950278278	0.0	-7991.6582143049445
13400000	-8715.960037115889	-854.7335191272014	-7861.226517988687	2.065805150778889	7.0	0.49274619094952576	0.9884966093022536	-0.4356460590507802	0.17643119294416038	-0.18560218694743236	0.0	-0.31901269904780033	0.09439986404886717	0.0	-7861.226517988687
13500000	-8824.732668167057	-837.1860989086854	-7987.546569258372	2.1170379617001895	6.0	0.5872067643019725	1.009630275127021	-0.5456507806021944	-0.0	-0.15390266581121279	0.0	-0.30953079283048635	0.08584547051838597	0.0	-7987.546569258372
13600000	-8752.687852891431	-857.9537146032575	-7894.734138288173	2.110091116607982	6.0	0.5552657312003009	1.1029617964828697	-0.5141746338057549	0.0	-0.17137753878649367	-0.0	-0.3286642678606512	0.15472745263988674	0.0	-7894.734138288173
13700000	-8817.664255953861	-918.80943510588	-7898.854820847981	2.227337548114886	7.0	0.36941687573243404	0.9054006137194512	-0.3854652918420182	0.28264239361202087	-0.18538551730665098	-0.0	-0.29246436059140085	0.09970993437958296	0.0	-7898.854820847981
13800000	-8842.572281775734	-898.5162388738981	-7944.056042901835	2.1992300728655043	7.0	0.3386583884433686	0.9198766066741318	-0.41449465013979114	0.3895238949545625	-0.21504327482861696	-0.0	-0.35505288112646816	0.18192971458648544	0.0	-7944.056042901835
13900000	-8827.081776360092	-862.5413539697754	-7964.540422390317	1.9681198205671022	5.0	0.5128153510660257	1.003677238847295	-0.48000023421338633	0.0	-0.1670793859422153	0.0	-0.2953854695065587	0.0	0.0	-7964.540422390317
14000000	-8821.198648047213	-885.0982314793565	-7936.100416567857	2.098396700598796	6.0	0.5919817141387345	1.062812045707627	-0.5374497281629602	0.0	-0.13040328769146353	-0.0	-0.30909971661573943	0.07324023331251525	0.0	-7936.100416567857
14100000	-8767.512617887596	-824.9544551133723	-7942.558162774224	1.9850332468038525	7.0	0.36616679439620947	0.8811836610305738	-0.37379649996208864	0.4425600883568644	-0.26820698855571284	-0.0	-0.29310752018362946	0.10567135169919095	0.0	-7942.558162774224
14200000	-8789.97243124704	-871.4540432348858	-7918.518388012155	2.1836637349070807	6.0	0.549952782573423	1.063433378682351	-0.5228634739902415	0.0	-0.20608613428707048	0.0	-0.2951646035628359	0.10079522879306302	0.0	-7918.518388012155
14300000	-8843.827725284224	-837.0891866766368	-8006.7385386075875	2.050762861747804	6.0	0.5747284296778317	1.0488084792855372	-0.5223162520369763	0.0	-0.21785721986647869	-0.0	-0.32823740751798786	0.11086848073302816	0.0	-8006.7385386075875
14400000	-8789.490344962433	-845.2882924921679	-7944.202052470265	2.1411275599290938	7.0	0.39538102590139934	0.857719892999157	-0.3938339069175316	0.3963691702663274	-0.27968984347368747	0.0	-0.31209853808949156	0.10919230493082528	0.0	-7944.202052470265
14500000	-8764.699366549912	-850.4282655209882	-7914.271101028923	1.9851259368412866	6.0	0.48866264176570734	1.0442572287486915	-0.5574520968202226	-0.0	-0.23489566731339412	0.0	-0.3147811297014509	0.08579779143085971	0.0	-7914.271101028923
14600000	-8817.56663138547	-863.8820597413726	-7953.6845716440985	2.0403155796090533	5.0	0.6295999980840817	1.032218158343327	-0.47947571006626744	-0.0	-0.157834635344878	-0.0	-0.3708087666248525	0.0	0.0	-7953.6845716440985
14700000	-8774.653770150604	-854.6380078783704	-7920.015762272234	2.012425108291743	7.0	0.30658580993479795	0.8341249545519106	-0.32345387546111454	0.48590864622615765	-0.2527486597856643	-0.0	-0.2280119367708565	0.10852670954653124	0.0	-7920.015762272234
14800000	-8721.902312005293	-841.9296788852877	-7879.972633120005	2.0760686747774706	6.0	0.5489478549346067	1.0315279819607481	-0.5545826947356156	0.0	-0.20282045482056574	0.0	-0.3033946946444615	0.08586099082860779	0.0	-7879.972633120005
14900000	-8814.091023700696	-899.4751496974076	-7914.615874003289	2.1163418729898646	6.0	0.5119045594508405	1.0275664829165412	-0.5422502864051821	0.0	-0.25972811863789763	-0.0	-0.3303874562221075	0.09867383537527957	0.0	-7914.615874003289
15000000	-8805.792696393291	-871.4879661091185	-7934.304730284172	2.144986379915828	6.0	0.5410375109369618	1.0564366768705062	-0.4886818175969897	-0.0	-0.200645819964663	0.0	-0.2981141146240021	0.12986523330077826	0.0	-7934.304730284172
15100000	-8748.782508328626	-881.996153279984	-7866.786355048642	2.2369550250167385	6.0	0.5459145238813801	1.0088590228402528	-0.5128484044974709	0.0	-0.1869330338960554	0.0	-0.2799417233344547	0.1120189225131662	0.0	-7866.786355048642
15200000	-8821.21743246592	-893.1321092199443	-7928.085323245977	2.149792572933407	6.0	0.48845412850316333	1.0008706826526512	-0.5282446388668925	-0.0	-0.20348247012310572	-0.0	-0.40703261416869024	0.08080070214335644	0.0	-7928.085323245977
15300000	-8768.885520733746	-838.7433597077917	-7930.142161025953	2.120267694404129	6.0	0.5589352332370184	0.9836367084817498	-0.520436745027828	0.0	-0.2828313262584127	-0.0	-0.20368151710848575	0.08739133488677754	0.0	-7930.142161025953
15400000	-8832.750943827308	-918.51696770945	-7914.233976117857	2.180057551106571	5.0	0.5079873923805996	0.9971426414887825	-0.48367135425397717	0.0	-0.17193418455328677	0.0	-0.3486802904034646	0.0	0.0	-7914.233976117857
15500000	-8758.640408043224	-895.2892584123806	-7863.351149630844	2.146461822499376	7.0	0.34401825214932047	0.9040329408710852	-0.42895165271014113	0.38410102401087826	-0.2215934758930249	0.0	-0.34871498144771146	0.1713744585065936	0.0	-7863.351149630844
15600000	-8768.440021460094	-849.0565284633218	-7919.3834929967725	2.067840541150823	7.0	0.33695826985469846	0.8136384479158344	-0.3823523403218859	0.43293227773455134	-0.2968437570251714	-0.0	-0.31620885231629436	0.16770933579212452	0.0	-7919.3834929967725
15700000	-8831.54540232059	-871.3763953877838	-7960.169006932806	2.1442925498254404	7.0	0.34904539491255543	0.8431236530108702	-0.3106147780823168	0.45162973632108555	-0.27753385442884043	0.0	-0.32378055989583276	0.12112241685412009	0.0	-7960.169006932806
15800000	-8808.052762643374	-845.2584588423978	-7962.794303800976	2.1271720074015446	5.0	0.516152870077647	0.9548803296312613	-0.4729402108447023	-0.0	-0.25304389177448555	-0.0	-0.344089103046423	0.0	0.0	-7962.794303800976
15900000	-8750.284049209606	-863.5916486441719	-7886.692400565435	2.1463735018707375	7.0	0.4426521927915534	0.9442156841828714	-0.3765602825390744	0.3258451111780309	-0.20072938483057468	-0.0	-0.29146091480644354	0.11414056013947206	0.0	-7886.692400565435
16000000	-8789.16456585328	-818.3637499179208	-7970.800815935359	1.9999449488892098	5.0	0.5379377892217245	0.9902229890908043	-0.5341858134525198	0.0	-0.2275221544080077	0.0	-0.31180625875242096	-0.0	0.0	-7970.800815935359
16100000	-8756.100909410765	-852.545759040838	-7903.555150369926	2.0111554837854375	7.0	0.3535748774509167	0.8088180651570644	-0.3247272483129293	0.5105459235745519	-0.29187060925852315	-0.0	-0.312302960388075	0.15079919753248694	0.0	-7903.555150369926
16200000	-8745.829046816896	-893.549279286793	-7852.2797675301035	2.1540445565093194	6.0	0.5613404701504872	1.0660167014751505	-0.5600496010645175	0.0	-0.21870934444311843	0.0	-0.26053597958564956	0.1586171881762147	0.0	-7852.2797675301035
16300000	-8713.958842753846	-830.1772131128592	-7883.7816296409865	2.0611143012468665	7.0	0.5034006288105479	0.9586674405157627	-0.4651488197080334	0.21561988850701785	-0.18526209209181727	0.0	-0.35045093436821473	0.10654074387886459	0.0	-7883.7816296409865
16400000	-8804.619994401079	-880.0355347164151	-7924.584459684663	2.0800291556624644	5.0	0.5724855948065427	1.053526437054159	-0.4694975138555554	-0.0	-0.1579766060435958	-0.0	-0.3244124452024075	-0.0	0.0	-7924.584459684663
16500000	-8767.712891323677	-842.7956988443616	-7924.917192479315	2.1330703789965275	7.0	0.49868242284530473	1.0330943292240669	-0.47470076176276704	0.2314630169710019	-0.21980567967027084	0.0	-0.3333993329828089	0.16690489347165224	0.0	-7924.917192479315
16600000	-8818.504317388759	-877.794262112129	-7940.710055276631	2.19327359619359	7.0	0.4468436642346532	0.8931251814243072	-0.38556444303210197	0.3149677621866592	-0.20365999229709597	0.0	-0.3557443198312938	0.11782819815280003	0.0	-7940.710055276631
16700000	-8775.416703657918	-840.2268230203433	-7935.189880637575	1.9766796821990122	6.0	0.5692385646263521	0.9933744987905825	-0.5469989976179215	0.0	-0.22962521409959877	-0.0	-0.27906466366588384	0.11863936856826976	0.0	-7935.189880637575
16800000	-8729.453931300413	-872.3556183350352	-7857.098312965379	2.042579721388523	7.0	0.48398150978708443	1.0493163402155308	-0.5339075539843455	0.12772223336843821	-0.19568691965984278	-0.0	-0.3448523045541491	0.1710827047507833	0.0	-7857.098312965379
16900000	-8799.49401505628	-841.3085610630486	-7958.185453993231	1.9818891974460093	7.0	0.3540486060558278	0.9068551349758835	-0.3809992173512053	0.45738943722342873	-0.25684594590322685	-0.0	-0.438303316096466	0.17731416476135947	0.0	-7958.185453993231
17000000	-8843.268576605466	-936.3203188110964	-7906.94825779437	2.1342178397610927	7.0	0.4777043413292124	0.9068991180458574	-0.45474246815866226	0.1258036501946818	-0.24233718829687367	0.0	-0.37954337404550625	0.144888453539539	0.0	-7906.94825779437
17100000	-8789.043199984773	-863.7312968136829	-7925.311903171091	2.1595444927548675	7.0	0.4359150548000659	0.9141376742741133	-0.4786248216572429	0.19767025332025198	-0.23434395340688444	-0.0	-0.31892650202036926	0.12844526410674784	0.0	-7925.311903171091
17200000	-8714.8651806218	-779.725513844895	-7935.139666776905	1.9956894865103356	7.0	0.5045084521904116	0.9369408830441605	-0.4214853943365316	0.2992998418303389	-0.3225553947376008	0.0	-0.3091317580554687	0.15846883347306162	0.0	-7935.139666776905
17300000	-8815.98159488357	-860.4069492886189	-7955.57464559495	2.1966016982918597	7.0	0.39818355719912124	0.85488118916343	-0.35955605478591635	0.4698988758092428	-0.24250640472583057	0.0	-0.30077073014074485	0.17124663279277452	0.0	-7955.57464559495
17400000	-8814.934018951226	-876.6488993715933	-7938.285119579633	2.1389597758276833	7.0	0.38643968790574096	0.8273658164914484	-0.33534020632795697	0.35481750322724426	-0.22673896801656315	-0.0	-0.3051314188393894	0.09118734473654601	0.0	-7938.285119579633
17500000	-8802.5025011831	-871.4213336503485	-7931.081167532752	2.1239786945394084	7.0	0.439574847401312	0.9068625602462894	-0.4113985286843516	0.2521581388946459	-0.24141063000919868	0.0	-0.36923045890220385	0.1202132119205916	0.0	-7931.081167532752
17600000	-8734.845679646309	-807.8171568070355	-7927.028522839273	2.0546481273863213	6.0	0.54768306104137	1.0348186709144123	-0.5230769647902143	0.0	-0.26809111332383534	0.0	-0.3064259766704143	0.13496701314940807	0.0	-7927.028522839273
17700000	-8770.553049131786	-825.3582600531461	-7945.1947890786405	2.0621932228481072	7.0	0.44837935565441966	0.9782460991156626	-0.4352928849794176	0.144212834621934	-0.2828187558888478	-0.0	-0.36687832736329756	0.13930489639947663	0.0	-7945.1947890786405
17800000	-8748.339072636989	-829.3575709754015	-7918.981501661587	2.171862905143207	7.0	0.4336385991654449	0.94262664170301	-0.4398676951221604	0.3392816602307009	-0.256670202981306	-0.0	-0.3390658977703006	0.1543407969868307	0.0	-7918.981501661587
17900000	-8772.42019693743	-882.4693474972249	-7889.950849440204	2.18239828726554	7.0	0.3788294634580042	0.8482391685353862	-0.33896691098815085	0.5312236688771023	-0.25178533418968313	-0.0	-0.3200445982105579	0.1469772479026046	0.0	-7889.950849440204
18000000	-8764.219889412068	-863.9516857943202	-7900.2682036177475	2.1048085963467122	7.0	0.35255940340927056	0.8769431437490397	-0.4022737189744321	0.32614096456768843	-0.25068036844156494	0.0	-0.3411268209987486	0.08588437065461316	0.0	-7900.2682036177475
18100000	-8766.24269730076	-823.5051057529754	-7942.737591547786	2.0300952933204486	7.0	0.4423867138830111	0.9163834652278641	-0.41534193137098824	0.28105355079854	-0.2766687716413382	0.0	-0.31545184014348115	0.1147988837627025	0.0	-7942.737591547786
18200000	-8747.152692748683	-857.0974514829247	-7890.055241265758	1.956215859325695	7.0	0.33849551873426	0.811398618399844	-0.3138756959991495	0.47613077758776456	-0.3077905732678463	0.0	-0.3695873446286717	0.11931600553528093	0.0	-7890.055241265758
18300000	-8791.900818342534	-828.2689755467609	-7963.631842795773	1.9759984489131879	7.0	0.43507195132159976	0.9366720490106257	-0.4345136294722737	0.27471998963184596	-0.22952456859611964	-0.0	-0.3053924056778741	0.12776429594669667	0.0	-7963.631842795773
18400000	-8814.331221890106	-861.9977705888739	-7952.333451301233	2.135710444030452	6.0	0.5274035379890799	1.0140549671031145	-0.4936097002332186	0.0	-0.1920140906972617	-0.0	-0.3420935902362599	0.054155811005196286	0.0	-7952.333451301233
18500000	-8817.722066285707	-824.1440602959169	-7993.578005989791	1.856777998195551	7.0	0.5214892971437418	0.9472206861177535	-0.4319998064131569	0.19062879170914668	-0.2861549850042167	-0.0	-0.35725645423339225	0.12250914638743036	0.0	-7993.578005989791
18600000	-8812.13395263918	-867.0953624658604	-7945.038590173321	2.111769946408097	7.0	0.3309430594414793	0.8612513993869823	-0.3512141218867546	0.4649642617508718	-0.2957036082234312	0.0	-0.27753119664302583	0.10308902748647752	0.0	-7945.038590173321
18700000	-8817.458507395015	-801.7507561184987	-8015.707751276516	1.9551722027409146	5.0	0.5793315215718887	0.9908191401360572	-0.5314680771208109	0.0	-0.25823044812319457	0.0	-0.20847760043273697	0.0	0.0	-8015.707751276516
18800000	-8750.289651805684	-851.7501839672793	-7898.5394678384055	2.1184787207295357	7.0	0.37554088023405996	0.8555793662941681	-0.37187519474770003	0.3853051857317228	-0.24056827454281923	0.0	-0.3153320961183562	0.12006258936064232	0.0	-7898.5394678384055
18900000	-8776.520654999462	-901.3918233398704	-7875.128831659591	2.2228030432783967	6.0	0.5287245369066107	1.0049837017621421	-0.5518264924647693	-0.0	-0.21648480361109132	0.0	-0.3193482150080977	0.09740865839543783	0.0	-7875.128831659591
19000000	-8801.462186297367	-904.7761096963892	-7896.686076600979	2.131227719954715	6.0	0.5661156479920209	1.0596256036864378	-0.5128466287335436	0.0	-0.18610516261783025	-0.0	-0.39499398467365765	0.09206230105229925	0.0	-7896.686076600979
19100000	-8796.133690544506	-825.7476253190347	-7970.386065225471	2.077226018226608	7.0	0.45538726342021235	0.879805817481099	-0.39668219182644543	0.4036490803440441	-0.3070467136821721	-0.0	-0.30201012347943407	0.14951520370350513	0.0	-7970.386065225471
19200000	-8786.994834412664	-836.1808022261968	-7950.814032186467	2.064503119907851	7.0	0.35511841017554724	0.8850107483603862	-0.43195291866304647	0.4070608027542734	-0.2520646545069225	-0.0	-0.4247452011415605	0.11735565426553381	0.0	-7950.814032186467
19300000	-8767.234062598203	-845.7693147830418	-7921.464747815162	2.1330946078233493	6.0	0.5519941426880294	1.009640651287865	-0.5396453062093626	-0.0	-0.22558608522147267	-0.0	-0.28911249581152254	0.11346378824832959	0.0	-7921.464747815162
19400000	-8815.458092581679	-835.5241057247462	-7979.933986856932	2.0595220457539125	7.0	0.4932679235522735	0.9775254243143684	-0.4639184378169945	0.2334471874915734	-0.270949095150194	-0.0	-0.3592413905464391	0.15449872467494363	0.0	-7979.933986856932
19500000	-8707.433977811233	-833.4924558652343	-7873.941521945999	2.025513010518517	6.0	0.6109518052343718	1.0378963874630711	-0.509183644640799	0.0	-0.15729158447312	0.0	-0.2402224410854281	0.11414881294015586	0.0	-7873.941521945999
19600000	-8726.56130783658	-860.7317146279042	-7865.829593208676	2.101838178910176	7.0	0.357703571181205	0.8676683576730106	-0.4120085221429783	0.44068711147617345	-0.2365948652591514	0.0	-0.35054597122042586	0.1961016798731352	0.0	-7865.829593208676
19700000	-8826.787111618201	-872.5839874595407	-7954.20312415866	2.1541275698863873	6.0	0.6291320664866361	1.0257749999002834	-0.5142549261591132	-0.0	-0.2071417569277902	0.0	-0.2912222693417431	0.14817372217325434	0.0	-7954.20312415866
19800000	-8742.620402586681	-835.3478895614929	-7907.272513025188	2.045020843752971	6.0	0.5333538549378082	1.0665599896440845	-0.5419813781643268	-0.0	-0.2322412420233373	-0.0	-0.3387957815207884	0.1259355566279504	0.0	-7907.272513025188
19900000	-8766.702346101072	-867.2821634362067	-7899.420182664865	2.141775755908337	6.0	0.5719409913217907	1.0504968874600338	-0.5527623072880927	-0.0	-0.260026943280626	-0.0	-0.31062373551837236	0.1696135390212865	0.0	-7899.420182664865
20000000	-8729.71410200246	-842.583961930991	-7887.130140071467	2.1287332766765967	6.0	0.5883594348527864	1.088322365818719	-0.557473936862858	0.0	-0.2161195857847461	-0.0	-0.2547398719217106	0.12639665729174282	0.0	-7887.130140071467
20100000	-8796.004084379341	-826.1355647785307	-7969.868519600811	2.0129631207133776	6.0	0.5444903270069547	1.003662383280539	-0.5512686751185352	0.0	-0.14627182313838671	0.0	-0.34713340698775336	0.11618136219166394	0.0	-7969.868519600811
20200000	-8708.173644638598	-791.7973766994818	-7916.376267939117	2.005979975833262	7.0	0.4871968691411657	0.8933281832234684	-0.4112987519684133	0.3375165219368155	-0.31077579921285486	-0.0	-0.29354057050373894	0.12424144351108767	0.0	-7916.376267939117
20300000	-8749.597174121418	-887.1393194407606	-7862.457854680658	2.1939728238013845	5.0	0.5314557688830565	1.0628914931207658	-0.5030636058030005	0.0	-0.23385795511464136	0.0	-0.25265546064799377	-0.0	0.0	-7862.457854680658
20400000	-8778.188748409319	-871.523595102216	-7906.665153307103	2.0406058331362367	6.0	0.5555403761328781	0.9657922972161065	-0.5139405852551102	-0.0	-0.1412488719729334	0.0	-0.2843994357998753	0.061096266520167766	0.0	-7906.665153307103
20500000	-8796.909926421835	-831.4631603455601	-7965.446766076274	1.8902774477344146	6.0	0.5594689239039478	0.9682273206002121	-0.4895774498009418	-0.0	-0.225898944665043	-0.0	-0.3101180462196398	0.09462186014530202	0.0	-7965.446766076274
20600000	-8785.707000902232	-839.1819273373239	-7946.525073564909	2.0790156967393303	7.0	0.3813629183714377	0.8319007762734693	-0.32160108598383386	0.4780077693701168	-0.22222964301038742	0.0	-0.29002777164406723	0.15352602945096694	0.0	-7946.525073564909
20700000	-8813.79808557132	-842.789345711589	-7971.008739859731	2.037658131538293	7.0	0.41081125403040303	0.8990443493716003	-0.3945392044704657	0.29407338991221194	-0.2209599788370263	0.0	-0.4323861088342293	0.19917742190401042	0.0	-7971.008739859731
20800000	-8799.659877559961	-859.9892592160292	-7939.670618343933	2.185407589794383	5.0	0.48588226345908814	0.9892494459864533	-0.4878611472344946	0.0	-0.22144887936117938	0.0	-0.4236959282432846	-0.0	0.0	-7939.670618343933
20900000	-8739.79791974244	-849.9616318572816	-7889.8362878851585	2.0282639715389594	7.0	0.38018729642448035	0.8669101564679886	-0.3486420866476308	0.43105064148192335	-0.23299045551173428	0.0	-0.3284896667677446	0.13488063904882883	0.0	-7889.8362878851585
21000000	-8825.301922430377	-867.2287441461224	-7958.073178284254	2.0832990696775604	6.0	0.5019999274794833	1.052574522502933	-0.48842079911375486	-0.0	-0.2493595927647421	0.0	-0.3278064124198502	0.09445883523848238	0.0	-7958.073178284254
21100000	-8873.428930893533	-916.0950745544112	-7957.333856339123	2.1613745745037893	6.0	0.5270898185499204	1.0533707588150423	-0.5054520654788333	0.0	-0.2146123689002	0.0	-0.312731418936515	0.13177353590788488	0.0	-7957.333856339123
21200000	-8768.388884218048	-842.9863231607625	-7925.402561057285	1.996798883638195	7.0	0.5030602174874775	0.9213404645132306	-0.40891627523116325	0.2431836933678262	-0.23455033515164952	-0.0	-0.3306350124220404	0.12916385391489102	0.0	-7925.402561057285
21300000	-8780.976804594316	-865.1757394368888	-7915.801065157429	2.1860746288122015	6.0	0.5138993847120755	1.1050954518447433	-0.4876804497919551	-0.0	-0.19598345715389984	-0.0	-0.27741737356399887	0.11258659877475308	0.0	-7915.801065157429
21400000	-8811.693353338609	-861.0572758115205	-7950.636077527088	2.12486000460319	5.0	0.5449406423571937	1.038021510518805	-0.5055548310655102	-0.0	-0.17222260365204592	0.0	-0.38630215194583883	-0.0	0.0	-7950.636077527088
21500000	-8812.05196484288	-812.5115725342679	-7999.540392308612	1.911324432978231	6.0	0.6206025581454452	1.084988725559891	-0.5698988280210785	-0.0	-0.2721039456186425	-0.0	-0.2685501251799181	0.1668176948470181	0.0	-7999.540392308612
21600000	-8765.16649683321	-813.2885413545436	-7951.877955478667	1.9767579826637758	7.0	0.5313868800910734	0.9999035100892909	-0.511368216128882	0.05771368318392455	-0.19847882772926506	-0.0	-0.21197577383905097	0.10709620512882231	0.0	-7951.877955478667
21700000	-8768.921057127096	-835.1114550924077	-7933.8096020346875	2.030383839278222	5.0	0.683446412806617	1.0219053126660986	-0.5034234249688263	0.0	-0.24274472519446694	0.0	-0.2860891452342532	0.0	0.0	-7933.8096020346875
21800000	-8778.102282613056	-837.0069140190982	-7941.095368593958	2.107225249587819	7.0	0.4261796762551532	0.9444093599643815	-0.42336655595440226	0.3035316275834812	-0.2756580400621619	0.0	-0.2973656667400004	0.13565621138896666	0.0	-7941.095368593958
21900000	-8805.412445272663	-843.9948286750306	-7961.417616597631	2.0623772884324065	6.0	0.6090889990222326	1.0306383567822186	-0.5410961525943251	-0.0	-0.21456710331047427	-0.0	-0.23301100877279216	0.12129121337543892	0.0	-7961.417616597631
22000000	-8726.830552900963	-874.4764465605695	-7852.3541063403945	2.0699072821282716	6.0	0.5091869730394366	1.0702440851238293	-0.5155711759046125	0.0	-0.1928002161526386	0.0	-0.33399684753513253	0.09430947365936046	0.0	-7852.3541063403945
