trait	collection_date	location	longitude	latitude
CHIKV_RUN_S44b86_2025	2025-04-22	REU.1.3_1	55.64373	-20.928813
CHIKV_RUN_S44b84_2025	2025-04-22	REU.1.4_1	55.715118	-21.04335
CHIKV_RUN_S44b85_2025	2025-04-22	REU.1.6_1	55.522958	-21.063445
CHIKV_RUN_S44b83_2025	2025-04-22	REU.1.2_1	55.642645	-21.12284
CHIKV_RUN_S50b09_2025	2025-05-20	REU.3.5_1	55.284238	-21.053788
CHIKV_RUN_S50b14_2025	2025-05-20	REU.3.5_1	55.30736	-21.065368
CHIKV_RUN_S50b12_2025	2025-05-20	REU.3.5_1	55.274209	-21.082443
CHIKV_RUN_S53b25_2025	2025-06-26	REU.4.3_1	55.528093	-21.266688
CHIKV_RUN_S53b36_2025	2025-06-26	REU.2.4_1	55.54609	-20.895585
CHIKV_RUN_S54b46_2025	2025-07-23	REU.4.4_1	55.566737	-21.368159
CHIKV_RUN_S54b47_2025	2025-07-23	REU.3.5_1	55.301159	-21.03638
CHIKV_RUN_S8b92_2025	2024-12-30	REU.4.8_1	55.494703	-21.268366
CHIKV_RUN_S9b03_2025	2025-01-06	REU.3.1_1	55.35882	-21.240599
CHIKV_RUN_S16b83_2025	2025-03-01	REU.2.3_1	55.446423	-20.894682
CHIKV_RUN_S16b82_2025	2025-03-01	REU.1.1_1	55.682539	-20.998509
CHIKV_RUN_S45b72_2025	2025-04-21	REU.1.4_1	55.71933	-21.048889
CHIKV_RUN_S45b70_2025	2025-04-21	REU.1.4_1	55.718993	-21.040178
CHIKV_RUN_S45b95_2025	2025-04-21	REU.1.3_1	55.644655	-20.96318
CHIKV_RUN_S41b06_2025	2025-05-17	REU.2.3_1	55.399225	-20.917746
CHIKV_RUN_S50b01_2025	2025-05-19	REU.3.5_1	55.31066	-21.052333
CHIKV_RUN_S50b94_2025	2025-06-04	REU.1.6_1	55.532838	-21.028124
CHIKV_RUN_S50b93_2025	2025-06-04	REU.1.4_1	55.743861	-21.090455
CHIKV_RUN_S54b40_2025	2025-07-01	REU.2.3_1	55.457211	-20.889417
CHIKV_RUN_S37b82_2025	2025-04-01	REU.3.1_1	55.390707	-21.252061
CHIKV_RUN_S37b81_2025	2025-04-01	REU.2.5_1	55.583481	-20.929233
CHIKV_RUN_S45b79_2025	2025-04-20	REU.2.5_1	55.639802	-20.933908
CHIKV_RUN_S45b78_2025	2025-04-20	REU.2.5_1	55.597457	-20.902143
CHIKV_RUN_S50b54_2025	2025-05-25	REU.2.2_1	55.314825	-20.959487
CHIKV_RUN_S50b91_2025	2025-06-03	REU.1.4_1	55.704526	-21.068496
CHIKV_RUN_S52b55_2025	2025-06-03	REU.1.3_1	55.652404	-20.963707
CHIKV_RUN_S50b95_2025	2025-06-03	REU.1.6_1	55.505737	-21.029322
CHIKV_RUN_S53b33_2025	2025-06-24	REU.2.4_1	55.554335	-20.898786
CHIKV_RUN_S53b32_2025	2025-06-24	REU.3.4_1	55.288421	-21.184104
CHIKV_RUN_S53b34_2025	2025-06-24	REU.3.4_1	55.310615	-21.219586
CHIKV_RUN_S54b34_2025	2025-06-30	REU.2.3_1	55.500579	-20.907042
CHIKV_RUN_S54b39_2025	2025-06-30	REU.4.6_1	55.432855	-21.25574
CHIKV_RUN_S54b36_2025	2025-06-30	REU.1.3_1	55.647533	-20.932677
CHIKV_RUN_S54b37_2025	2025-06-30	REU.4.3_1	55.519635	-21.284749
CHIKV_RUN_S12b26_2025	2024-12-27	REU.3.1_1	55.36449	-21.257887
CHIKV_RUN_S8b79_2025	2024-12-27	REU.1.3_1	55.673705	-20.951418
CHIKV_RUN_S12b25_2025	2024-12-27	REU.3.1_1	55.368106	-21.256429
CHIKV_RUN_S8b82_2025	2024-12-27	REU.4.3_1	55.521211	-21.284099
CHIKV_RUN_S12b29_2025	2024-12-27	REU.3.1_1	55.3668	-21.2598
CHIKV_RUN_S8b90_2025	2024-12-28	REU.3.1_1	55.367343	-21.259531
CHIKV_RUN_S8b87_2025	2024-12-28	REU.1.3_1	55.656723	-20.957975
CHIKV_RUN_S8b89_2025	2024-12-28	REU.3.5_1	55.239684	-21.09315
CHIKV_RUN_S8b86_2025	2024-12-28	REU.4.3_1	55.508302	-21.286593
CHIKV_RUN_S9b11_2025	2025-01-04	REU.3.1_1	55.366735	-21.258484
CHIKV_RUN_S9b35_2025	2025-01-10	REU.3.1_1	55.357447	-21.258959
CHIKV_RUN_S12b06_2025	2025-01-10	REU.4.6_1	55.437936	-21.26189
CHIKV_RUN_S37b80_2025	2025-03-31	REU.3.4_1	55.307206	-21.172805
CHIKV_RUN_S37b79_2025	2025-03-31	REU.3.1_1	55.336515	-21.274289
CHIKV_RUN_S37b78_2025	2025-03-31	REU.4.2_1	55.467646	-21.249082
CHIKV_RUN_S37b65_2025	2025-03-31	REU.4.3_1	55.531084	-21.283712
CHIKV_RUN_S36b90_2025	2025-03-31	REU.2.4_1	55.516176	-20.923373
CHIKV_RUN_S36b89_2025	2025-03-31	REU.4.3_1	55.497061	-21.269621
CHIKV_RUN_S37b73_2025	2025-03-31	REU.4.1_1	55.466823	-21.148516
CHIKV_RUN_S45b69_2025	2025-04-19	REU.1.3_1	55.651409	-20.936077
CHIKV_RUN_S45b71_2025	2025-04-19	REU.1.3_1	55.653639	-20.963897
CHIKV_RUN_S50b49_2025	2025-05-24	REU.3.4_1	55.325581	-21.15502
CHIKV_RUN_S53b20_2025	2025-06-21	REU.4.5_1	55.615647	-21.372166
CHIKV_RUN_S54b44_2025	2025-07-19	REU.2.1_1	55.325934	-20.963165
CHIKV_RUN_S8b43_2024	2024-12-19	REU.4.3_1	55.562342	-21.222214
CHIKV_RUN_S8b68_2024	2024-12-19	REU.4.3_1	55.521081	-21.28097
CHIKV_RUN_S8b77_2025	2024-12-26	REU.3.1_1	55.367906	-21.259218
CHIKV_RUN_S8b88_2025	2024-12-27	REU.4.3_1	55.531014	-21.256219
CHIKV_RUN_S12b31_2025	2024-12-27	REU.3.1_1	55.370469	-21.279948
CHIKV_RUN_S12b24_2025	2025-01-03	REU.3.1_1	55.368617	-21.255999
CHIKV_RUN_S8b93_2025	2025-01-03	REU.3.1_1	55.368764	-21.255057
CHIKV_RUN_S9b44_2025	2025-01-09	REU.3.1_1	55.365035	-21.259783
CHIKV_RUN_S29b02_2025	2025-03-14	REU.4.3_1	55.51602	-21.29526
CHIKV_RUN_S27b93_2025	2025-03-14	REU.2.5_1	55.605959	-20.904676
CHIKV_RUN_S28b08_2025	2025-03-14	REU.3.5_1	55.228101	-21.063277
CHIKV_RUN_S28b07_2025	2025-03-14	REU.3.5_1	55.272533	-21.023493
CHIKV_RUN_S28b12_2025	2025-03-14	REU.3.5_1	55.267558	-21.013211
CHIKV_RUN_S28b93_2025	2025-03-14	REU.1.3_1	55.672793	-20.966915
CHIKV_RUN_S29b09_2025	2025-03-14	REU.2.3_1	55.485603	-20.893484
CHIKV_RUN_S29b13_2025	2025-03-14	REU.2.3_1	55.485603	-20.893484
CHIKV_RUN_S50b06_2025	2025-05-16	REU.3.5_1	55.30303	-21.044177
CHIKV_RUN_S50b18_2025	2025-05-16	REU.2.2_1	55.308364	-20.934647
CHIKV_RUN_S49b76_2025	2025-05-16	REU.3.4_1	55.326576	-21.166496
CHIKV_RUN_S49b75_2025	2025-05-16	REU.2.2_1	55.295457	-20.937496
CHIKV_RUN_S12b23_2025	2025-01-02	REU.3.1_1	55.36694	-21.261172
CHIKV_RUN_S9b06_2025	2025-01-02	REU.4.8_1	55.493406	-21.305081
CHIKV_RUN_S9b04_2025	2025-01-02	REU.3.1_1	55.368499	-21.25689
CHIKV_RUN_S29b04_2025	2025-03-13	REU.3.2_1	55.341644	-21.234903
CHIKV_RUN_S27b78_2025	2025-03-13	REU.3.1_1	55.362551	-21.26155
CHIKV_RUN_S28b04_2025	2025-03-13	REU.3.1_1	55.355323	-21.260479
CHIKV_RUN_S29b07_2025	2025-03-13	REU.3.4_1	55.306494	-21.169285
CHIKV_RUN_S32b11_2025	2025-03-13	REU.2.3_1	55.438545	-20.918203
CHIKV_RUN_S29b10_2025	2025-03-13	REU.4.3_1	55.519942	-21.293275
CHIKV_RUN_S28b10_2025	2025-03-13	REU.4.7_1	55.787996	-21.351312
CHIKV_RUN_S29b05_2025	2025-03-13	REU.4.5_1	55.649305	-21.380086
CHIKV_RUN_S28b94_2025	2025-03-13	REU.4.8_1	55.476016	-21.310483
CHIKV_RUN_S27b90_2025	2025-03-13	REU.4.6_1	55.416635	-21.273583
CHIKV_RUN_S27b92_2025	2025-03-13	REU.3.4_1	55.295784	-21.171432
CHIKV_RUN_S27b79_2025	2025-03-13	REU.4.3_1	55.51426	-21.273119
CHIKV_RUN_S29b01_2025	2025-03-13	REU.4.2_1	55.466067	-21.255356
CHIKV_RUN_S27b87_2025	2025-03-13	REU.4.5_1	55.597508	-21.376015
CHIKV_RUN_S27b89_2025	2025-03-13	REU.4.2_1	55.467204	-21.248946
CHIKV_RUN_S27b81_2025	2025-03-13	REU.4.3_1	55.524857	-21.293715
CHIKV_RUN_S27b91_2025	2025-03-13	REU.4.8_1	55.459526	-21.288009
CHIKV_RUN_S29b14_2025	2025-03-13	REU.3.4_1	55.308324	-21.164939
CHIKV_RUN_S29b06_2025	2025-03-13	REU.4.8_1	55.46405	-21.275017
CHIKV_RUN_S28b13_2025	2025-03-13	REU.4.3_1	55.511427	-21.282575
CHIKV_RUN_S29b11_2025	2025-03-13	REU.3.2_1	55.336193	-21.232995
CHIKV_RUN_S27b82_2025	2025-03-13	REU.4.2_1	55.50081	-21.235022
CHIKV_RUN_S29b12_2025	2025-03-13	REU.4.3_1	55.521838	-21.286364
CHIKV_RUN_S27b86_2025	2025-03-13	REU.3.4_1	55.295778	-21.198431
CHIKV_RUN_S54b29_2025	2025-06-13	REU.2.2_1	55.28886	-20.947653
CHIKV_RUN_S30b03_2025	2025-04-14	REU.3.5_1	55.285481	-20.984528
CHIKV_RUN_S53b23_2025	2025-06-18	REU.3.5_1	55.324997	-20.992186
CHIKV_RUN_S53b26_2025	2025-06-18	REU.3.5_1	55.32315	-21.009505
CHIKV_RUN_S52b95_2025	2025-06-18	REU.3.5_1	55.27272	-21.007811
CHIKV_RUN_S53b03_2025	2025-06-18	REU.2.3_1	55.457941	-20.886181
CHIKV_RUN_S53b08_2025	2025-06-18	REU.2.1_1	55.340959	-20.954251
CHIKV_RUN_S53b14_2025	2025-06-18	REU.2.3_1	55.485603	-20.893484
CHIKV_RUN_S53b15_2025	2025-06-18	REU.3.4_1	55.303331	-21.196947
CHIKV_RUN_S52b93_2025	2025-06-18	REU.1.1_1	55.689891	-20.973409
CHIKV_RUN_S12b28_2025	2024-12-23	REU.3.1_1	55.366778	-21.260717
CHIKV_RUN_S8b75_2025	2024-12-23	REU.3.1_1	55.366258	-21.259718
CHIKV_RUN_S52b91_2025	2025-06-17	REU.4.8_1	55.558465	-21.309273
CHIKV_RUN_S53b02_2025	2025-06-17	REU.2.3_1	55.510912	-20.919807
CHIKV_RUN_S53b13_2025	2025-06-17	REU.4.5_1	55.632465	-21.373177
CHIKV_RUN_S53b06_2025	2025-06-17	REU.2.1_1	55.389341	-20.985753
CHIKV_RUN_S52b75_2025	2025-06-17	REU.2.3_1	55.411435	-20.912094
CHIKV_RUN_S52b94_2025	2025-06-17	REU.4.6_1	55.450271	-21.278875
CHIKV_RUN_S53b07_2025	2025-06-17	REU.4.6_1	55.434474	-21.27351
CHIKV_RUN_S53b68_2025	2025-06-19	REU.4.6_1	55.433699	-21.259772
CHIKV_RUN_S21b30_2025	2025-02-25	REU.4.6_1	55.438904	-21.269211
CHIKV_RUN_S21b13_2025	2025-02-25	REU.4.8_1	55.474649	-21.286325
CHIKV_RUN_S21b28_2025	2025-02-25	REU.4.8_1	55.492018	-21.302727
CHIKV_RUN_S21b18_2025	2025-02-25	REU.4.8_1	55.473297	-21.335316
CHIKV_RUN_S21b67_2025	2025-02-25	REU.4.8_1	55.498282	-21.299974
CHIKV_RUN_S21b10_2025	2025-02-25	REU.4.8_1	55.458276	-21.297216
CHIKV_RUN_S21b17_2025	2025-02-25	REU.4.6_1	55.440381	-21.263707
CHIKV_RUN_S21b23_2025	2025-02-25	REU.3.1_1	55.363019	-21.250659
CHIKV_RUN_S21b29_2025	2025-02-25	REU.3.1_1	55.336113	-21.268849
CHIKV_RUN_S21b19_2025	2025-02-25	REU.4.6_1	55.418728	-21.290946
CHIKV_RUN_S21b11_2025	2025-02-25	REU.4.3_1	55.537304	-21.252454
CHIKV_RUN_S21b21_2025	2025-02-25	REU.4.8_1	55.476804	-21.285892
CHIKV_RUN_S21b63_2025	2025-02-25	REU.3.1_1	55.335866	-21.273848
CHIKV_RUN_S21b64_2025	2025-02-25	REU.4.6_1	55.412307	-21.288231
CHIKV_RUN_S21b20_2025	2025-02-25	REU.4.3_1	55.524765	-21.270645
CHIKV_RUN_S27b94_2025	2025-03-10	REU.4.2_1	55.47721	-21.249677
CHIKV_RUN_S27b85_2025	2025-03-10	REU.2.3_1	55.505121	-20.913125
CHIKV_RUN_S27b95_2025	2025-03-10	REU.4.5_1	55.615038	-21.375754
CHIKV_RUN_S28b05_2025	2025-03-10	REU.2.3_1	55.458062	-20.894803
CHIKV_RUN_S27b83_2025	2025-03-10	REU.2.3_1	55.485603	-20.893484
CHIKV_RUN_S52b67_2025	2025-06-16	REU.3.5_1	55.325435	-20.978911
CHIKV_RUN_S53b12_2025	2025-06-16	REU.1.3_1	55.673595	-20.951936
CHIKV_RUN_S53b10_2025	2025-06-16	REU.2.3_1	55.497815	-20.924368
CHIKV_RUN_S52b65_2025	2025-06-16	REU.4.6_1	55.4064	-21.202185
CHIKV_RUN_S53b09_2025	2025-06-16	REU.4.8_1	55.545844	-21.309253
CHIKV_RUN_S53b04_2025	2025-06-16	REU.3.5_1	55.284665	-20.984473
CHIKV_RUN_S52b92_2025	2025-06-16	REU.3.4_1	55.307758	-21.136957
CHIKV_RUN_S52b69_2025	2025-06-16	REU.2.2_1	55.305912	-20.938496
CHIKV_RUN_S52b80_2025	2025-06-16	REU.3.5_1	55.286441	-20.982459
CHIKV_RUN_S52b79_2025	2025-06-16	REU.2.2_1	55.304974	-20.946815
CHIKV_RUN_S52b78_2025	2025-06-16	REU.2.2_1	55.297483	-20.94245
CHIKV_RUN_S52b90_2025	2025-06-16	REU.2.1_1	55.338999	-20.951218
CHIKV_RUN_S53b24_2025	2025-06-16	REU.2.3_1	55.444853	-20.894799
CHIKV_RUN_S53b66_2025	2025-06-18	REU.4.6_1	55.434496	-21.245111
CHIKV_RUN_S12b22_2025	2024-12-21	REU.3.1_1	55.366468	-21.260281
CHIKV_RUN_S21b24_2025	2025-02-24	REU.4.3_1	55.525958	-21.256346
CHIKV_RUN_S21b16_2025	2025-02-24	REU.4.3_1	55.514525	-21.248457
CHIKV_RUN_S21b27_2025	2025-02-24	REU.4.3_1	55.533046	-21.247305
CHIKV_RUN_S21b62_2025	2025-02-24	REU.4.6_1	55.412307	-21.288231
CHIKV_RUN_S21b14_2025	2025-02-24	REU.4.3_1	55.513955	-21.242682
CHIKV_RUN_S52b28_2025	2025-05-27	REU.3.5_1	55.304019	-21.061157
CHIKV_RUN_S50b87_2025	2025-05-27	REU.3.5_1	55.312584	-21.044144
CHIKV_RUN_S53b70_2025	2025-06-17	REU.3.1_1	55.367615	-21.228519
CHIKV_RUN_S53b71_2025	2025-06-17	REU.3.3_1	55.304623	-21.115611
CHIKV_RUN_S29b19_2025	2025-03-08	REU.4.1_1	55.480513	-21.167453
CHIKV_RUN_S27b88_2025	2025-03-08	REU.1.3_1	55.672884	-20.93834
CHIKV_RUN_S37b72_2025	2025-03-24	REU.1.4_1	55.740887	-21.078594
CHIKV_RUN_S53b05_2025	2025-06-14	REU.3.4_1	55.296659	-21.215211
CHIKV_RUN_S53b11_2025	2025-06-14	REU.3.1_1	55.362398	-21.254601
CHIKV_RUN_S53b69_2025	2025-06-16	REU.4.1_1	55.466952	-21.147761
CHIKV_RUN_S53b63_2025	2025-06-16	REU.4.6_1	55.433699	-21.259772
CHIKV_RUN_S53b65_2025	2025-06-16	REU.4.6_1	55.433699	-21.259772
CHIKV_RUN_S8b91_2025	2024-12-19	REU.4.3_1	55.507853	-21.286538
CHIKV_RUN_S28b06_2025	2025-03-07	REU.2.5_1	55.598072	-20.90818
CHIKV_RUN_S42b13_2025	2025-03-28	REU.4.3_1	55.509603	-21.277875
CHIKV_RUN_S42b11_2025	2025-03-28	REU.3.2_1	55.335254	-21.241644
CHIKV_RUN_S42b12_2025	2025-03-28	REU.3.5_1	55.33153	-20.981613
CHIKV_RUN_S42b08_2025	2025-03-28	REU.3.5_1	55.326384	-20.987562
CHIKV_RUN_S42b16_2025	2025-03-28	REU.3.5_1	55.262479	-21.041451
CHIKV_RUN_S53b17_2025	2025-06-13	REU.2.3_1	55.44305	-20.8988
CHIKV_RUN_S53b21_2025	2025-06-13	REU.2.3_1	55.464094	-20.912149
CHIKV_RUN_S53b22_2025	2025-06-13	REU.4.3_1	55.518798	-21.278363
CHIKV_RUN_S52b66_2025	2025-06-13	REU.4.3_1	55.513218	-21.261521
CHIKV_RUN_S52b74_2025	2025-06-13	REU.4.8_1	55.476546	-21.336671
CHIKV_RUN_S52b81_2025	2025-06-13	REU.2.2_1	55.304974	-20.946815
CHIKV_RUN_S53b16_2025	2025-06-13	REU.4.3_1	55.513796	-21.261606
CHIKV_RUN_S12b21_2025	2024-12-18	REU.1.3_1	55.65664	-20.958424
CHIKV_RUN_S21b40_2025	2025-02-26	REU.4.8_1	55.46748	-21.301269
CHIKV_RUN_S21b51_2025	2025-02-26	REU.4.6_1	55.436296	-21.26359
CHIKV_RUN_S21b44_2025	2025-02-26	REU.4.3_1	55.518603	-21.29672
CHIKV_RUN_S21b50_2025	2025-02-26	REU.3.5_1	55.285628	-21.089236
CHIKV_RUN_S21b36_2025	2025-02-26	REU.4.8_1	55.533664	-21.316372
CHIKV_RUN_S21b35_2025	2025-02-26	REU.4.6_1	55.408711	-21.289178
CHIKV_RUN_S37b45_2025	2025-03-22	REU.3.5_1	55.272836	-21.028117
CHIKV_RUN_S37b50_2025	2025-03-22	REU.3.4_1	55.295193	-21.172055
CHIKV_RUN_S37b58_2025	2025-03-22	REU.4.5_1	55.630496	-21.350412
CHIKV_RUN_S37b95_2025	2025-03-22	REU.4.3_1	55.522786	-21.279213
CHIKV_RUN_S37b94_2025	2025-03-22	REU.3.2_1	55.337215	-21.235777
CHIKV_RUN_S52b77_2025	2025-06-12	REU.2.2_1	55.304974	-20.946815
CHIKV_RUN_S52b76_2025	2025-06-12	REU.2.2_1	55.304974	-20.946815
CHIKV_RUN_S53b67_2025	2025-06-14	REU.4.8_1	55.470875	-21.306395
CHIKV_RUN_S15b61_2025	2025-02-12	REU.3.3_1	55.30341	-21.115527
CHIKV_RUN_S15b50_2025	2025-02-12	REU.3.1_1	55.335277	-21.266739
CHIKV_RUN_S18b44_2025	2025-02-19	REU.4.8_1	55.514915	-21.355031
CHIKV_RUN_S18b33_2025	2025-02-19	REU.4.6_1	55.444541	-21.25901
CHIKV_RUN_S17b78_2025	2025-02-19	REU.4.6_1	55.439832	-21.265983
CHIKV_RUN_S18b63_2025	2025-02-19	REU.4.3_1	55.520954	-21.25887
CHIKV_RUN_S17b81_2025	2025-02-19	REU.4.3_1	55.521425	-21.286557
CHIKV_RUN_S18b64_2025	2025-02-19	REU.4.3_1	55.522895	-21.284184
CHIKV_RUN_S18b38_2025	2025-02-19	REU.3.3_1	55.307354	-21.115926
CHIKV_RUN_S21b59_2025	2025-02-25	REU.4.3_1	55.510616	-21.236884
CHIKV_RUN_S21b46_2025	2025-02-25	REU.2.1_1	55.331844	-20.958921
CHIKV_RUN_S21b45_2025	2025-02-25	REU.4.6_1	55.440178	-21.260841
CHIKV_RUN_S21b55_2025	2025-02-25	REU.4.8_1	55.472824	-21.304821
CHIKV_RUN_S21b31_2025	2025-02-25	REU.3.1_1	55.364818	-21.26293
CHIKV_RUN_S21b32_2025	2025-02-25	REU.4.8_1	55.481352	-21.314278
CHIKV_RUN_S21b49_2025	2025-02-25	REU.4.8_1	55.478389	-21.285709
CHIKV_RUN_S21b42_2025	2025-02-25	REU.3.5_1	55.26568	-21.025643
CHIKV_RUN_S21b39_2025	2025-02-25	REU.4.6_1	55.440064	-21.256676
CHIKV_RUN_S21b47_2025	2025-02-25	REU.4.3_1	55.523534	-21.238463
CHIKV_RUN_S21b37_2025	2025-02-25	REU.3.3_1	55.28447	-21.111307
CHIKV_RUN_S21b60_2025	2025-02-26	REU.4.5_1	55.617375	-21.375613
CHIKV_RUN_S22b21_2025	2025-02-26	REU.3.1_1	55.371738	-21.266489
CHIKV_RUN_S22b66_2025	2025-02-26	REU.4.5_1	55.602883	-21.332519
CHIKV_RUN_S22b67_2025	2025-02-26	REU.3.2_1	55.333221	-21.240232
CHIKV_RUN_S22b61_2025	2025-02-26	REU.3.2_1	55.340688	-21.242198
CHIKV_RUN_S22b76_2025	2025-02-26	REU.3.5_1	55.223868	-21.048254
CHIKV_RUN_S22b29_2025	2025-02-26	REU.4.8_1	55.477033	-21.287757
CHIKV_RUN_S21b54_2025	2025-02-26	REU.3.3_1	55.289794	-21.107537
CHIKV_RUN_S22b26_2025	2025-02-26	REU.4.8_1	55.502758	-21.295395
CHIKV_RUN_S22b63_2025	2025-02-26	REU.3.1_1	55.370369	-21.281844
CHIKV_RUN_S21b57_2025	2025-02-26	REU.4.8_1	55.472224	-21.311853
CHIKV_RUN_S22b59_2025	2025-02-26	REU.3.4_1	55.303985	-21.173627
CHIKV_RUN_S21b78_2025	2025-02-26	REU.3.1_1	55.36739	-21.251415
CHIKV_RUN_S21b70_2025	2025-02-26	REU.3.1_1	55.337482	-21.270987
CHIKV_RUN_S37b66_2025	2025-03-21	REU.4.1_1	55.468491	-21.13467
CHIKV_RUN_S37b70_2025	2025-03-21	REU.1.2_1	55.620453	-21.141821
CHIKV_RUN_S37b59_2025	2025-03-21	REU.4.2_1	55.47131	-21.245131
CHIKV_RUN_S37b46_2025	2025-03-21	REU.2.3_1	55.511459	-20.9144
CHIKV_RUN_S42b09_2025	2025-03-26	REU.2.3_1	55.454341	-20.876455
CHIKV_RUN_S42b15_2025	2025-03-26	REU.3.5_1	55.228258	-21.027024
CHIKV_RUN_S15b63_2025	2025-02-11	REU.4.3_1	55.509417	-21.289059
CHIKV_RUN_S18b35_2025	2025-02-18	REU.4.8_1	55.480704	-21.331683
CHIKV_RUN_S18b37_2025	2025-02-18	REU.4.3_1	55.527058	-21.255759
CHIKV_RUN_S18b45_2025	2025-02-18	REU.4.3_1	55.521244	-21.281981
CHIKV_RUN_S18b50_2025	2025-02-18	REU.3.1_1	55.359469	-21.243756
CHIKV_RUN_S18b55_2025	2025-02-18	REU.4.8_1	55.47102	-21.294212
CHIKV_RUN_S18b56_2025	2025-02-18	REU.4.1_1	55.43411	-21.160454
CHIKV_RUN_S18b46_2025	2025-02-18	REU.3.1_1	55.358783	-21.260978
CHIKV_RUN_S18b47_2025	2025-02-18	REU.4.8_1	55.467126	-21.283099
CHIKV_RUN_S18b42_2025	2025-02-18	REU.4.5_1	55.602384	-21.346866
CHIKV_RUN_S18b34_2025	2025-02-18	REU.4.6_1	55.438314	-21.256521
CHIKV_RUN_S18b36_2025	2025-02-18	REU.4.1_1	55.474892	-21.170353
CHIKV_RUN_S18b39_2025	2025-02-18	REU.4.3_1	55.532526	-21.258023
CHIKV_RUN_S18b43_2025	2025-02-18	REU.3.1_1	55.367307	-21.252013
CHIKV_RUN_S17b80_2025	2025-02-18	REU.4.3_1	55.508633	-21.233712
CHIKV_RUN_S19b29_2025	2025-02-19	REU.4.4_1	55.560748	-21.34266
CHIKV_RUN_S19b32_2025	2025-02-19	REU.2.4_1	55.526424	-20.916915
CHIKV_RUN_S19b36_2025	2025-02-19	REU.3.4_1	55.30434	-21.171184
CHIKV_RUN_S19b39_2025	2025-02-19	REU.3.2_1	55.34103	-21.228618
CHIKV_RUN_S19b38_2025	2025-02-19	REU.3.1_1	55.377324	-21.264243
CHIKV_RUN_S19b30_2025	2025-02-19	REU.2.4_1	55.512272	-20.915952
CHIKV_RUN_S19b37_2025	2025-02-19	REU.3.4_1	55.304716	-21.165275
CHIKV_RUN_S19b17_2025	2025-02-19	REU.4.6_1	55.417009	-21.287892
CHIKV_RUN_S19b23_2025	2025-02-19	REU.4.3_1	55.542561	-21.235936
CHIKV_RUN_S19b06_2025	2025-02-19	REU.4.3_1	55.51281	-21.269356
CHIKV_RUN_S19b21_2025	2025-02-19	REU.4.8_1	55.475929	-21.289003
CHIKV_RUN_S19b11_2025	2025-02-19	REU.4.6_1	55.429417	-21.243485
CHIKV_RUN_S19b19_2025	2025-02-19	REU.3.3_1	55.293694	-21.099441
CHIKV_RUN_S19b35_2025	2025-02-19	REU.4.4_1	55.558329	-21.342406
CHIKV_RUN_S19b26_2025	2025-02-19	REU.4.3_1	55.52638	-21.268283
CHIKV_RUN_S21b34_2025	2025-02-24	REU.4.5_1	55.628272	-21.338398
CHIKV_RUN_S21b41_2025	2025-02-24	REU.4.3_1	55.509442	-21.238585
CHIKV_RUN_S21b43_2025	2025-02-24	REU.3.1_1	55.366033	-21.264375
CHIKV_RUN_S21b52_2025	2025-02-24	REU.4.2_1	55.471684	-21.251072
CHIKV_RUN_S21b38_2025	2025-02-24	REU.4.3_1	55.517192	-21.289306
CHIKV_RUN_S22b28_2025	2025-02-25	REU.4.3_1	55.539411	-21.238334
CHIKV_RUN_S22b27_2025	2025-02-25	REU.4.8_1	55.467087	-21.306099
CHIKV_RUN_S21b56_2025	2025-02-25	REU.4.6_1	55.437328	-21.264116
CHIKV_RUN_S22b14_2025	2025-02-25	REU.4.3_1	55.526059	-21.256546
CHIKV_RUN_S22b34_2025	2025-02-25	REU.4.1_1	55.47275	-21.143112
CHIKV_RUN_S22b17_2025	2025-02-25	REU.3.5_1	55.3288	-20.998901
CHIKV_RUN_S21b61_2025	2025-02-25	REU.4.8_1	55.459625	-21.292355
CHIKV_RUN_S22b33_2025	2025-02-25	REU.4.8_1	55.482599	-21.277955
CHIKV_RUN_S21b79_2025	2025-02-25	REU.4.1_1	55.466646	-21.144892
CHIKV_RUN_S22b58_2025	2025-02-25	REU.3.1_1	55.388986	-21.25054
CHIKV_RUN_S22b18_2025	2025-02-25	REU.4.6_1	55.421074	-21.253782
CHIKV_RUN_S21b86_2025	2025-02-25	REU.4.6_1	55.41854	-21.283393
CHIKV_RUN_S21b58_2025	2025-02-25	REU.4.3_1	55.512236	-21.291815
CHIKV_RUN_S21b75_2025	2025-02-25	REU.4.1_1	55.477446	-21.169435
CHIKV_RUN_S21b74_2025	2025-02-25	REU.4.8_1	55.528609	-21.330834
CHIKV_RUN_S42b14_2025	2025-03-25	REU.3.5_1	55.274428	-21.049411
CHIKV_RUN_S45b57_2025	2025-04-08	REU.4.3_1	55.510747	-21.254944
CHIKV_RUN_S45b60_2025	2025-04-08	REU.4.6_1	55.440118	-21.261287
CHIKV_RUN_S45b55_2025	2025-04-08	REU.3.4_1	55.31624	-21.14573
CHIKV_RUN_S45b46_2025	2025-04-08	REU.1.3_1	55.626108	-20.954969
CHIKV_RUN_S45b43_2025	2025-04-08	REU.2.3_1	55.458162	-20.890265
CHIKV_RUN_S45b30_2025	2025-04-08	REU.1.3_1	55.656813	-20.940275
CHIKV_RUN_S45b42_2025	2025-04-08	REU.4.4_1	55.576604	-21.336189
CHIKV_RUN_S45b50_2025	2025-04-08	REU.3.4_1	55.289728	-21.132399
CHIKV_RUN_S45b47_2025	2025-04-08	REU.4.3_1	55.576662	-21.23071
