trait	collection_date	location	longitude	latitude
CHIKV_RUN_S46b49_2025	2025-05-02	REU.2.3_1	55.471554	-20.910018
CHIKV_RUN_S46b44_2025	2025-05-02	REU.4.8_1	55.463867	-21.337096
CHIKV_RUN_S46b35_2025	2025-05-02	REU.4.1_1	55.466392	-21.137632
CHIKV_RUN_S46b45_2025	2025-05-02	REU.2.3_1	55.457436	-20.888307
CHIKV_RUN_S46b37_2025	2025-05-02	REU.2.3_1	55.45897	-20.894212
CHIKV_RUN_S46b17_2025	2025-05-02	REU.2.3_1	55.461891	-20.899423
CHIKV_RUN_S46b39_2025	2025-05-02	REU.2.5_1	55.63396	-20.942711
CHIKV_RUN_S46b38_2025	2025-05-02	REU.4.8_1	55.475804	-21.327807
CHIKV_RUN_S46b59_2025	2025-05-03	REU.2.4_1	55.556227	-20.898491
CHIKV_RUN_S48b72_2025	2025-05-04	REU.4.6_1	55.402364	-21.215314
CHIKV_RUN_S49b21_2025	2025-05-05	REU.4.8_1	55.510941	-21.342221
CHIKV_RUN_S49b28_2025	2025-05-05	REU.4.3_1	55.510599	-21.273324
CHIKV_RUN_S49b19_2025	2025-05-05	REU.2.3_1	55.444835	-20.880299
CHIKV_RUN_S49b10_2025	2025-05-05	REU.4.1_1	55.480356	-21.130718
CHIKV_RUN_S48b78_2025	2025-05-05	REU.3.3_1	55.260059	-21.115842
CHIKV_RUN_S48b79_2025	2025-05-05	REU.2.3_1	55.485524	-20.893173
CHIKV_RUN_S48b63_2025	2025-05-05	REU.4.6_1	55.403736	-21.282235
CHIKV_RUN_S49b20_2025	2025-05-06	REU.3.4_1	55.276741	-21.148361
CHIKV_RUN_S49b27_2025	2025-05-06	REU.2.3_1	55.489244	-20.893019
CHIKV_RUN_S48b57_2025	2025-05-06	REU.4.5_1	55.632393	-21.331723
CHIKV_RUN_S49b09_2025	2025-05-06	REU.4.6_1	55.404162	-21.276649
CHIKV_RUN_S49b26_2025	2025-05-07	REU.1.3_1	55.660734	-20.953315
CHIKV_RUN_S49b15_2025	2025-05-07	REU.1.3_1	55.647471	-20.943439
CHIKV_RUN_S48b82_2025	2025-05-07	REU.2.3_1	55.475376	-20.889346
CHIKV_RUN_S48b77_2025	2025-05-07	REU.2.3_1	55.446709	-20.890196
CHIKV_RUN_S48b75_2025	2025-05-07	REU.2.3_1	55.458056	-20.895514
CHIKV_RUN_S49b06_2025	2025-05-07	REU.2.3_1	55.479358	-20.907661
CHIKV_RUN_S49b24_2025	2025-05-07	REU.3.5_1	55.307677	-21.036376
CHIKV_RUN_S49b13_2025	2025-05-09	REU.4.3_1	55.539411	-21.238334
CHIKV_RUN_S49b25_2025	2025-05-09	REU.4.8_1	55.476251	-21.332312
CHIKV_RUN_S48b67_2025	2025-05-09	REU.1.3_1	55.624718	-20.963069
CHIKV_RUN_S48b88_2025	2025-05-09	REU.4.3_1	55.543011	-21.25124
CHIKV_RUN_S47b33_2025	2025-05-09	REU.2.4_1	55.55095	-20.898189
CHIKV_RUN_S48b94_2025	2025-05-10	REU.2.3_1	55.469891	-20.899035
CHIKV_RUN_S48b53_2025	2025-05-10	REU.2.2_1	55.303736	-20.953125
CHIKV_RUN_S47b20_2025	2025-05-10	REU.1.3_1	55.654465	-20.961128
CHIKV_RUN_S49b02_2025	2025-05-10	REU.2.4_1	55.544449	-20.937051
CHIKV_RUN_S47b10_2025	2025-05-11	REU.4.3_1	55.518124	-21.241627
CHIKV_RUN_S47b13_2025	2025-05-12	REU.4.3_1	55.517356	-21.286397
CHIKV_RUN_S47b37_2025	2025-05-12	REU.2.4_1	55.533877	-20.948495
CHIKV_RUN_S46b86_2025	2025-05-12	REU.4.8_1	55.51635	-21.339097
CHIKV_RUN_S46b89_2025	2025-05-13	REU.2.3_1	55.490213	-20.899952
CHIKV_RUN_S47b25_2025	2025-05-13	REU.2.3_1	55.499711	-20.900307
CHIKV_RUN_S46b94_2025	2025-05-13	REU.2.3_1	55.47374	-20.909245
CHIKV_RUN_S47b07_2025	2025-05-13	REU.4.5_1	55.610269	-21.333414
CHIKV_RUN_S47b47_2025	2025-05-13	REU.2.4_1	55.526551	-20.921139
CHIKV_RUN_S47b39_2025	2025-05-13	REU.1.3_1	55.632622	-20.982068
CHIKV_RUN_S47b50_2025	2025-05-14	REU.4.1_1	55.479222	-21.133967
CHIKV_RUN_S46b79_2025	2025-05-14	REU.2.3_1	55.500998	-20.907777
CHIKV_RUN_S47b55_2025	2025-05-14	REU.4.8_1	55.433389	-21.287845
CHIKV_RUN_S47b51_2025	2025-05-14	REU.2.3_1	55.486874	-20.916265
CHIKV_RUN_S47b43_2025	2025-05-15	REU.4.3_1	55.514792	-21.279418
CHIKV_RUN_S47b45_2025	2025-05-15	REU.2.4_1	55.570605	-20.902969
CHIKV_RUN_S47b61_2025	2025-05-16	REU.2.3_1	55.480087	-20.913939
CHIKV_RUN_S48b42_2025	2025-05-16	REU.1.3_1	55.647471	-20.943439
CHIKV_RUN_S47b60_2025	2025-05-16	REU.2.4_1	55.527055	-20.898568
CHIKV_RUN_S48b40_2025	2025-05-16	REU.2.3_1	55.476207	-20.889687
CHIKV_RUN_S48b46_2025	2025-05-16	REU.4.6_1	55.438414	-21.28331
CHIKV_RUN_S48b33_2025	2025-05-16	REU.2.3_1	55.481397	-20.898042
CHIKV_RUN_S48b43_2025	2025-05-17	REU.2.3_1	55.484194	-20.895845
CHIKV_RUN_S48b05_2025	2025-05-19	REU.4.4_1	55.5613	-21.34565
CHIKV_RUN_S48b23_2025	2025-05-19	REU.4.1_1	55.46974	-21.139651
CHIKV_RUN_S48b22_2025	2025-05-19	REU.4.3_1	55.528908	-21.255459
CHIKV_RUN_S49b34_2025	2025-05-20	REU.4.3_1	55.52532	-21.245804
CHIKV_RUN_S49b31_2025	2025-05-20	REU.4.6_1	55.43084	-21.276654
CHIKV_RUN_S48b04_2025	2025-05-20	REU.3.2_1	55.346993	-21.247794
CHIKV_RUN_S48b03_2025	2025-05-20	REU.4.5_1	55.63063	-21.350217
CHIKV_RUN_S48b14_2025	2025-05-20	REU.4.3_1	55.558252	-21.220444
CHIKV_RUN_S49b36_2025	2025-05-21	REU.4.3_1	55.500752	-21.239421
CHIKV_RUN_S49b45_2025	2025-05-22	REU.4.3_1	55.524611	-21.235575
CHIKV_RUN_S49b47_2025	2025-05-22	REU.4.6_1	55.410629	-21.206406
CHIKV_RUN_S49b43_2025	2025-05-22	REU.2.3_1	55.416913	-20.897763
CHIKV_RUN_S49b53_2025	2025-05-25	REU.4.3_1	55.518578	-21.28155
CHIKV_RUN_S49b61_2025	2025-05-26	REU.2.3_1	55.459403	-20.8827
CHIKV_RUN_S49b59_2025	2025-05-26	REU.2.3_1	55.457295	-20.885927
CHIKV_RUN_S49b62_2025	2025-05-27	REU.2.3_1	55.476964	-20.906636
CHIKV_RUN_S50b07_2025	2025-05-28	REU.2.3_1	55.462846	-20.901711
CHIKV_RUN_S49b69_2025	2025-05-28	REU.2.5_1	55.639905	-20.938812
CHIKV_RUN_S50b31_2025	2025-05-30	REU.4.8_1	55.456711	-21.306219
CHIKV_RUN_S50b13_2025	2025-05-30	REU.2.4_1	55.532041	-20.938463
CHIKV_RUN_S50b36_2025	2025-06-03	REU.3.5_1	55.312983	-21.039052
CHIKV_RUN_S50b35_2025	2025-06-04	REU.3.2_1	55.354855	-21.211461
CHIKV_RUN_S50b33_2025	2025-06-04	REU.4.8_1	55.480629	-21.346253
CHIKV_RUN_S50b34_2025	2025-06-05	REU.1.3_1	55.667219	-20.944035
CHIKV_RUN_S50b37_2025	2025-06-05	REU.2.3_1	55.463037	-20.897941
CHIKV_RUN_S50b71_2025	2025-06-06	REU.4.1_1	55.477603	-21.13326
CHIKV_RUN_S50b68_2025	2025-06-06	REU.2.3_1	55.461919	-20.894404
CHIKV_RUN_S50b70_2025	2025-06-10	REU.2.4_1	55.541941	-20.93172
CHIKV_RUN_S50b73_2025	2025-06-12	REU.3.3_1	55.301243	-21.122749
CHIKV_RUN_S52b59_2025	2025-06-16	REU.4.8_1	55.45088	-21.298006
CHIKV_RUN_S52b62_2025	2025-06-18	REU.4.8_1	55.48438	-21.290362
CHIKV_RUN_S52b64_2025	2025-06-19	REU.2.3_1	55.495601	-20.899736
CHIKV_RUN_S52b58_2025	2025-06-23	REU.2.1_1	55.356121	-20.932601
CHIKV_RUN_S52b68_2025	2025-06-24	REU.4.3_1	55.510699	-21.264852
CHIKV_RUN_S2b92_2024	2024-08-27	REU.3.5_1	55.222994	-21.03531
CHIKV_RUN_S12b56_2024	2024-12-02	REU.4.3_1	55.50965	-21.285721
CHIKV_RUN_S8b54_2024	2024-12-17	REU.4.3_1	55.507856	-21.286776
CHIKV_RUN_S12b72_2025	2025-01-02	REU.4.3_1	55.536778	-21.195583
CHIKV_RUN_S8b51_2025	2025-01-06	REU.4.3_1	55.582002	-21.275874
CHIKV_RUN_S8b59_2025	2025-01-07	REU.4.3_1	55.523946	-21.237275
CHIKV_RUN_S8b64_2025	2025-01-13	REU.4.3_1	55.511546	-21.290774
CHIKV_RUN_S9b83_2025	2025-01-14	REU.4.3_1	55.530559	-21.194993
CHIKV_RUN_S8b66_2025	2025-01-19	REU.4.3_1	55.510821	-21.285867
CHIKV_RUN_S9b73_2025	2025-01-20	REU.4.4_1	55.545941	-21.325712
CHIKV_RUN_S9b79_2025	2025-01-21	REU.3.4_1	55.314822	-21.220641
CHIKV_RUN_S9b66_2025	2025-01-23	REU.3.4_1	55.28587	-21.158538
CHIKV_RUN_S9b59_2025	2025-01-26	REU.4.8_1	55.506982	-21.290194
CHIKV_RUN_S12b45_2025	2025-01-27	REU.3.4_1	55.30615	-21.16494
CHIKV_RUN_S9b70_2025	2025-01-27	REU.4.3_1	55.524018	-21.28018
CHIKV_RUN_S9b75_2025	2025-01-28	REU.4.4_1	55.56083	-21.341381
CHIKV_RUN_S9b09_2025	2025-01-28	REU.4.3_1	55.563831	-21.236379
CHIKV_RUN_S10b11_2025	2025-01-29	REU.3.3_1	55.28611	-21.111972
CHIKV_RUN_S10b03_2025	2025-01-30	REU.4.3_1	55.507933	-21.286409
CHIKV_RUN_S10b14_2025	2025-02-03	REU.2.3_1	55.476821	-20.900549
CHIKV_RUN_S10b19_2025	2025-02-04	REU.3.5_1	55.274867	-21.026481
CHIKV_RUN_S10b24_2025	2025-02-05	REU.3.4_1	55.289455	-21.17725
CHIKV_RUN_S10b25_2025	2025-02-05	REU.4.3_1	55.503697	-21.272324
CHIKV_RUN_S10b26_2025	2025-02-05	REU.4.4_1	55.560539	-21.342963
CHIKV_RUN_S10b31_2025	2025-02-06	REU.4.3_1	55.513787	-21.267717
CHIKV_RUN_S10b37_2025	2025-02-06	REU.4.4_1	55.561393	-21.340955
CHIKV_RUN_S10b32_2025	2025-02-06	REU.4.3_1	55.525455	-21.285424
CHIKV_RUN_S10b34_2025	2025-02-06	REU.4.4_1	55.55304	-21.350416
CHIKV_RUN_S10b38_2025	2025-02-09	REU.4.3_1	55.525735	-21.280463
CHIKV_RUN_S10b28_2025	2025-02-09	REU.4.1_1	55.474882	-21.169926
CHIKV_RUN_S10b43_2025	2025-02-10	REU.4.3_1	55.525029	-21.280821
CHIKV_RUN_S10b47_2025	2025-02-10	REU.2.3_1	55.42069	-20.888008
CHIKV_RUN_S10b46_2025	2025-02-10	REU.4.5_1	55.607303	-21.320451
CHIKV_RUN_S10b55_2025	2025-02-11	REU.2.3_1	55.421516	-20.888239
CHIKV_RUN_S10b56_2025	2025-02-11	REU.3.5_1	55.264558	-21.078907
CHIKV_RUN_S10b69_2025	2025-02-11	REU.4.5_1	55.6195	-21.36422
CHIKV_RUN_S10b61_2025	2025-02-11	REU.4.5_1	55.631218	-21.374233
CHIKV_RUN_S10b57_2025	2025-02-12	REU.3.4_1	55.309708	-21.169576
CHIKV_RUN_S10b93_2025	2025-02-13	REU.2.3_1	55.452125	-20.890654
CHIKV_RUN_S10b91_2025	2025-02-16	REU.4.3_1	55.510985	-21.286508
CHIKV_RUN_S10b89_2025	2025-02-16	REU.4.3_1	55.523069	-21.267089
CHIKV_RUN_S10b94_2025	2025-02-16	REU.4.3_1	55.527183	-21.256516
CHIKV_RUN_S10b92_2025	2025-02-16	REU.4.3_1	55.522252	-21.278985
CHIKV_RUN_S12b90_2025	2025-02-17	REU.4.3_1	55.517047	-21.27658
CHIKV_RUN_S12b93_2025	2025-02-17	REU.4.3_1	55.50798	-21.283212
CHIKV_RUN_S12b87_2025	2025-02-17	REU.4.7_1	55.720654	-21.370892
CHIKV_RUN_S12b88_2025	2025-02-17	REU.3.1_1	55.361177	-21.257752
CHIKV_RUN_S12b92_2025	2025-02-17	REU.4.7_1	55.726571	-21.370372
CHIKV_RUN_S13b01_2025	2025-02-18	REU.3.5_1	55.270916	-21.010062
CHIKV_RUN_S13b11_2025	2025-02-19	REU.4.6_1	55.435536	-21.257653
CHIKV_RUN_S13b03_2025	2025-02-19	REU.2.4_1	55.523873	-20.949386
CHIKV_RUN_S13b09_2025	2025-02-19	REU.3.1_1	55.336864	-21.267742
CHIKV_RUN_S13b13_2025	2025-02-19	REU.4.3_1	55.512674	-21.268748
CHIKV_RUN_S13b06_2025	2025-02-19	REU.4.8_1	55.490219	-21.272538
CHIKV_RUN_S13b04_2025	2025-02-19	REU.3.4_1	55.337103	-21.199327
CHIKV_RUN_S13b37_2025	2025-02-20	REU.4.3_1	55.519152	-21.283831
CHIKV_RUN_S13b24_2025	2025-02-20	REU.4.6_1	55.423689	-21.278184
CHIKV_RUN_S13b17_2025	2025-02-20	REU.4.8_1	55.465843	-21.338615
CHIKV_RUN_S13b16_2025	2025-02-20	REU.4.3_1	55.498688	-21.266812
CHIKV_RUN_S13b56_2025	2025-02-23	REU.4.6_1	55.438234	-21.275668
CHIKV_RUN_S13b26_2025	2025-02-23	REU.3.5_1	55.285162	-21.044863
CHIKV_RUN_S13b32_2025	2025-02-23	REU.4.3_1	55.524101	-21.281978
CHIKV_RUN_S13b62_2025	2025-02-23	REU.4.3_1	55.501479	-21.265295
CHIKV_RUN_S13b47_2025	2025-02-23	REU.4.3_1	55.508907	-21.288239
CHIKV_RUN_S13b51_2025	2025-02-23	REU.4.8_1	55.448517	-21.296921
CHIKV_RUN_S13b41_2025	2025-02-23	REU.4.3_1	55.517542	-21.268791
CHIKV_RUN_S13b35_2025	2025-02-23	REU.4.3_1	55.517542	-21.268791
CHIKV_RUN_S13b43_2025	2025-02-23	REU.4.5_1	55.615186	-21.380735
CHIKV_RUN_S13b61_2025	2025-02-23	REU.4.4_1	55.570236	-21.334491
CHIKV_RUN_S13b46_2025	2025-02-23	REU.4.5_1	55.635273	-21.339571
CHIKV_RUN_S13b49_2025	2025-02-23	REU.4.3_1	55.52406	-21.261906
CHIKV_RUN_S13b52_2025	2025-02-23	REU.4.8_1	55.524076	-21.331375
CHIKV_RUN_S13b44_2025	2025-02-23	REU.4.7_1	55.721214	-21.371189
CHIKV_RUN_S13b27_2025	2025-02-23	REU.2.5_1	55.635744	-20.942429
CHIKV_RUN_S13b68_2025	2025-02-24	REU.4.3_1	55.523902	-21.275298
CHIKV_RUN_S13b86_2025	2025-02-25	REU.4.7_1	55.717646	-21.371602
CHIKV_RUN_S13b83_2025	2025-02-25	REU.4.6_1	55.412502	-21.279366
CHIKV_RUN_S13b85_2025	2025-02-25	REU.4.3_1	55.511148	-21.283736
CHIKV_RUN_S14b30_2025	2025-02-26	REU.4.3_1	55.520338	-21.268537
CHIKV_RUN_S14b32_2025	2025-02-26	REU.4.4_1	55.563997	-21.348199
CHIKV_RUN_S14b34_2025	2025-02-26	REU.4.5_1	55.593875	-21.366009
CHIKV_RUN_S14b39_2025	2025-03-01	REU.4.6_1	55.428683	-21.264105
CHIKV_RUN_S14b36_2025	2025-03-01	REU.4.3_1	55.514278	-21.257017
CHIKV_RUN_S14b09_2025	2025-03-01	REU.3.2_1	55.343116	-21.221034
CHIKV_RUN_S14b04_2025	2025-03-01	REU.4.3_1	55.518117	-21.277147
CHIKV_RUN_S14b40_2025	2025-03-01	REU.4.3_1	55.533409	-21.262617
CHIKV_RUN_S14b01_2025	2025-03-01	REU.3.1_1	55.362654	-21.261016
CHIKV_RUN_S14b20_2025	2025-03-01	REU.3.2_1	55.354662	-21.243279
CHIKV_RUN_S14b08_2025	2025-03-01	REU.4.8_1	55.462594	-21.339923
CHIKV_RUN_S13b93_2025	2025-03-01	REU.4.3_1	55.527448	-21.29073
CHIKV_RUN_S13b91_2025	2025-03-01	REU.4.8_1	55.498253	-21.294116
CHIKV_RUN_S13b92_2025	2025-03-01	REU.4.3_1	55.516588	-21.288807
CHIKV_RUN_S14b05_2025	2025-03-01	REU.4.7_1	55.706919	-21.371935
CHIKV_RUN_S14b43_2025	2025-03-02	REU.3.4_1	55.282931	-21.141466
CHIKV_RUN_S14b70_2025	2025-03-02	REU.4.3_1	55.508973	-21.270762
CHIKV_RUN_S14b46_2025	2025-03-02	REU.4.3_1	55.520366	-21.289812
CHIKV_RUN_S14b47_2025	2025-03-02	REU.4.3_1	55.525847	-21.280431
CHIKV_RUN_S14b69_2025	2025-03-02	REU.4.3_1	55.50941	-21.284798
CHIKV_RUN_S14b44_2025	2025-03-02	REU.2.1_1	55.33609	-20.9304
CHIKV_RUN_S14b64_2025	2025-03-02	REU.4.3_1	55.512497	-21.280336
CHIKV_RUN_S14b50_2025	2025-03-02	REU.4.6_1	55.436071	-21.251919
CHIKV_RUN_S14b59_2025	2025-03-02	REU.4.3_1	55.521902	-21.279851
CHIKV_RUN_S14b66_2025	2025-03-02	REU.4.3_1	55.533591	-21.261149
CHIKV_RUN_S14b54_2025	2025-03-02	REU.4.4_1	55.559399	-21.339634
CHIKV_RUN_S14b53_2025	2025-03-02	REU.4.3_1	55.510516	-21.288478
CHIKV_RUN_S14b51_2025	2025-03-02	REU.4.3_1	55.525741	-21.286123
CHIKV_RUN_S14b73_2025	2025-03-03	REU.4.8_1	55.472927	-21.290846
CHIKV_RUN_S14b72_2025	2025-03-03	REU.4.7_1	55.770985	-21.361132
CHIKV_RUN_S14b75_2025	2025-03-03	REU.4.5_1	55.596242	-21.376686
CHIKV_RUN_S14b77_2025	2025-03-03	REU.4.4_1	55.564591	-21.351744
CHIKV_RUN_S14b89_2025	2025-03-03	REU.3.4_1	55.309105	-21.161791
CHIKV_RUN_S14b79_2025	2025-03-03	REU.4.3_1	55.529269	-21.274375
CHIKV_RUN_S14b76_2025	2025-03-03	REU.4.3_1	55.523988	-21.262614
CHIKV_RUN_S15b85_2025	2025-03-04	REU.4.3_1	55.52464	-21.270751
CHIKV_RUN_S15b72_2025	2025-03-04	REU.3.3_1	55.304369	-21.098406
CHIKV_RUN_S15b84_2025	2025-03-04	REU.4.3_1	55.523521	-21.261178
CHIKV_RUN_S15b87_2025	2025-03-04	REU.4.6_1	55.415217	-21.284554
CHIKV_RUN_S15b82_2025	2025-03-04	REU.4.8_1	55.530527	-21.317145
CHIKV_RUN_S15b79_2025	2025-03-05	REU.2.3_1	55.456378	-20.904032
CHIKV_RUN_S15b09_2025	2025-03-05	REU.4.3_1	55.520157	-21.260094
CHIKV_RUN_S15b04_2025	2025-03-05	REU.3.2_1	55.340941	-21.241734
CHIKV_RUN_S16b01_2025	2025-03-05	REU.3.1_1	55.363928	-21.26362
CHIKV_RUN_S15b83_2025	2025-03-05	REU.2.3_1	55.447502	-20.889213
CHIKV_RUN_S16b36_2025	2025-03-06	REU.4.5_1	55.626989	-21.379438
CHIKV_RUN_S16b69_2025	2025-03-06	REU.4.3_1	55.517036	-21.294639
CHIKV_RUN_S16b68_2025	2025-03-06	REU.4.4_1	55.558938	-21.338599
CHIKV_RUN_S16b74_2025	2025-03-06	REU.3.1_1	55.366601	-21.253912
CHIKV_RUN_S16b71_2025	2025-03-06	REU.4.6_1	55.433794	-21.251845
CHIKV_RUN_S16b75_2025	2025-03-06	REU.4.8_1	55.472365	-21.280115
CHIKV_RUN_S16b70_2025	2025-03-06	REU.4.3_1	55.521282	-21.252269
CHIKV_RUN_S16b65_2025	2025-03-06	REU.4.3_1	55.508741	-21.238603
CHIKV_RUN_S15b88_2025	2025-03-06	REU.2.3_1	55.464831	-20.8845
CHIKV_RUN_S16b41_2025	2025-03-06	REU.4.5_1	55.602285	-21.348454
CHIKV_RUN_S16b77_2025	2025-03-06	REU.3.2_1	55.352255	-21.242327
CHIKV_RUN_S16b57_2025	2025-03-06	REU.3.5_1	55.266295	-21.074346
CHIKV_RUN_S16b79_2025	2025-03-06	REU.4.1_1	55.47633	-21.168947
CHIKV_RUN_S16b56_2025	2025-03-06	REU.4.1_1	55.47479	-21.170469
CHIKV_RUN_S16b05_2025	2025-03-09	REU.4.5_1	55.666314	-21.375208
CHIKV_RUN_S16b17_2025	2025-03-09	REU.4.8_1	55.494854	-21.317646
CHIKV_RUN_S17b59_2025	2025-03-09	REU.4.4_1	55.563952	-21.347612
CHIKV_RUN_S16b34_2025	2025-03-09	REU.4.8_1	55.506493	-21.295548
CHIKV_RUN_S16b64_2025	2025-03-09	REU.4.3_1	55.511843	-21.228954
CHIKV_RUN_S16b39_2025	2025-03-09	REU.2.3_1	55.455148	-20.884458
CHIKV_RUN_S16b28_2025	2025-03-09	REU.4.3_1	55.500423	-21.269213
CHIKV_RUN_S16b26_2025	2025-03-09	REU.2.3_1	55.445741	-20.892562
CHIKV_RUN_S16b10_2025	2025-03-09	REU.4.8_1	55.547587	-21.318066
CHIKV_RUN_S17b60_2025	2025-03-09	REU.4.3_1	55.549179	-21.275143
CHIKV_RUN_S17b40_2025	2025-03-09	REU.4.3_1	55.510974	-21.264532
CHIKV_RUN_S16b55_2025	2025-03-09	REU.3.4_1	55.303481	-21.210995
CHIKV_RUN_S16b25_2025	2025-03-09	REU.4.4_1	55.562571	-21.359957
CHIKV_RUN_S17b56_2025	2025-03-09	REU.4.4_1	55.560447	-21.351132
CHIKV_RUN_S16b11_2025	2025-03-09	REU.4.3_1	55.563302	-21.285697
CHIKV_RUN_S16b02_2025	2025-03-09	REU.4.3_1	55.535622	-21.312495
CHIKV_RUN_S16b33_2025	2025-03-09	REU.4.3_1	55.524422	-21.263706
CHIKV_RUN_S17b57_2025	2025-03-09	REU.4.7_1	55.72195	-21.369915
CHIKV_RUN_S16b03_2025	2025-03-09	REU.4.3_1	55.514449	-21.28783
CHIKV_RUN_S16b50_2025	2025-03-09	REU.3.4_1	55.324856	-21.1608
CHIKV_RUN_S16b27_2025	2025-03-09	REU.4.3_1	55.523827	-21.264611
CHIKV_RUN_S17b41_2025	2025-03-09	REU.4.3_1	55.508193	-21.286333
CHIKV_RUN_S17b49_2025	2025-03-09	REU.3.2_1	55.337752	-21.248872
CHIKV_RUN_S16b62_2025	2025-03-09	REU.3.2_1	55.353823	-21.24368
CHIKV_RUN_S16b04_2025	2025-03-09	REU.4.3_1	55.514475	-21.286882
CHIKV_RUN_S16b08_2025	2025-03-09	REU.4.8_1	55.524076	-21.331375
CHIKV_RUN_S17b95_2025	2025-03-10	REU.4.6_1	55.441574	-21.271818
CHIKV_RUN_S17b84_2025	2025-03-10	REU.4.5_1	55.67745	-21.372594
CHIKV_RUN_S17b31_2025	2025-03-10	REU.3.5_1	55.26877	-21.087665
CHIKV_RUN_S17b46_2025	2025-03-10	REU.3.3_1	55.298893	-21.105446
CHIKV_RUN_S18b03_2025	2025-03-10	REU.4.5_1	55.629023	-21.374059
CHIKV_RUN_S17b94_2025	2025-03-10	REU.4.2_1	55.47803	-21.249929
CHIKV_RUN_S17b93_2025	2025-03-10	REU.4.8_1	55.50931	-21.3534
CHIKV_RUN_S17b89_2025	2025-03-10	REU.3.4_1	55.295778	-21.198431
CHIKV_RUN_S18b07_2025	2025-03-10	REU.3.3_1	55.287571	-21.110372
CHIKV_RUN_S18b19_2025	2025-03-10	REU.3.5_1	55.225194	-21.078288
CHIKV_RUN_S17b92_2025	2025-03-10	REU.4.6_1	55.437794	-21.265429
CHIKV_RUN_S17b87_2025	2025-03-10	REU.3.4_1	55.315995	-21.216088
CHIKV_RUN_S18b04_2025	2025-03-10	REU.4.3_1	55.528924	-21.245314
CHIKV_RUN_S18b87_2025	2025-03-11	REU.4.2_1	55.465342	-21.245991
CHIKV_RUN_S19b04_2025	2025-03-11	REU.4.4_1	55.56475	-21.35229
CHIKV_RUN_S19b03_2025	2025-03-11	REU.4.6_1	55.433495	-21.246208
CHIKV_RUN_S18b57_2025	2025-03-11	REU.3.5_1	55.319669	-21.012661
CHIKV_RUN_S18b92_2025	2025-03-11	REU.4.5_1	55.600533	-21.37723
CHIKV_RUN_S18b73_2025	2025-03-12	REU.4.8_1	55.474403	-21.310216
CHIKV_RUN_S18b76_2025	2025-03-12	REU.4.3_1	55.525956	-21.271916
CHIKV_RUN_S18b75_2025	2025-03-12	REU.4.4_1	55.533559	-21.361857
CHIKV_RUN_S18b77_2025	2025-03-12	REU.4.8_1	55.489165	-21.348342
CHIKV_RUN_S18b78_2025	2025-03-12	REU.4.1_1	55.48698	-21.152237
CHIKV_RUN_S19b44_2025	2025-03-12	REU.4.3_1	55.543695	-21.309753
CHIKV_RUN_S18b67_2025	2025-03-12	REU.4.8_1	55.459644	-21.296356
CHIKV_RUN_S20b35_2025	2025-03-13	REU.4.2_1	55.46646	-21.253315
CHIKV_RUN_S19b88_2025	2025-03-13	REU.4.3_1	55.516991	-21.29559
CHIKV_RUN_S19b89_2025	2025-03-13	REU.4.1_1	55.478192	-21.169782
CHIKV_RUN_S20b34_2025	2025-03-13	REU.4.3_1	55.517676	-21.237331
CHIKV_RUN_S20b11_2025	2025-03-13	REU.4.3_1	55.517789	-21.295793
CHIKV_RUN_S21b85_2025	2025-03-16	REU.4.3_1	55.517795	-21.254732
CHIKV_RUN_S22b07_2025	2025-03-16	REU.3.5_1	55.324686	-20.985262
CHIKV_RUN_S20b86_2025	2025-03-16	REU.4.3_1	55.520744	-21.268097
CHIKV_RUN_S20b85_2025	2025-03-16	REU.4.6_1	55.435536	-21.257653
CHIKV_RUN_S21b90_2025	2025-03-16	REU.4.8_1	55.519889	-21.357469
CHIKV_RUN_S21b81_2025	2025-03-16	REU.4.8_1	55.534554	-21.315623
CHIKV_RUN_S22b12_2025	2025-03-16	REU.3.5_1	55.270787	-21.026406
CHIKV_RUN_S19b56_2025	2025-03-16	REU.3.5_1	55.290102	-21.021219
CHIKV_RUN_S19b54_2025	2025-03-16	REU.3.5_1	55.271574	-21.026973
CHIKV_RUN_S22b09_2025	2025-03-16	REU.4.3_1	55.537784	-21.258087
CHIKV_RUN_S21b93_2025	2025-03-16	REU.4.3_1	55.519407	-21.267386
CHIKV_RUN_S21b92_2025	2025-03-16	REU.4.8_1	55.490388	-21.305859
CHIKV_RUN_S21b91_2025	2025-03-16	REU.3.1_1	55.336441	-21.272893
CHIKV_RUN_S20b24_2025	2025-03-16	REU.4.2_1	55.479106	-21.2451
CHIKV_RUN_S21b82_2025	2025-03-16	REU.4.6_1	55.432997	-21.248315
CHIKV_RUN_S19b58_2025	2025-03-16	REU.2.1_1	55.4112566163266	-21.04474661488
CHIKV_RUN_S20b40_2025	2025-03-17	REU.3.4_1	55.288334	-21.179854
CHIKV_RUN_S20b45_2025	2025-03-17	REU.4.8_1	55.547044	-21.316856
CHIKV_RUN_S20b53_2025	2025-03-17	REU.4.3_1	55.505164	-21.233941
CHIKV_RUN_S20b41_2025	2025-03-17	REU.2.1_1	55.349202	-20.926914
CHIKV_RUN_S20b55_2025	2025-03-17	REU.4.4_1	55.566331	-21.353253
CHIKV_RUN_S20b54_2025	2025-03-17	REU.4.5_1	55.647033	-21.381365
CHIKV_RUN_S20b44_2025	2025-03-17	REU.4.2_1	55.481192	-21.242388
