state	joint	prior	likelihood	treeModel.rootHeight	age(root)	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	bdss.birthRate1	bdss.birthRate2	bdss.birthRate3	bdss.birthRate4	bdss.birthRate5	bdss.birthRate6	bdss.birthRate7	bdss.birthRate8	bdss.birthRate9	bdss.birthRate10	bdss.birthRate11	bdss.birthRate12	bdss.deathRate1	bdss.deathRate2	bdss.deathRate3	bdss.deathRate4	bdss.deathRate5	bdss.deathRate6	bdss.deathRate7	bdss.deathRate8	bdss.deathRate9	bdss.deathRate10	bdss.deathRate11	bdss.deathRate12	bdss.samplingRate1	bdss.samplingRate2	bdss.samplingRate3	bdss.samplingRate4	bdss.samplingRate5	bdss.samplingRate6	bdss.samplingRate7	bdss.samplingRate8	bdss.samplingRate9	bdss.samplingRate10	bdss.samplingRate11	bdss.samplingRate12	deathRateAtPresent	deathRateDelta1	deathRateDelta2	deathRateDelta3	deathRateDelta4	deathRateDelta5	deathRateDelta6	deathRateDelta7	deathRateDelta8	deathRateDelta9	deathRateDelta10	deathRateDelta11	samplingRateAtPresent	samplingRateDelta1	samplingRateDelta2	samplingRateDelta3	samplingRateDelta4	samplingRateDelta5	samplingRateDelta6	samplingRateDelta7	samplingRateDelta8	samplingRateDelta9	samplingRateDelta10	samplingRateDelta11	beta.intercept	beta.temperature	beta.precipitation	birthRate.mean1	birthRate.mean2	birthRate.mean3	birthRate.mean4	birthRate.mean5	birthRate.mean6	birthRate.mean7	birthRate.mean8	birthRate.mean9	birthRate.mean10	birthRate.mean11	birthRate.mean12	rf.logBirthRate	logBirthRate1	logBirthRate2	logBirthRate3	logBirthRate4	logBirthRate5	logBirthRate6	logBirthRate7	logBirthRate8	logBirthRate9	logBirthRate10	logBirthRate11	logBirthRate12	samplingRateDeltaPrior.globalScale	samplingRateDeltaPrior.localScale1	samplingRateDeltaPrior.localScale2	samplingRateDeltaPrior.localScale3	samplingRateDeltaPrior.localScale4	samplingRateDeltaPrior.localScale5	samplingRateDeltaPrior.localScale6	samplingRateDeltaPrior.localScale7	samplingRateDeltaPrior.localScale8	samplingRateDeltaPrior.localScale9	samplingRateDeltaPrior.localScale10	samplingRateDeltaPrior.localScale11	bdss.origin	effectiveReproductiveNumber1	effectiveReproductiveNumber2	effectiveReproductiveNumber3	effectiveReproductiveNumber4	effectiveReproductiveNumber5	effectiveReproductiveNumber6	effectiveReproductiveNumber7	effectiveReproductiveNumber8	effectiveReproductiveNumber9	effectiveReproductiveNumber10	effectiveReproductiveNumber11	effectiveReproductiveNumber12	speciation
100000	-29890.529387110513	-11.09199540971461	-29879.437391700798	1.1432629490171506	2024.4512575989281	0.19282582921247954	1.5008237576784187	0.269866271129317	0.06620789160510059	3.801456689313282	0.16881956106139143	0.28228661550134326	0.25472948345206425	0.25719618840764136	0.20578771263894918	0.3464481951579709	4.7899254762295493E-4	4.7899254762295536E-4	-38670.09541087088	0.0	1.164929994660708	3.329427798800623	10.31218916787479	21.57569540670106	35.60221801009493	51.52613026618018	47.122139684682196	42.81660261522443	37.405744592483714	39.1448026848432	37.357787054503596	38.41522575247909	24.463471865969048	24.463471865969048	24.463471865969048	24.463471865969048	24.463471865969048	24.463471865969048	24.463471865969048	24.463471865969048	24.463471865969048	24.463471865969048	24.463471865969048	24.463471865969048	0.23047059536616107	0.489249134262961	0.2444665387224438	0.4184248672678052	0.6226645502730163	1.2087668025862528	1.7239495906414128	4.1152004867197745	1.7659881295120696	2.240394337603065	3.542949914316913	1.5145412723892058	3.1971810607411633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.4676319935934035	0.7527485513671558	-0.6937933931475165	0.5374189015726736	0.3975105860147167	0.6633480162703711	0.3550172635628519	0.8700696218479146	-0.8459771734161807	0.23794151346731102	0.4583077953195721	-0.8498470866566079	1.2629135070187316	0.23366099292359901	-0.08034365513215111	1.0554096151774301	1.1983351458906495	1.4548442673665358	1.4161684292170473	1.3845917190457833	1.564576065678144	1.4631647050508871	1.3405801865058036	1.1629155896576593	1.1059675006371759	1.000304904932794	1.008103874721214	5.0445361271608125	0.15266099479216913	1.2028004570355049	2.3333266099095513	3.071567468510354	3.5724079395715447	3.942089062803373	3.8527429475798107	3.7569259389401735	3.6218242913549203	3.6672676597249536	3.6205413785897984	3.648453884977564	0.6494039708456416	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.180241411532294	0.04717472701998512	0.13342944838639706	0.4173633995265559	0.8671242244117418	1.4191989320062939	2.0070758507434756	1.7994188455231512	1.4982012490582346	1.4260966332866967	1.465885216261565	1.3339007513198335	1.4787591933178472	8790.658019170083
200000	-29911.6835845606	-8.278799750997361	-29903.4047848096	1.0431032094585282	2024.5514173384868	0.18541394350408186	1.5782044411587688	0.22219662172644436	0.061090977941125044	3.82917297171724	0.1239210439523288	0.2831773846364648	0.24929784551410986	0.2587164618148504	0.20880830803457304	0.30640823957908314	4.61640695375224E-4	4.616406953752241E-4	-38710.76496643388	0.0	2.821650803841607	4.389326393288485	10.100871069330177	21.008573229345107	37.84300079517656	54.69097680263639	47.75535190055152	42.9598744072992	44.821631519528346	53.968262649320764	45.2902869081306	32.610820691384575	25.883057030104094	25.883057030104094	25.883057030104094	25.883057030104094	25.883057030104094	25.883057030104094	25.883057030104094	25.883057030104094	25.883057030104094	25.883057030104094	25.883057030104094	25.883057030104094	0.2440621622568114	0.48713771937457395	0.263809688789233	0.4031699754642613	0.5587809126471459	1.0827209306553116	1.5032715163254744	3.2210566520322437	1.6299050951949308	2.1418648890029037	3.4262506021561823	2.7296367149306944	3.253588585921924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.4103323227880185	0.6911239182341021	-0.6133189070361607	0.42413028097796607	0.3263992206755364	0.6614750629910642	0.32816649098565714	0.7620657144908591	-0.6811876692141975	0.27315510368985246	0.46978965137606465	-0.22729801549460665	2.1567457551448914	0.26015110044304585	-0.0764122701815642	1.9201305883482025	2.0876354887198025	2.3707925373636227	2.346029540653912	2.327108129360944	2.487771588842724	2.370922467635029	2.2410605318676295	2.039825983649562	1.9734872061666888	1.8547290243095838	1.8614558984087257	5.945621329783053	1.0373221051084898	1.479175774149426	2.312621664616508	3.0449306034289005	3.6334460432375364	4.001698737916613	3.866091142332999	3.760266526716336	3.8026908693061614	3.9883961450677683	3.813092592459309	3.484644156347	0.7905679805744528	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.1916898552598219	0.10799701195785132	0.16645028354882593	0.3863128679212428	0.7992236095691765	1.4311789096170158	2.028162394655281	1.7437661210990445	1.4760756804515687	1.6291096289597062	1.9257239254795555	1.5452527052628262	1.1397326299291057	8807.360181624283
300000	-29840.392951904476	-12.11604195483788	-29828.276909949636	1.0264384123065144	2024.5680821356386	0.1870989003651794	1.5895791647900062	0.23075467078851863	0.04612156670586229	3.8003766600962785	0.14606903725414347	0.2905336747884793	0.2468959108046624	0.26172729185431937	0.2008431225525371	0.2852196967574306	4.7322206998453334E-4	4.7322206998453713E-4	-38651.26165548951	0.0	8.771439418986718	7.938112575759953	10.123383755864966	20.401542920612677	38.34434544107078	53.58836891264503	48.013985228526344	42.728860640860766	49.37461459386767	44.99829276150779	31.146730232212988	25.721739141919283	25.41581531841966	25.41581531841966	25.41581531841966	25.41581531841966	25.41581531841966	25.41581531841966	25.41581531841966	25.41581531841966	25.41581531841966	25.41581531841966	25.41581531841966	25.41581531841966	0.1483070916511463	0.5005385272062041	0.26833056087217694	0.40320849902342915	0.5998588085953116	1.2197851039093837	1.819904046109175	4.074351331820496	3.2871519589349467	1.7416885324596756	3.403295242770223	2.682674307729595	3.2353716305896842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.908470211351456	1.2163995055969568	-0.623464916683939	0.4072341389184583	0.3972405130543132	0.7097356693590255	0.40010907888746033	0.8059277738658096	-0.2146900277517374	-0.6351664602686318	0.6698890876854561	-0.2379299783177524	3.153062465273229	-0.1205402151121521	-0.03589120667224882	3.293242408718191	3.1698336540577103	3.051933370721397	2.9633644848773795	2.883365045660923	3.026124642861752	3.1018127273217484	3.1257887847248895	3.2377737863204303	3.2845561706512587	3.3456876805295694	3.353266790942294	2.9454924601886336	2.1715009227893156	2.0716755361398724	2.314847971200156	3.0156105313534787	3.6466070708160916	3.981332046630892	3.8714923273987534	3.754874585150211	3.899436417497002	3.8066245504174714	3.438709271255604	3.247336515353985	0.5524380618663741	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.2046090448241629	0.34311521742405954	0.30629742991797204	0.3941491301070311	0.7901748363867106	1.4738939784479224	2.011907674802069	1.762904977316613	1.4489189277101897	1.720191996763418	1.6569377292033702	1.0807665339317467	0.9154135857175006	8822.984745539869
400000	-29864.248225432046	-10.58906191533144	-29853.659163516713	0.985309523254872	2024.6092110246902	0.1870989003651794	1.5426938972853463	0.25800260341377845	0.04612156670586229	3.8200139949756786	0.14606903725414347	0.28942365166704903	0.24829361796378877	0.2556652397325703	0.20661749063659002	0.32287345959622077	4.697292313888908E-4	4.6972923138889253E-4	-38666.47046761926	0.0	6.121194056274262	7.128104497962088	11.510644782005418	20.773652468505173	37.37910689620744	51.70518405414669	49.83141969179438	42.48274567889669	47.313228733056725	45.35352873844021	35.422243924871445	27.74072476068303	25.394717786378056	25.394717786378056	25.394717786378056	25.394717786378056	25.394717786378056	25.394717786378056	25.394717786378056	25.394717786378056	25.394717786378056	25.394717786378056	25.394717786378056	25.394717786378056	0.2835901402659657	0.38271459913149586	0.2625123933306294	0.4523725097245889	0.6395627396329757	1.1948025984273205	1.537144282763128	4.689049280953054	4.036575730657324	3.547455067517908	9.497874792295251	5.57267152243883	3.234541191231351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.260225251268564	0.2997595117080006	-0.3769912458162668	0.5442076833716852	0.3462787465525673	0.6249515375901784	0.25194535098842596	1.1153035168330088	-0.14983310881614223	-0.12916627712794346	0.9848376034914251	-0.5331935015426846	3.413162663005114	-0.14949533037979656	0.009890974929929512	3.5637076834730226	3.445599802163733	3.28923008741587	3.255724675510932	3.2242428147221407	3.2355561020770423	3.3129840964246395	3.370338520605745	3.494921076190518	3.5406981716682138	3.611855464085113	3.6130934716153753	3.0332140831930348	1.8117571847276501	1.9640453502689732	2.443272240452816	3.0336854755092966	3.6211119091846666	3.94555804832786	3.908645702591743	3.7490980094705844	3.856789933627144	3.8144879847454813	3.5673399822642295	3.32290154146258	0.7310107185765038	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.1798159801660562	0.23837996155201727	0.2765250002932433	0.44863162162799414	0.8037133863240896	1.4357649276638051	1.9445700150234264	1.8502775472362067	1.4121484714269714	1.6075823750550058	1.5670395228233558	1.015179478137198	0.8958044375017699	8812.811304102552
500000	-29882.364650952364	-13.132007087411456	-29869.232643864954	0.9853560291736246	2024.6091645187716	0.21159368564667277	1.5556551889768173	0.242448323169836	0.0242197699768402	3.7821368872690515	0.18394614496077047	0.279029882465624	0.250829084280386	0.2587627306276777	0.2113783026263104	0.3042101706681907	4.5568825244358924E-4	4.5568825244358653E-4	-38668.00446138912	0.0	8.00322458030949	7.633644852537053	12.402873389267425	23.650775238200183	39.21472559413635	55.57874438474248	49.722316500014074	46.30687721258542	46.81010141435302	40.081206778941834	32.58888370827543	30.96878580075283	27.249947916960252	27.249947916960252	27.249947916960252	27.249947916960252	27.249947916960252	27.249947916960252	27.249947916960252	27.249947916960252	27.249947916960252	27.249947916960252	27.249947916960252	27.249947916960252	0.16295211981499633	0.3333274076406199	0.21476937438874405	0.36328974303084643	0.5617842709850444	1.0670557536810257	1.354286426608837	5.3066369784816985	3.00886915168631	2.8964200279062022	11.799682449811975	4.738680461597814	3.3050516098032157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.8142988647927174	0.7156687988884534	-0.4395604379418714	0.525635930912108	0.43591721069546463	0.64154058594003	0.23837146948700097	1.3656836040367921	-0.5673939861705009	-0.0380888097877471	1.404597118809615	-0.9123139067547107	3.159911646510945	-0.03686588592758451	-0.07385055723359438	3.229720571657261	3.1515918186780407	3.1272617735624353	3.0119502513718914	2.909203566874561	3.1444072553494373	3.1865565293715976	3.161970347188616	3.2127489420042195	3.241205833524858	3.26528622153302	3.2770365731648448	3.634486410280174	2.0798445330066087	2.0325654314353967	2.5179281707078354	3.1633958940286164	3.6690523291681685	4.017800832924638	3.9064538564665616	3.835290485970795	3.846099021820058	3.6909075655783705	3.4839712396784686	3.432979787557939	0.604430919223556	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.2186727017059533	0.29195103654020255	0.27674903588149247	0.45159297500484946	0.8565013465432146	1.4100065874765455	1.9627339471077527	1.7382851749427382	1.422350573971552	1.546990462586738	1.3295534258801864	0.8345503760774566	0.9681185899646503	8798.77181752417
600000	-29837.594435585648	-10.296123895598068	-29827.29831169005	1.0277092448231004	2024.566811303122	0.15040821556408948	1.5055063898654084	0.23918795021383604	0.06414737212619807	3.8720147088991324	0.16873536333132352	0.28652732317152474	0.25025058472981637	0.25440250385914714	0.20881958823950983	0.40933835771032046	4.8182218132716923E-4	4.8182218132716934E-4	-38659.986054414665	0.0	7.576280277359249	8.097302425836146	13.05121629562934	24.428048373182552	39.711351528069486	57.196112256860935	48.37934141337185	42.61256835513986	48.22683484091758	51.110723288690856	41.86409384101065	28.709659115876548	27.483785964984087	27.483785964984087	27.483785964984087	27.483785964984087	27.483785964984087	27.483785964984087	27.483785964984087	27.483785964984087	27.483785964984087	27.483785964984087	27.483785964984087	27.483785964984087	0.17579770979758397	0.33752839631788306	0.1970240483345814	0.3410092880594646	0.5255720561622679	1.0809040688306868	1.7640521213264357	3.7111889346551994	1.6312826367262936	2.1263720341884054	5.51142766469218	1.7568210693426196	3.3135962295160377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.738421321133414	0.6523156861626945	-0.5383238499593302	0.5485839205715296	0.43257758553654063	0.72106577055382	0.48981571265345647	0.7437387884573338	-0.821985693765373	0.26505065809583533	0.9524064367298593	-1.1433177286189	2.931899402153041	0.030866929652863723	-0.09466682541588317	2.940498152477468	2.9053889205219634	2.954953425035288	2.8319014313697806	2.7230809471667294	3.002922536947402	3.014927546656098	2.956062702335112	2.9546902534013317	2.966082610014562	2.9593220938082028	2.9729621114357294	6.636255157274613	2.0250223506270304	2.0915309723629165	2.5688813321558155	3.1957319955940084	3.681637079519146	4.046485928538458	3.879072892302369	3.752149241572793	3.875915605572776	3.933994324288172	3.734428510635583	3.3572336207039517	0.6643541258543844	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.1656607923700517	0.2739115803925437	0.2910467248484522	0.47148968145620473	0.8779237421526236	1.417788708262732	2.0023361776078223	1.654116836622391	1.366007457682955	1.656421817192094	1.7261212618358617	1.2687929319347584	0.9818421034205324	8832.687742724616
700000	-29788.868428510694	-9.120699637182913	-29779.74772887351	1.0011582020918577	2024.5933623458534	0.15399395781503145	1.5679943122600002	0.2581582785700173	0.037878822518929815	3.7909546895817954	0.1910199392542134	0.2855438607439765	0.24655630458190295	0.26459516168187114	0.20330467299224753	0.3912252962660149	4.694575157049157E-4	4.69457515704917E-4	-38608.1465673037	0.0	7.109210471540058	8.817574257427776	15.04766552992413	23.59090123337599	36.92322422886801	56.645480180503576	52.51682904334692	44.94434766268024	46.493924109126546	43.89445102118746	30.03101404322493	19.935361993398654	27.219891825413594	27.219891825413594	27.219891825413594	27.219891825413594	27.219891825413594	27.219891825413594	27.219891825413594	27.219891825413594	27.219891825413594	27.219891825413594	27.219891825413594	27.219891825413594	0.1429985405392123	0.3224500403635519	0.22698700770815444	0.41580220100220716	0.5257720828117259	1.100016403849675	1.6549047264902614	5.149662175739534	2.438950907239009	2.6200620018172525	4.5311857973106635	2.141584954321578	3.3039480231306912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.944920854793806	0.8131137864457554	-0.3510554295564948	0.6053168877479126	0.23465814737018628	0.7382125550701935	0.408418347812861	1.1351876754836836	-0.7473631247823724	0.07162999151082425	0.5477856883423544	-0.7494374828899578	3.098081138379452	0.1291869657412216	-0.07341527427137715	2.9957779358547523	3.0561747509794213	3.203402709884692	3.1413344167998325	3.0877768494853974	3.275618303595109	3.2283122174427326	3.1458177234064557	3.055212752620891	3.0302521178281414	2.974316041732254	2.98297776750847	5.713661972184694	1.9613911928587924	2.1767468046891807	2.7112228648726635	3.1608610967328965	3.6088407359642836	4.036812199304326	3.9611336714379837	3.8054250057956627	3.8393216397361254	3.7817879116633866	3.4022306490982817	2.9924951393541126	0.5495525453920777	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.2041511348488751	0.2598121169387109	0.32014613355678695	0.5482468743136373	0.8536388198113077	1.330774579804593	2.0001999908308736	1.8187774569751636	1.3884759629706096	1.5676243516386272	1.4709959430678137	0.9458266078418618	0.6789631919044933	8828.398838430194
800000	-29799.503167206574	-7.261605196907204	-29792.241562009665	1.0837710004527672	2024.5107495474924	0.17095407931329662	1.5176513835785976	0.2601647663301672	0.045807452987897755	3.814402378535815	0.1910199392542134	0.2855438607439765	0.24896319876661044	0.262305169618311	0.20318777087110015	0.31395676826515756	4.828752866130998E-4	4.8287528661309937E-4	-38652.152237840644	0.0	5.27781669369577	6.744191140902287	13.873520628709667	24.171706506463664	38.32665841300024	56.58600772491866	51.468538937318655	45.67843049141955	41.74788292058014	41.49305340688572	36.681835965081746	32.142183236411405	27.479045580349826	27.479045580349826	27.479045580349826	27.479045580349826	27.479045580349826	27.479045580349826	27.479045580349826	27.479045580349826	27.479045580349826	27.479045580349826	27.479045580349826	27.479045580349826	0.20667667330196335	0.34053265041667	0.22833493194257876	0.38280686346051934	0.5523633109719546	1.0453099006975939	1.9530787200648616	4.92371468165005	1.7930402206655172	1.1985737229148925	2.939002416474305	0.46619938622355594	3.3134237353226808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5765996715802328	0.4993554032136601	-0.39969745983758276	0.5167170382652652	0.366675412784258	0.6378626742989368	0.6250935611907953	0.9246563038830103	-1.010150635796783	-0.4027803407676238	0.896937923992438	-1.8412120785792772	3.2729598896900987	0.23867806078801845	-0.08300529324192264	3.0614017956674813	3.2067945987492688	3.468986074259666	3.4281656693337315	3.3947449421174403	3.5814469515716523	3.478141158060373	3.3524491084957813	3.171215985208625	3.1132558880754617	3.0054047480458657	3.0135116736905445	10.245400079041342	1.663512507219548	1.9086815626618387	2.6299820325937793	3.185182796545062	3.6461456961765224	4.035761741306223	3.9409707265766682	3.8216262059882045	3.731648741522047	3.7255260254398674	3.602281699709283	3.470169286951006	0.8188385751171186	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.2172936306207096	0.19063315904643297	0.24242607436239585	0.500715707230233	0.8675556140860093	1.3672754930582798	1.9837786610995078	1.7487198141723492	1.4097080039501644	1.4262011666805121	1.4468792882734889	1.2059234033989163	1.1501843435209882	8859.91067583098
900000	-29761.03201985513	-16.00731981527919	-29745.024700039852	1.1853725266751605	2024.40914802127	0.1806744505934211	1.5158957300312248	0.22506076683849302	0.045807452987897755	3.841541660294738	0.1910199392542134	0.2853025827738049	0.24793575591945433	0.2641928248335063	0.20256883647323254	0.31251339231773695	4.963691568250775E-4	4.963691568250763E-4	-38655.80453338076	0.0	17.390466924233674	10.684173973719432	13.612267933364446	24.155180127730937	38.36623091183552	55.991568553900976	51.91451249985496	45.824302666627	48.12261119558023	34.75197260993654	29.81072815427165	34.83065983886346	26.790875724568995	26.790875724568995	26.790875724568995	26.790875724568995	26.790875724568995	26.790875724568995	26.790875724568995	26.790875724568995	26.790875724568995	26.790875724568995	26.790875724568995	26.790875724568995	0.11344404621869782	0.22332112483159916	0.1969927718057025	0.3644683777389647	0.4910768667972336	1.0533202375657162	1.938891365345627	5.364957887285257	3.51197772250955	1.367643422857307	2.3414009056408713	1.5095183806053922	3.288061371509345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.1764455484749545	0.6773010267823996	-0.12544372056634892	0.6152727557877237	0.2981608745525138	0.7631019180813153	0.6101690424043765	1.0177721779573836	-0.42370919402064655	-0.9430902030860948	0.5376602984402903	-0.4389587811489907	3.2153649840251006	-0.24431454503274816	-0.06269751102839474	3.495181194641829	3.2515066451298167	3.0106684638803136	2.8452534538601997	2.6956181058701	2.954357091943497	3.104727438678562	3.1584238271591767	3.3827568625760183	3.475315648170352	3.598358417735214	3.612212595958616	1.5532339453952648	2.8559221781629307	2.3687635786905252	2.610971440059724	3.1844988551398545	3.6471776693541043	4.0252011178621405	3.949598375358924	3.82481457629688	3.8737521538815303	3.548236336153256	3.3948683339019445	3.550498028753832	0.6496318519732338	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.1916778437480906	0.6463819591943738	0.39550218847081875	0.5043846991915272	0.889518469614162	1.4062861073945667	2.0108883240889353	1.806993851964751	1.4250696536050576	1.5880554377369918	1.2341548370491238	1.0232886544595776	1.2307482259582772	8910.779833340906
1000000	-29781.943008572085	-12.9650059747247	-29768.97800259736	1.0012609504031658	2024.593259597542	0.20341359829366037	1.516620284758202	0.25353040079787914	0.045807452987897755	3.8296072154531413	0.15102104770920755	0.2835586247065525	0.2504989342439499	0.26337360457626313	0.20256883647323254	0.31900536566541715	4.61022713047751E-4	4.6102271304774634E-4	-38663.04527269591	0.0	10.660631557195929	11.108567778879221	13.58061094927242	23.504966113621297	36.955072293408904	54.2159468486616	53.68559311367349	48.39162655851195	42.064937611612145	30.82329515386635	28.328598590549927	28.21631409857982	26.177570799430885	26.177570799430885	26.177570799430885	26.177570799430885	26.177570799430885	26.177570799430885	26.177570799430885	26.177570799430885	26.177570799430885	26.177570799430885	26.177570799430885	26.177570799430885	0.11345607299303728	0.210570344043599	0.21790645438349104	0.3813912127680951	0.5348277941468343	1.005121973688965	2.1069394672777944	6.082283966350298	3.979173540001513	2.0579834500355325	2.1002864962861976	1.0663109666577288	3.264902967766822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.176339539060834	0.6184040333558698	0.034246089085979724	0.5597597911253144	0.33811916149364657	0.6309193650013935	0.7401275040666457	1.0601438727306236	-0.42430613333116873	-0.6593475488588261	0.020347166618394183	-0.6778687654609167	2.667113167647048	-0.10693790498477637	-0.09446116015028033	2.818302384671324	2.6685969448413194	2.575682219671478	2.409239917659262	2.2603039135337277	2.5777236882319605	2.663795072119687	2.6532752871158505	2.769085957064707	2.8246811633743776	2.884276596438379	2.900394772581342	1.835743084159374	2.366557662498318	2.407716682549421	2.6086431100193472	3.1572117228082304	3.609702912490082	3.9929750874707373	3.9831446808584774	3.879326793766074	3.7392145578592104	3.4282707402659613	3.343871845289188	3.3399003248033132	0.6546418912081933	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.19800850283425	0.40548555250147456	0.42096818106592004	0.5145052244626456	0.885010720781372	1.3834426797709494	1.9945024321605889	1.8980563074080266	1.5000571735320436	1.394876619907833	1.091648312674749	1.0017943825906686	1.035693604194892	8894.067270098552
