state	joint	prior	likelihood	treeModel.rootHeight	age(root)	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	bdss.birthRate1	bdss.birthRate2	bdss.birthRate3	bdss.birthRate4	bdss.birthRate5	bdss.birthRate6	bdss.birthRate7	bdss.birthRate8	bdss.birthRate9	bdss.birthRate10	bdss.birthRate11	bdss.birthRate12	bdss.deathRate1	bdss.deathRate2	bdss.deathRate3	bdss.deathRate4	bdss.deathRate5	bdss.deathRate6	bdss.deathRate7	bdss.deathRate8	bdss.deathRate9	bdss.deathRate10	bdss.deathRate11	bdss.deathRate12	bdss.samplingRate1	bdss.samplingRate2	bdss.samplingRate3	bdss.samplingRate4	bdss.samplingRate5	bdss.samplingRate6	bdss.samplingRate7	bdss.samplingRate8	bdss.samplingRate9	bdss.samplingRate10	bdss.samplingRate11	bdss.samplingRate12	deathRateAtPresent	deathRateDelta1	deathRateDelta2	deathRateDelta3	deathRateDelta4	deathRateDelta5	deathRateDelta6	deathRateDelta7	deathRateDelta8	deathRateDelta9	deathRateDelta10	deathRateDelta11	samplingRateAtPresent	samplingRateDelta1	samplingRateDelta2	samplingRateDelta3	samplingRateDelta4	samplingRateDelta5	samplingRateDelta6	samplingRateDelta7	samplingRateDelta8	samplingRateDelta9	samplingRateDelta10	samplingRateDelta11	beta.intercept	beta.temperature	beta.precipitation	birthRate.mean1	birthRate.mean2	birthRate.mean3	birthRate.mean4	birthRate.mean5	birthRate.mean6	birthRate.mean7	birthRate.mean8	birthRate.mean9	birthRate.mean10	birthRate.mean11	birthRate.mean12	rf.logBirthRate	logBirthRate1	logBirthRate2	logBirthRate3	logBirthRate4	logBirthRate5	logBirthRate6	logBirthRate7	logBirthRate8	logBirthRate9	logBirthRate10	logBirthRate11	logBirthRate12	samplingRateDeltaPrior.globalScale	samplingRateDeltaPrior.localScale1	samplingRateDeltaPrior.localScale2	samplingRateDeltaPrior.localScale3	samplingRateDeltaPrior.localScale4	samplingRateDeltaPrior.localScale5	samplingRateDeltaPrior.localScale6	samplingRateDeltaPrior.localScale7	samplingRateDeltaPrior.localScale8	samplingRateDeltaPrior.localScale9	samplingRateDeltaPrior.localScale10	samplingRateDeltaPrior.localScale11	bdss.origin	effectiveReproductiveNumber1	effectiveReproductiveNumber2	effectiveReproductiveNumber3	effectiveReproductiveNumber4	effectiveReproductiveNumber5	effectiveReproductiveNumber6	effectiveReproductiveNumber7	effectiveReproductiveNumber8	effectiveReproductiveNumber9	effectiveReproductiveNumber10	effectiveReproductiveNumber11	effectiveReproductiveNumber12	speciation
100000	-29888.919128814905	3.005366901594808	-29891.9244957165	1.030805705692622	2024.5637148422525	0.16571892964228072	1.562800047680636	0.25151063650648425	0.020106079420015167	3.8375029597120363	0.1623613470385541	0.2758065114313919	0.24885731477216205	0.2709915318473599	0.20434464194908555	0.252797567539594	4.493572991336286E-4	4.493572991336294E-4	-38693.4412105359	0.0	11.38257636573351	11.78105020365683	16.177607479825223	23.454375588457186	38.01592866297832	56.36740646889015	46.60843338327275	46.11417292278512	47.33930257803307	38.927548624196696	35.115764614822425	30.99225560718551	26.607741311484645	26.607741311484645	26.607741311484645	26.607741311484645	26.607741311484645	26.607741311484645	26.607741311484645	26.607741311484645	26.607741311484645	26.607741311484645	26.607741311484645	26.607741311484645	0.10555678720559253	0.1851479710448782	0.18548238563646266	0.353754658224343	0.5292168941956967	1.1206740666216572	1.4404638335355755	4.426068065584049	2.0397092264093324	2.161209518768554	3.433788396837344	1.5234687738706125	3.281202200195127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.2485062035283354	0.5619062734060147	0.001804572541386411	0.6456436955948969	0.40279473876328953	0.7502872726914719	0.2510348188759119	1.1225464517434807	-0.7747043584650796	0.05786076574544726	0.4629961131841381	-0.8126743176297715	3.6272021574765363	0.17817683644890614	0.10356500577570753	3.3420105976068815	3.3946077617499366	3.6095756676406503	3.770852486475728	3.9770534800250097	4.162069631104659	3.7864609988734568	3.6596739532823817	3.6527622627885212	3.4753260713743326	3.3948522356223334	3.3011810249163873	18.753319698537815	2.4320837972518246	2.466492325663682	2.7836280317118054	3.1550570697444202	3.63800524723848	4.03189109196798	3.8417814986477743	3.8311203414251467	3.8573408717853677	3.661702190828975	3.558650163966614	3.433737354152103	0.5996351109205333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.1947508123353723	0.42610149909911726	0.4397080911814442	0.6037947379046995	0.8699211503251888	1.4008913001539274	2.0328390822288576	1.661726058487125	1.4859333690713303	1.6524787263499794	1.3531097763655946	1.1689073411296627	1.101703606533431	8801.516714819401
200000	-29935.289619909163	-0.6224720695599855	-29934.667147839602	1.0188841217892104	2024.575636426156	0.16571892964228072	1.5118889959625175	0.2508977469206888	0.0508304852681583	3.8568750440903674	0.1637887981159935	0.29029518519344777	0.24933961358669193	0.2597792707038018	0.20058593051605794	0.3233266981137743	4.64012658888E-4	4.6401265888799996E-4	-38649.10828642169	0.0	8.155772380427555	9.874182723982043	15.79062152686957	25.33336927999063	37.832805909279486	56.67218651140413	49.68813469322248	47.69947663114723	48.2896248893952	37.92218037943184	34.161434727576676	27.863441574930388	27.77817010158773	27.77817010158773	27.77817010158773	27.77817010158773	27.77817010158773	27.77817010158773	27.77817010158773	27.77817010158773	27.77817010158773	27.77817010158773	27.77817010158773	27.77817010158773	0.154251117912709	0.29059017965260214	0.2203724398637806	0.395551684429311	0.5919469522379692	1.027848271694261	1.344208140481976	4.033951472262915	2.7645991029655383	6.170746585994168	5.257237457402646	1.728957365721633	3.3242504640834474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.86917336881474	0.6333320470481634	-0.2765949337458087	0.5849624364371038	0.4031355632560067	0.5518058163307907	0.2683375360289158	1.0989413132372565	-0.37785077520132093	0.8029241986129536	-0.16021414261701633	-1.1120871425200933	2.1674706803938815	0.26830395507106075	0.06694410168022227	1.7544763396089442	1.862701712883296	2.1271555798290662	2.3872181173198914	2.5682854331509715	2.7320410589772393	2.4474573533278288	2.2844145280251875	2.227177279052997	1.9842392302565066	1.8838178605679732	1.7506640069747328	14.6108777395877	2.0987259440868122	2.289923545233811	2.759416189549223	3.2321224705642133	3.6331766074322847	4.03728355266298	3.9057661660330427	3.864920425740752	3.8772167319819153	3.6355361751913815	3.531097368260184	3.3273154917679273	0.7383466421745152	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.1960863036425238	0.2919822924170201	0.351785494800831	0.5639801251615774	0.8991843346931853	1.3335442302723157	1.9673731293585657	1.7061839620448245	1.499411993645714	1.5810493333458533	1.1170365384089949	1.034085463198103	0.9442952929186347	8714.441138582084
300000	-29900.86377462648	-1.586983804058777	-29899.27679082242	1.0565166695772201	2024.538003878368	0.1412583336199714	1.4919299459937327	0.2325953589457488	0.0508304852681583	3.8756704851292487	0.2077153910431458	0.2876956608609569	0.24683288429415828	0.26540909812324204	0.20006235672164227	0.3044887507815007	4.873314947413389E-4	4.8733149474133934E-4	-38627.58794681659	0.0	4.441602847390482	6.634927935398022	12.266217633895675	23.72940224154339	36.52867987191655	56.68262244385283	48.94104886395685	45.71366230757476	48.75780753383841	35.07524883636368	34.04033809948521	29.65626387164048	26.183081318226062	26.183081318226062	26.183081318226062	26.183081318226062	26.183081318226062	26.183081318226062	26.183081318226062	26.183081318226062	26.183081318226062	26.183081318226062	26.183081318226062	26.183081318226062	0.2289728298783478	0.30768161701719976	0.21403335822351385	0.3782318394829387	0.537330752706962	0.9631233611086025	1.5135488461075872	4.480051148715761	1.217045570464499	1.3825420664256178	1.7446942618552181	0.3788098501507314	3.2651134509671893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.47415192928643	0.2954621876470721	-0.3629336549197521	0.5693754571508286	0.3511064921585381	0.5835676727011901	0.4520308971166493	1.0851773409176766	-1.303208205264007	0.12749762352396982	0.23265545045202946	-1.527300246640249	2.8033729443773763	0.5202446557549645	0.06884549635923481	2.013842070360108	2.243569906384907	2.715768773703546	3.231818177690025	3.4942605789413936	3.7331272834931486	3.3737824842309436	3.076732978921675	2.9336763394148715	2.4792254482009675	2.298724441521335	2.045947438755747	15.587660500290355	1.4910153129632333	1.8923478064438035	2.5068489499043443	3.1667148801406557	3.598097701964116	4.037467681286624	3.890616489414558	3.822397209623672	3.886865339160762	3.5574957203714472	3.5275462360731566	3.389673363557716	0.6550968671183005	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.2029805900794865	0.16816574820286195	0.25046194221046486	0.46468024192201174	0.8933821193496341	1.367070229865697	2.0880496229000687	1.767039837466607	1.4908347135394282	1.7794737860853944	1.272427194804283	1.2188703680275756	1.116496701369957	8728.311155994166
400000	-29808.575786729376	-0.13965021933984811	-29808.436136510038	1.0188365240454185	2024.5756840238998	0.2098515591451896	1.438536920570918	0.27835370735827647	0.04804333084452689	3.8449953135203163	0.18021916856077844	0.28404320932312555	0.2489330440128999	0.26540909812324204	0.201614648540732	0.3743093164793283	4.5585598155906896E-4	4.558559815590707E-4	-38662.1126693711	0.0	6.556604416006249	7.883968086396474	13.121137549640826	23.663179871138407	36.638913624038494	55.13961788251363	49.8866460313477	44.99948087937877	40.07568287995054	29.359648973752353	24.944672560651377	20.594529582077968	26.315349042811114	26.315349042811114	26.315349042811114	26.315349042811114	26.315349042811114	26.315349042811114	26.315349042811114	26.315349042811114	26.315349042811114	26.315349042811114	26.315349042811114	26.315349042811114	0.1510034444723063	0.2868703321478481	0.2352396568488694	0.4110779452162621	0.5702570034601644	1.1614012799939128	1.6531223701665219	4.7699119493406235	2.7673524304360346	2.0801849673660477	3.6902245684260135	2.143025607992593	3.270152382742519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.8904526313525052	0.6417276616727471	-0.19842549843950008	0.5581780333806303	0.32730429823121826	0.7112954125755069	0.35303856916962	1.0596620002344275	-0.5444367836288458	-0.2854342454655176	0.5732304984748778	-0.543468648832712	2.3948180417077825	0.36121145626756	0.04641624898599811	1.8468941272970492	2.006847894471145	2.3337793822999946	2.6923455735671857	2.8725496265780426	3.0366116567680757	2.791484095497697	2.5856728718645945	2.48561898668422	2.1704659067621983	2.0454648795018677	1.870081906829024	14.203294776389242	1.8804728494335294	2.064831341387364	2.574224483236135	3.163920248130647	3.60111088936741	4.009868475620852	3.909753352340045	3.8066509536899744	3.690769738399109	3.3796212477399767	3.2166602747747084	3.0250254862616974	0.5845573522094739	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.1817478511796968	0.24773358622638209	0.2963650504219871	0.49419384624827023	0.8853850865190019	1.3627706052443584	2.006773626237347	1.783674384442756	1.447614703661006	1.3779903808735139	1.033953049209416	0.8313346341530883	0.7236720239571499	8853.67653286106
500000	-29877.13203672191	-1.671934070933011	-29875.460102650977	1.1117623084151973	2024.48275823953	0.2098515591451896	1.5611529932298323	0.30616359145091404	0.030929588147637185	3.7432964687310273	0.14860579929540507	0.28224331948206915	0.24466848504889668	0.2629937559780249	0.21009443949100876	0.3151124706855859	4.7645442846371494E-4	4.764544284637134E-4	-38653.25710855336	0.0	6.293395797597381	8.413014961941577	14.717211778774423	26.94120207413084	38.44046300564233	54.90212266622522	48.81876830909905	45.88241944110438	50.274491638417196	37.94460656605267	34.52063162943149	26.037550597164117	27.24547604299304	27.24547604299304	27.24547604299304	27.24547604299304	27.24547604299304	27.24547604299304	27.24547604299304	27.24547604299304	27.24547604299304	27.24547604299304	27.24547604299304	27.24547604299304	0.11539867563685277	0.31685898939589435	0.17352748184484684	0.36964286737558943	0.6000299944694473	1.2067620396809156	1.6942507123525832	4.460024546313853	3.0630233060989855	1.223212048055032	2.3007169007628248	3.3563534942994404	3.304887490556046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.1593624012577624	1.010063968783283	-0.6021208628639225	0.7562013325573296	0.48444232854799624	0.698716406688874	0.33929981303125084	0.9679136841875934	-0.3757518329404521	-0.917922211530106	0.6317405451477557	0.37763434473810564	3.3359537945604587	0.4741089009051372	0.04671239628705097	2.6194024221697005	2.833984062759445	3.253638358125081	3.727022592277774	3.942883344386137	4.139886217438701	3.8630124612399306	3.5973254494157176	3.4585224654991062	3.048739572031693	2.8879836102364322	2.6590454999670827	16.15290672411456	1.8395007974656734	2.1297799069982823	2.6890176781562016	3.293656790407352	3.6491106289213926	4.00555201199801	3.8881148354187567	3.826082024983774	3.9174978239898346	3.636127374270107	3.541557163540052	3.259539749827223	0.5883940855860633	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.1811161327377309	0.23001442250354068	0.30523592983160935	0.5367522479598003	0.9755960914589886	1.3804907317513178	1.929624042463569	1.6869118607030889	1.4471438264115863	1.6587588537247493	1.332854062143604	1.1683614093749732	0.8508494750431124	8777.797005902381
600000	-29828.423917930453	-5.380262956703061	-29823.04365497375	1.010711373081608	2024.5838091748635	0.2159510801062418	1.544686516707236	0.2545418698719819	0.030929588147637185	3.795442037606317	0.15844890756059105	0.2798832520638625	0.24866818493241477	0.26145281381263297	0.20999574919108918	0.32833771320718635	4.8454989485772224E-4	4.845498948577216E-4	-38662.996559977066	0.0	7.403724115272479	8.43209784684477	12.99367835437916	24.40159365423116	35.68875964486863	54.74358631000406	50.25100213958206	46.85838772342439	48.69118993712779	37.01203219894146	36.50166510972645	31.790797817742018	26.733989377047635	26.733989377047635	26.733989377047635	26.733989377047635	26.733989377047635	26.733989377047635	26.733989377047635	26.733989377047635	26.733989377047635	26.733989377047635	26.733989377047635	26.733989377047635	0.16828348922010927	0.3825051547310066	0.24149113649464085	0.4825724733153092	0.640343844146957	1.1040528808584833	1.3821933692515684	5.030123144966232	4.5232361428796315	4.247417137430422	12.815011966852058	3.3358247998951	3.285935766191816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.7821052858651416	0.8210921364797212	-0.4599093590631652	0.6922983427283323	0.28287417530086273	0.544737836455494	0.2246837893851565	1.2917728304913485	-0.10621676743206639	-0.0629166326576994	1.1043062278087568	-1.3458973285312752	3.464320625261344	0.5297028688891818	0.045242540989020856	2.6650309205468217	2.9070397415218734	3.371277883345328	3.9015141930429587	4.132583766472701	4.343722920271097	4.056317565765865	3.7616520134388223	3.602917789341229	3.146976643119409	2.9689907324522764	2.713823908763155	19.138470426591894	2.00198313243848	2.132045595958999	2.564462958756491	3.194648443864308	3.5748357833220394	4.002660216811839	3.9170304898165846	3.8471300262441304	3.88549810894153	3.6112430543459175	3.597357878992471	3.45917687110802	1.0569629569410592	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.146058306645393	0.2752081265429387	0.31095825594133997	0.4816847784363304	0.8965714989421324	1.3037307377129679	1.9665027376146273	1.7872626093311461	1.4751990218819921	1.557757898444503	1.1946530633347847	0.9229478335577928	1.057232932357757	8839.952905003318
700000	-29814.285603193293	4.056963672737387	-29818.34256686603	1.0103028403489283	2024.5842177075963	0.19938694466913096	1.5286401521654338	0.28422159061792923	0.030929588147637185	3.7820366485451	0.1747850758547744	0.2921794677239966	0.23962402535369887	0.2680197679428359	0.20017673897946803	0.3314687736469739	4.6876300395433927E-4	4.687630039543379E-4	-38658.03065216427	0.0	8.61776859960908	8.312648397629548	12.120947781075506	23.44427579941683	37.519891078766996	53.39355932086606	50.18089018604454	46.533558377555245	49.41718257084091	39.4208202726071	32.80901190591843	23.24665397630942	26.382826310619357	26.382826310619357	26.382826310619357	26.382826310619357	26.382826310619357	26.382826310619357	26.382826310619357	26.382826310619357	26.382826310619357	26.382826310619357	26.382826310619357	26.382826310619357	0.19303893778600595	0.3171561232113843	0.2543884715954498	0.40828850943208117	0.6094790216294625	1.1332453640628364	1.822933406072016	4.201394875433226	3.500672632062594	3.2485217599188196	5.458381084229941	3.44107572312486	3.2727132799361356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.6448633602395242	0.49650223613935757	-0.22053164049842877	0.473111541082306	0.40063047387947703	0.6202362696336783	0.47536144517615647	0.8349696181773065	-0.18246145272997225	-0.07475508085311298	0.5189521913035635	-0.46136810835843245	3.317934916682586	0.3985409821641215	0.026173608430506635	2.7180148971521865	2.902663912444677	3.2467136764782976	3.6471767376063413	3.809590961151863	3.958299165468539	3.766895211102664	3.54765668884015	3.4240886189996163	3.0831881315066214	2.951108626434394	2.7598227977202705	14.565536192587476	2.153826188010353	2.117778258169033	2.4949351773424318	3.154626362724171	3.624871221115873	3.9776901267231404	3.915634280638331	3.8401737378423486	3.9002981890373394	3.6742941100470725	3.490703230881562	3.146161206679164	0.46589046917579413	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.2064598202159986	0.3242704807184471	0.31133535080895197	0.45503810665552186	0.8750765302931808	1.3900217345993207	1.940449928759053	1.7791008180626635	1.5214890742019642	1.6536611949499467	1.3303755259046883	1.0303947177337782	0.7794638659289794	8839.68808529824
800000	-29737.585795471656	-2.961818375347848	-29734.623977096307	1.0036090050475617	2024.5909115428976	0.21007434617996507	1.543638091287521	0.3053653403156559	0.030929588147637185	3.735207558214452	0.1747850758547744	0.2889234686685568	0.24745788044485903	0.26024632620274285	0.2033723246838407	0.3652654135798202	4.887161840085634E-4	4.887161840085605E-4	-38618.58300786194	0.0	5.718061265725646	7.752564605324104	13.124570983414841	25.426224088747546	36.272597980505125	55.26567824288233	50.425137031071145	45.923944258650714	53.2280105374885	45.24759343982653	45.699925268457946	31.067644478433802	27.086786406724634	27.086786406724634	27.086786406724634	27.086786406724634	27.086786406724634	27.086786406724634	27.086786406724634	27.086786406724634	27.086786406724634	27.086786406724634	27.086786406724634	27.086786406724634	0.2497902897649095	0.415796272265702	0.25561013734902877	0.4312772561164166	0.6579154430092764	1.1152335773893747	1.5905984700327367	4.678395371912761	3.9388243202114697	4.748747199653049	6.822354158151823	3.94150737499554	3.299046022508994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.3871335540841894	0.5095736852758252	-0.486542027466929	0.5230977862303182	0.4223252480656138	0.5277427314000908	0.3550464722391175	1.078844840227198	-0.17207289899152706	0.18699855292209505	0.36232376095504104	-0.5486413641426523	2.6650064837171055	0.705598971544779	0.03591525823710578	1.6048021079263721	1.9351139127766943	2.5372995061569346	3.2483166206160345	3.520704995098832	3.7705360542175272	3.4645750420441255	3.079687809196787	2.8554317119381167	2.2547227329332316	2.0233129841468385	1.6855750690680011	10.27619632215733	1.7436298083802586	2.0480237054403756	2.5744861209655396	3.235781085859169	3.591062579637913	4.012152069244968	3.9204898013590648	3.8269866424570007	3.9745847716503744	3.812149485081392	3.8220966626353197	3.4361669071558176	0.5397080879570022	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.1695965942214168	0.20917254304413097	0.281884966797915	0.4800080696020602	0.923983038933142	1.3073702567415768	1.9596354542693424	1.758358973378358	1.4457321408919284	1.7156152381966332	1.4212921322217755	1.3477170021759424	1.001268219805783	8883.95903076563
900000	-29751.093012060315	2.9286094503048017	-29754.02162151062	0.9817570198919424	2024.6127635280532	0.19764910469579072	1.5832246775734446	0.2771967602353979	0.04203987958101111	3.751170573214062	0.1487190047002989	0.2900300903850075	0.2430302912634409	0.26121103088577224	0.20572858746577874	0.3330752616310665	4.8030994008510015E-4	4.8030994008510037E-4	-38591.823854835704	0.0	5.450525649303666	7.177455450506032	11.780246916601786	21.76827562585092	33.53988224942389	55.98790786680712	50.070148867053724	47.4648412915059	49.554956038165116	30.017535233231403	22.64384928413837	15.1472276200481	25.569323536863834	25.569323536863834	25.569323536863834	25.569323536863834	25.569323536863834	25.569323536863834	25.569323536863834	25.569323536863834	25.569323536863834	25.569323536863834	25.569323536863834	25.569323536863834	0.30808169780295425	0.4762262657432191	0.30602378258060037	0.5371614027525975	0.6255671308052935	1.1141511628589178	1.6950506743650406	3.9207425831472347	2.279302240371145	1.9242545863803528	1.6500042762421767	1.706288050275032	3.241393333609534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.1773902785748214	0.43552808908197854	-0.4422302697053872	0.5626357933498098	0.1523600344442274	0.5771894574729443	0.41961981069732923	0.838568433572181	-0.5424117091350927	-0.16933069630984923	-0.15376078532226353	0.033542400658914784	2.7683028426129233	0.6731984164099877	0.08195632499576538	1.7479652969398745	2.0475588370580446	2.653839471205363	3.3229876080552807	3.6522204043510094	3.9521148355869045	3.5096326456004254	3.127482638289155	2.938615534426955	2.35249709660938	2.120591035983443	1.7941294624039863	13.922272337678407	1.6957120534377237	1.9709449261677703	2.46642413866606	3.080453663374824	3.5127352456382708	4.025135736468832	3.913424999516058	3.8599892536329414	3.903082276726104	3.4017817186784027	3.1198882602671882	2.7178175198333183	0.4589041254670779	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.2020901812751166	0.21062875508097093	0.27557319791297313	0.45526913208810676	0.8338263721140678	1.2803978712848865	2.09822403179706	1.8364679298757665	1.6095196632773126	1.7794399061038806	1.091801696333347	0.8319033239768483	0.5553396143531535	8837.802233325086
1000000	-29836.59473152445	-1.327138328136141	-29835.267593196313	1.0994068751156028	2024.4951136728296	0.2076830972141976	1.6337158070536788	0.2409042082427059	0.036085280734381824	3.7459479481655698	0.1356636585894715	0.2911937514754281	0.24284565080412512	0.2544759206999873	0.2114846770204588	0.3108214667770149	4.4332939378099746E-4	4.4332939378099816E-4	-38632.1615925198	0.0	3.5882241145216134	5.1669508450071024	10.059275280063773	22.250025075147903	34.29475752191133	53.35008754557027	51.2330247864229	44.640603599477224	43.87839623558232	29.78596589756498	26.774933611355195	22.680613194912176	24.931891504447176	24.931891504447176	24.931891504447176	24.931891504447176	24.931891504447176	24.931891504447176	24.931891504447176	24.931891504447176	24.931891504447176	24.931891504447176	24.931891504447176	24.931891504447176	0.33329940748983167	0.4425386836679525	0.23664759490668566	0.4456981643615673	0.5971538343843469	1.0097821602774166	1.6865985038831945	6.015244752950997	2.226993801785058	2.210902314567157	3.028276285385476	1.4271606677076292	3.2161477672785113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.098714071378299	0.2834866737417145	-0.625955788126767	0.6330698681736778	0.292532797842355	0.5253151444439395	0.5129791564005542	1.2715832579340522	-0.9936444339726863	-0.007251885720931505	0.3145928555974398	-0.7523066515325579	2.7817058164347364	0.5708340473467043	0.023094961611794702	1.9250957560652253	2.194263741725885	2.677467724394469	3.253837426152963	3.4655331482979763	3.6599568731775483	3.431251996125639	3.1217426639110584	2.9371819431069697	2.452828602847282	2.267006821755427	1.9943036935854024	15.967900594177252	1.2776574044871174	1.6422827360039616	2.308495122321513	3.1023431355845537	3.534992500563593	3.9768756187130565	3.9363843394722857	3.7986438394753064	3.781422085869056	3.394037339548127	3.287466136829532	3.1215105153067695	0.5076418836033778	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.2220833813254814	0.14202244214296794	0.20362825122383235	0.3996765660634637	0.8767588004031412	1.3433623179691143	2.0565399224073793	1.9247156683339028	1.4424793049730253	1.6156184519661934	1.0973802511331396	0.9576099046548479	0.8604487387020516	8796.893999323485
